,address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
1064,130 West 46th Street,,,True,2,+1 212-485-2400,4.40,3248,New York
1065,"1302 44th Avenue, Long Island City",,,False,2,+1 347-738-5251,4.40,456,New York
1066,135 West 45th Street,,,False,2,+1 646-364-1234,4.40,5616,New York
1067,102 West 57th Street,2019-03-01,2019-03-13,True,2,+1 212-379-0103,4.40,3888,New York
1068,10 East Thomas Road,,,True,2,+1 602-222-1111,4.60,1638,Phoenix
1069,"10601 North 56th Street, Scottsdale, AZ 85254, USA",,,True,2,+1 480-948-6100,4.30,1296,Phoenix
1070,10838 North 25th Avenue,,,True,2,+1 602-997-8800,4.30,261,Phoenix
1071,1101 North 44th Street,,,True,2,+1 800-228-9290,4.30,1392,Phoenix
1072,12027 North 28th Drive,,,True,2,+1 602-548-6000,3.80,2400,Phoenix
1073,132 South Central Avenue,,,True,2,+1 602-603-2000,4.60,306,Phoenix
1074,15 East Monroe Street,,,True,2,+1 602-343-0006,4.40,1620,Phoenix
1075,"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,True,2,+1 480-624-1700,4.70,580,Phoenix
1076,2 East Jefferson Street,,,True,2,+1 877-488-1908,4.50,4212,Phoenix
1077,212 West Osborn Road,,,True,2,+1 800-922-5548,3.30,4350,Phoenix
1078,10 East Thomas Road,2019-03-02,2019-03-09,True,2,+1 602-222-1111,4.60,1638,Phoenix
1079,108 Chestnut Street,,,True,1,+1 416-977-5000,4.20,2184,Toronto
1080,111 Carlton Street,,,True,1,+1 800-780-7234,3.00,825,Toronto
1081,111 Lombard Street,,,True,1,+1 416-367-5555,3.90,390,Toronto
1082,118 Yorkville Avenue,,,True,1,+1 416-963-6300,4.70,6200,Toronto
1083,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,,True,1,+1 416-637-7000,4.00,660,Toronto
1084,15 Charles Street East,,,True,1,+1 416-924-1222,4.60,3672,Toronto
1085,15 Richmond Street East,,,True,1,+1 800-463-1990,4.10,2800,Toronto
1086,"1677 Wilson Avenue, North York, Ontario M3L 1A5, Canada",,,False,1,+1 416-249-8171,2.80,3432,Toronto
1087,1684 Queen Street East,,,False,1,+1 647-693-6842,3.40,2176,Toronto
1088,"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,True,1,+1 416-747-7676,4.20,2652,Toronto
1089,108 Chestnut Street,2019-03-02,2019-03-04,True,1,+1 416-977-5000,4.20,992,Toronto
1090,1018 Granville Street,,,False,3,+1 877-972-6378,4.20,1512,Vancouver
1091,1025 Granville Street,,,False,2,+1 604-685-5335,3.90,2418,Vancouver
1092,1041 Southwest Marine Drive,,,True,4,+1 604-263-1555,3.50,4092,Vancouver
1093,1100 Granville Street,,,True,5,+1 604-669-7070,4.10,1680,Vancouver
1094,111 Robson Street,,,True,1,+1 604-602-1008,4.40,792,Vancouver
1095,1110 Howe Street,,,True,2,+1 604-684-2151,3.90,1512,Vancouver
1096,1114 Burnaby Street,,,False,4,+1 888-203-4302,3.90,2880,Vancouver
1097,1128 West Georgia Street,,,True,5,+1 604-689-1120,4.60,675,Vancouver
1098,1133 West Hastings Street,,,False,3,+1 604-689-9211,4.20,2508,Vancouver
1099,1160 Davie Street,,,True,4,+1 604-681-7263,3.90,3744,Vancouver
1100,1018 Granville Street,2019-03-01,2019-03-13,False,1,+1 877-972-6378,4.20,4176,Vancouver
1101,1510 Southwest Harbor Way,,,True,1,+1 888-869-3108,4.50,512,Portland
1102,2025 Northwest Northrup Street,,,True,3,+1 503-224-0543,4.50,648,Portland
1103,203 Northwest 3rd Avenue,,,True,2,+1 503-445-0444,4.50,1040,Portland
1104,2080 Southwest River Drive,,,True,4,+1 503-241-2775,4.50,816,Portland
1105,354 Northwest 9th Avenue,,,True,3,+1 503-222-5200,4.50,522,Portland
1106,425 Northwest 9th Avenue,,,True,3,+1 971-351-0230,4.50,1680,Portland
1107,506 Southwest Washington Street,,,True,3,+1 503-222-0001,4.50,2736,Portland
1108,750 Southwest Alder Street,,,True,1,+1 877-628-4408,4.50,1120,Portland
1109,1455 Southwest Broadway,2019-03-06,2019-03-11,True,2,+1 503-334-2167,4.50,1035,Portland
1110,"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,True,1,+61 2 9634 9634,3.90,624,Sydney
1111,"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,True,1,+61 2 9680 3800,3.90,1404,Sydney
1112,"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,True,1,+61 2 8425 0400,3.90,4992,Sydney
1113,10 Byfield St Macquarie Park,,,True,1,+61 2 9428 9500,3.90,1512,Sydney
1114,"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,True,1,+61 2 8836 1000,3.90,1240,Sydney
1115,11 Hickson Road Walsh Bay,,,True,1,+61 2 8298 9999,3.90,4032,Sydney
1116,"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",2019-03-01,2019-03-10,True,1,+61 2 9680 3800,3.90,1404,Sydney
1117,"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",2019-03-03,2019-03-04,True,1,+60 3-9100 1133,3.80,132,Kuala Lumpur
1118,"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",2019-03-04,2019-03-05,True,2,+60 3-2298 1888,4.20,290,Kuala Lumpur
1119,108 Chestnut Street,,,True,3,+1 416-977-5000,4.20,2184,Toronto
1120,118 Yorkville Avenue,,,True,5,+1 416-963-6300,4.70,6200,Toronto
1121,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,,True,2,+1 416-637-7000,4.00,660,Toronto
1122,15 Charles Street East,,,True,3,+1 416-924-1222,4.60,3672,Toronto
1123,15 Richmond Street East,,,True,5,+1 800-463-1990,4.10,2800,Toronto
1124,"1677 Wilson Avenue, North York, Ontario M3L 1A5, Canada",,,False,4,+1 416-249-8171,2.80,3432,Toronto
1125,1684 Queen Street East,,,False,4,+1 647-693-6842,3.40,2176,Toronto
1126,"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,True,2,+1 416-747-7676,4.20,2652,Toronto
1127,181 Wellington Street West,,,True,3,+1 416-585-2500,4.60,5445,Toronto
1128,"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada",,,True,1,+1 416-299-1500,4.00,1152,Toronto
1129,111 Lombard Street,2019-03-02,2019-03-13,True,1,+1 416-367-5555,3.90,957,Toronto
1130,1 Addington Street,2019-03-02,2019-03-14,True,3,+44 333 400 6116,4.30,7920,London
1131,1 Hosking Place,2019-03-04,2019-03-13,True,1,+61 1300 633 462,3.60,4032,Sydney
1132,1 Baffin Way,2019-03-03,2019-03-13,True,1,+44 20 7517 1100,4.10,2640,London
1133,1050 West Ball Road,,,True,2,+1 714-860-4660,4.20,1872,Anaheim
1134,1057 West Ball Road,,,True,2,+1 800-576-0767,4.00,372,Anaheim
1135,1110 West Katella Avenue,,,True,4,+1 714-778-1880,4.30,1104,Anaheim
1136,1111 South Harbor Boulevard,,,False,5,+1 714-616-5788,3.80,2800,Anaheim
1137,1160 West Ball Road,,,True,4,+1 888-287-9400,4.50,936,Anaheim
1138,1166 West Katella Avenue,,,True,4,+1 714-774-7817,4.00,2376,Anaheim
1139,1176 West Katella Avenue,,,True,5,+1 714-776-0140,4.30,650,Anaheim
1140,1221 South Harbor Boulevard,,,True,3,+1 714-758-0900,3.80,2268,Anaheim
1141,1240 South Walnut Street,,,True,3,+1 714-535-0300,4.10,756,Anaheim
1142,125 South Festival Drive,,,True,4,+1 714-974-8880,4.30,3036,Anaheim
1143,1050 West Ball Road,2019-03-01,2019-03-14,True,2,+1 714-860-4660,4.20,1872,Anaheim
1144,1707 Market Street,,,False,2,+1 800-576-0767,2.70,140,San Francisco
1145,2095 Lombard Street,,,False,1,+1 415-563-5600,4.10,348,San Francisco
1146,"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,True,1,+1 415-735-7777,3.90,3348,San Francisco
1147,12 4th Street,,,True,1,+1 415-348-1111,3.90,4896,San Francisco
1148,"1206, 155 Steuart Street",,,True,1,+1 415-495-2100,3.90,1200,San Francisco
1149,138 King Street,,,True,1,+1 415-200-4977,3.90,3712,San Francisco
1150,1800 Sutter Street,,,True,1,+1 888-822-8666,3.90,1344,San Francisco
1151,2095 Lombard Street,,,False,1,+1 415-563-5600,3.90,348,San Francisco
1152,2222 Market Street,,,True,1,+1 415-621-8212,3.90,408,San Francisco
1153,2237 Mason Street,,,True,1,+1 800-352-7366,3.90,186,San Francisco
1154,250 Beach Street,,,False,1,+1 844-617-6555,3.90,594,San Francisco
1155,2620 Jones Street,,,True,1,+1 800-228-8408,3.90,1440,San Francisco
1156,12 4th Street,2019-03-07,2019-03-11,True,1,+1 415-348-1111,3.90,2480,San Francisco
1157,120 West 41st Street,,,True,4,+1 888-559-5862,4.60,2496,New York
1158,130 West 44th Street,,,True,4,+1 212-764-6200,4.60,4680,New York
1159,153 West 57th Street,,,False,4,+1 646-774-1234,4.60,1560,New York
1160,17 John Street,,,True,3,+1 646-859-5013,4.60,4896,New York
1161,18 West 56th Street,,,True,5,+1 212-586-5656,4.60,560,New York
1162,189 Bowery,,,True,4,+1 212-372-7274,4.60,6160,New York
1163,196 Grand Street,,,True,4,+1 212-390-8988,4.60,360,New York
1164,218 West 50th Street,,,True,4,+1 212-461-3638,4.60,832,New York
1165,233 West 49th Street,,,True,1,+1 212-245-4000,4.60,672,New York
1166,27 Barclay Street,,,True,2,+1 646-880-1999,4.60,1040,New York
1167,120 West 41st Street,2019-03-07,2019-03-13,True,3,+1 888-559-5862,4.60,2520,New York
1168,"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,True,1,+1 202-872-1680,4.30,4992,Washington D.C.
1169,"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,True,1,+1 202-695-1100,4.20,6800,Washington D.C.
1170,"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-298-7800,4.30,870,Washington D.C.
1171,"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,True,1,+1 202-347-3000,4.40,900,Washington D.C.
1172,"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,False,1,+1 202-289-7600,4.60,234,Washington D.C.
1173,"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,True,1,+1 202-408-4870,4.20,408,Washington D.C.
1174,"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,True,1,+1 202-449-3100,4.40,1632,Washington D.C.
1175,"1265 First Street Southeast, Washington, District of Columbia 20003, United States",,,True,1,+1 202-800-1000,4.10,1302,Washington D.C.
1176,111 Cone Street Northwest,2019-03-04,2019-03-14,True,1,+1 404-524-7000,3.80,2160,Atlanta
1177,"7, Jalan Munshi Abdullah, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan",2019-03-05,2019-03-08,True,2,+60 3-2692 9298,4.00,702,Kuala Lumpur
1178,"151-20 Baisley Boulevard, Jamaica",2019-03-06,2019-03-12,False,1,+1 347-292-2876,3.00,2340,New York
1179,800 Spring Street Northwest,2019-03-01,2019-03-14,True,3,+1 404-347-9440,4.50,4095,Atlanta
1180,24 Ludgate Hill,2019-03-04,2019-03-14,True,3,+44 20 7651 2200,4.00,3960,London
1181,"1020, Jalan Sultan Ismail, 50250",2019-03-07,2019-03-12,True,3,+60 3-2168 1688,4.60,1800,Kuala Lumpur
1182,"23 Avenue Duquesne, 75007",2019-03-03,2019-03-13,True,3,+33 1 44 42 09 09,4.40,2520,Paris
1183,4700 Airport Plaza Drive,2019-03-05,2019-03-14,True,3,+1 800-228-9290,4.30,2052,Long Beach
1184,30 West 31st Street,2019-03-01,2019-03-07,False,2,+1 212-330-1234,4.20,1512,New York
1185,"2, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan",2019-03-05,2019-03-11,True,3,+60 3-2263 7888,4.50,1890,Kuala Lumpur
1186,382/384 Pitt Street,2019-03-03,2019-03-06,True,3,+61 2 8267 3111,3.70,864,Sydney
1187,75 Wentworth Avenue,2019-03-05,2019-03-07,True,4,+61 2 9212 1005,3.90,864,Sydney
1188,1050 West Ball Road,,,True,1,+1 714-860-4660,4.20,63,Anaheim
1189,1057 West Ball Road,,,True,1,+1 800-576-0767,4.00,136,Anaheim
1190,1110 West Katella Avenue,,,True,1,+1 714-778-1880,4.30,3960,Anaheim
1191,1111 South Harbor Boulevard,,,False,1,+1 714-616-5788,3.80,432,Anaheim
1192,1160 West Ball Road,,,True,1,+1 888-287-9400,4.50,1200,Anaheim
1193,1166 West Katella Avenue,,,True,1,+1 714-774-7817,4.00,2500,Anaheim
1194,1176 West Katella Avenue,,,True,1,+1 714-776-0140,4.30,138,Anaheim
1195,1221 South Harbor Boulevard,,,True,1,+1 714-758-0900,3.80,240,Anaheim
1196,1240 South Walnut Street,,,True,1,+1 714-535-0300,4.10,396,Anaheim
1197,125 South Festival Drive,,,True,1,+1 714-974-8880,4.30,552,Anaheim
1198,1050 West Ball Road,,,True,1,+1 714-860-4660,3.80,63,Anaheim
1199,1057 West Ball Road,,,True,1,+1 800-576-0767,3.80,136,Anaheim
1200,1110 West Katella Avenue,,,True,1,+1 714-778-1880,3.80,3960,Anaheim
1201,1160 West Ball Road,,,True,1,+1 888-287-9400,3.80,1200,Anaheim
1202,1166 West Katella Avenue,,,True,1,+1 714-774-7817,3.80,2500,Anaheim
1203,1176 West Katella Avenue,,,True,1,+1 714-776-0140,3.80,138,Anaheim
1204,1240 South Walnut Street,,,True,1,+1 714-535-0300,3.80,396,Anaheim
1205,125 South Festival Drive,,,True,1,+1 714-974-8880,3.80,552,Anaheim
1206,1110 West Katella Avenue,2019-03-04,2019-03-12,True,1,+1 714-778-1880,3.80,3960,Anaheim
1207,118 Yorkville Avenue,,,True,5,+1 416-963-6300,4.30,3875,Toronto
1208,15 Charles Street East,,,True,5,+1 416-924-1222,4.30,5115,Toronto
1209,181 Wellington Street West,,,True,5,+1 416-585-2500,4.30,2625,Toronto
1210,220 Bloor Street West,,,False,5,+1 416-960-5200,4.30,5280,Toronto
1211,262 Carlingview Drive,,,True,5,+1 416-674-8442,4.30,4485,Toronto
1212,280 Bloor Street West,,,True,5,+1 416-968-0010,4.30,1740,Toronto
1213,30 Mercer Street,,,True,5,+1 866-345-9501,4.30,700,Toronto
1214,318 Wellington Street West,,,True,5,+1 416-599-8800,4.30,4900,Toronto
1215,5515 Eglinton Avenue West,,,True,5,+1 416-646-4600,4.30,390,Toronto
1216,75 Bremner Boulevard,,,False,5,+1 888-940-7575,4.30,8640,Toronto
1217,181 Wellington Street West,2019-03-08,2019-03-13,True,5,+1 416-585-2500,4.30,2625,Toronto
1218,"1 Place de la Sorbonne, 75005",,,True,1,+33 1 46 34 14 80,4.50,2480,Paris
1219,"1 Rue de Libourne, 75012",,,True,1,+33 1 44 67 34 00,4.40,3168,Paris
1220,"10 Place Charles Dullin, 75018",,,True,1,+33 1 42 57 14 55,4.10,4212,Paris
1221,"10 Place de Mexico, 75116",,,True,1,+33 1 56 90 40 04,4.30,720,Paris
1222,"10 Rue Bernard Buffet, 75017",,,True,1,+33 1 40 25 20 20,3.60,504,Paris
1223,"10 Rue de Passy, 75016",,,True,1,+33 1 45 25 55 66,4.40,5445,Paris
1224,"10 Rue du Champ de Mars, 75007",,,True,1,+33 1 40 62 67 00,4.20,4992,Paris
1225,"10 Rue du Conservatoire, 75009",,,True,1,+33 1 47 70 50 83,4.00,1716,Paris
1226,"1 Rue Daunou, 75002",2019-03-06,2019-03-13,True,1,+33 1 42 61 70 41,4.20,504,Paris
1227,1420 South Harbor Boulevard,,,True,1,+1 714-254-1442,4.60,228,Anaheim
1228,1747 South Harbor Boulevard,,,True,5,+1 800-345-7057,4.60,1080,Anaheim
1229,2010 South Harbor Boulevard,,,True,3,+1 714-750-2010,4.60,1728,Anaheim
1230,515 West Katella Avenue,,,True,3,+1 714-991-6868,4.60,2970,Anaheim
1231,1420 South Harbor Boulevard,2019-03-01,2019-03-05,True,1,+1 714-254-1442,4.60,396,Anaheim
1232,1 South Franklin Street,,,False,2,+1 312-558-1020,4.30,1254,Chicago
1233,1 West Wacker Drive,,,True,4,+1 800-468-3571,4.30,3472,Chicago
1234,100 West Monroe Street,,,True,3,+1 312-236-1234,4.30,2856,Chicago
1235,1118 North State Street,,,True,4,+1 888-712-2712,4.30,1440,Chicago
1236,113-125 North Green Street,,,True,2,+1 312-521-8000,4.30,572,Chicago
1237,116 North Jefferson Street,,,True,4,+1 312-648-0000,4.30,2600,Chicago
1238,12 South Michigan Avenue,,,True,3,+1 312-940-3552,4.30,4320,Chicago
1239,1209 West Albion Avenue,,,True,5,+1 312-265-5800,4.30,5265,Chicago
1240,122 West Monroe Street,,,True,2,+1 312-750-9012,4.30,528,Chicago
1241,123 East Cermak Road Suite 300 Suite 300,,,True,2,+1 312-791-1121,4.30,1890,Chicago
1242,100 West Monroe Street,2019-03-02,2019-03-09,True,2,+1 312-236-1234,4.30,2856,Chicago
1243,1020 South Figueroa Street,,,True,5,+1 213-748-1291,4.20,1575,Los Angeles
1244,10320 West Olympic Boulevard,,,True,3,+1 310-556-2777,4.20,684,Los Angeles
1245,10740 Wilshire Boulevard,,,True,1,+1 310-475-8711,4.40,868,Los Angeles
1246,"111 South Gaffey Street, San Pedro, California 90731, United States",,,True,1,+1 310-514-1414,4.20,126,Los Angeles
1247,1133 Vine Street,,,True,4,+1 323-952-6900,4.30,1152,Los Angeles
1248,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,,True,2,+1 818-821-8031,4.40,624,Los Angeles
1249,115 South Fairfax Avenue,,,True,2,+1 323-937-3930,4.40,1050,Los Angeles
1250,1150 South Beverly Drive,,,True,1,+1 310-553-6561,4.20,264,Los Angeles
1251,1177 South Beverly Drive,,,True,3,+1 310-228-4100,4.30,252,Los Angeles
1252,1224 Beverwil Drive,,,True,2,+1 310-277-2800,4.40,288,Los Angeles
1253,1020 South Figueroa Street,2019-03-01,2019-03-02,True,1,+1 213-748-1291,4.20,66,Los Angeles
1254,14 Riverside Westlands,,,True,4,+254 787 657000,4.50,1040,Nairobi
1255,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport,,,True,2,+254 709 760000,4.50,192,Nairobi
1256,Chiromo Road,,,True,4,+254 703 049000,4.60,720,Nairobi
1257,City Hall Way,,,True,2,+254 20 3200000,4.40,1020,Nairobi
1258,"Eka Hotel, Along Mombasa Road",,,True,4,+254 719 045000,4.40,704,Nairobi
1259,Elgon Road,,,True,1,+254 709 810000,4.60,600,Nairobi
1260,First Freight Lane Jomo Kenyatta International Airport,,,True,3,+254 709 222444,4.40,1260,Nairobi
1261,"Ibis Styles Hotel Westlands, Kenya",,,True,2,+254 20 7757000,4.20,648,Nairobi
1262,Jomo Kenyatta International Airport Mombasa Road,,,True,3,+254 20 4075000,4.50,2016,Nairobi
1263,"Kenya Road, Upper Hill",,,True,4,+254 719 096000,4.40,336,Nairobi
1264,14 Riverside Westlands,,,True,2,+254 787 657000,4.50,1040,Nairobi
1265,Chiromo Road,,,True,2,+254 703 049000,4.60,720,Nairobi
1266,"Eka Hotel, Along Mombasa Road",,,True,2,+254 719 045000,4.40,704,Nairobi
1267,Elgon Road,,,True,2,+254 709 810000,4.60,390,Nairobi
1268,First Freight Lane Jomo Kenyatta International Airport,,,True,2,+254 709 222444,4.40,1260,Nairobi
1269,Jomo Kenyatta International Airport Mombasa Road,,,True,2,+254 20 4075000,4.50,2016,Nairobi
1270,Chiromo Road,,,True,2,+254 703 049000,4.50,720,Nairobi
1271,Elgon Road,,,True,2,+254 709 810000,4.50,390,Nairobi
1272,Limuru Road,,,True,2,+254 730 886000,4.50,1088,Nairobi
1273,Market Road,,,True,2,+254 20 7200000,4.50,2480,Nairobi
1274,Mbagathi Ridge,,,True,2,+254 711 032000,4.50,3220,Nairobi
1275,Chiromo Road,2019-03-01,2019-03-08,True,2,+254 703 049000,4.50,2030,Nairobi
1276,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,2,+1 855-287-2682,4.60,1240,San Diego
1277,10044 Pacific Mesa Boulevard,,,True,2,+1 858-597-0500,4.50,900,San Diego
1278,1047 Fifth Avenue,,,True,3,+1 619-515-3000,4.40,2856,San Diego
1279,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,3,+1 858-558-1500,4.30,1260,San Diego
1280,11025 Vista Sorrento Parkway,,,True,5,+1 858-523-0500,4.30,870,San Diego
1281,11520 West Bernardo Court,,,True,4,+1 858-451-6600,4.10,1680,San Diego
1282,11915 El Camino Real,,,True,2,+1 858-481-5900,4.20,864,San Diego
1283,11920 El Camino Real,,,True,2,+1 858-792-5557,4.20,792,San Diego
1284,1333 Hotel Circle South,,,True,4,+1 619-297-2231,4.40,800,San Diego
1285,1355 North Harbor Drive,,,True,2,+1 619-232-3861,4.00,1260,San Diego
1286,"1003 Coast Boulevard, La Jolla, California 92037, United States",2019-03-06,2019-03-13,True,2,+1 855-287-2682,4.60,2520,San Diego
1287,1050 West Ball Road,,,True,1,+1 714-860-4660,4.20,378,Anaheim
1288,1057 West Ball Road,,,True,4,+1 800-576-0767,4.00,416,Anaheim
1289,1110 West Katella Avenue,,,True,3,+1 714-778-1880,4.30,1152,Anaheim
1290,1111 South Harbor Boulevard,,,False,5,+1 714-616-5788,3.80,2240,Anaheim
1291,1160 West Ball Road,,,True,4,+1 888-287-9400,4.50,1920,Anaheim
1292,1166 West Katella Avenue,,,True,1,+1 714-774-7817,4.00,264,Anaheim
1293,1176 West Katella Avenue,,,True,1,+1 714-776-0140,4.30,32,Anaheim
1294,1221 South Harbor Boulevard,,,True,1,+1 714-758-0900,3.80,126,Anaheim
1295,1240 South Walnut Street,,,True,2,+1 714-535-0300,4.10,132,Anaheim
1296,125 South Festival Drive,,,True,2,+1 714-974-8880,4.30,750,Anaheim
1297,1050 West Ball Road,2019-03-10,2019-03-14,True,4,+1 714-860-4660,4.20,1488,Anaheim
1298,1000 Northeast Multnomah Street,,,True,2,+1 503-281-6111,3.80,558,Portland
1299,1150 Northwest 9th Avenue,,,True,2,+1 503-220-1339,3.80,1188,Portland
1300,11550 Northeast Airport Way,,,True,2,+1 503-252-3200,3.80,1395,Portland
1301,11936 Northeast Glenn Widing Drive,,,True,2,+1 503-262-8888,3.80,1620,Portland
1302,11938 Northeast Airport Way,,,True,2,+1 503-251-9991,3.80,504,Portland
1303,12048 Northeast Airport Way,,,True,2,+1 503-255-8600,3.80,1512,Portland
1304,12226 North Jantzen Drive,,,True,2,+1 503-283-3030,3.80,1020,Portland
1305,1355 Southwest 2nd Avenue,,,True,2,+1 503-306-4800,3.80,832,Portland
1306,1441 Northeast 2nd Avenue,,,True,2,+1 503-233-2401,3.80,630,Portland
1307,1455 Southwest Broadway,,,True,2,+1 503-334-2167,3.80,2688,Portland
1308,1150 Northwest 9th Avenue,2019-03-04,2019-03-05,True,2,+1 503-220-1339,3.80,480,Portland
1309,101 Andrew Young International Boulevard Northwest,,,True,3,+1 404-524-5555,4.30,1944,Atlanta
1310,1065 Peachtree Street Northeast,,,True,5,+1 404-745-5000,4.50,1380,Atlanta
1311,111 Cone Street Northwest,,,True,3,+1 404-524-7000,3.80,522,Atlanta
1312,125 10th Street Northeast,,,False,2,+1 404-443-1234,4.30,760,Atlanta
