,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
1363,Ford Escape,Full-size,2019-03-10,,2019-03-07,JFK International Airport,11:30,114
1364,Honda CR-V,Full-size,2019-03-11,,2019-03-09,O'Hare International Airport,19:30,78
1365,Nissan Leaf,Compact,2019-03-05,,2019-03-03,Charles de Gaulle International Airport,16:30,52
1366,Jeep Cherokee,Full-size,2019-03-10,,2019-03-05,Intercity Terminal,19:30,180
1367,Mini Cooper,Compact,2019-03-10,,2019-03-06,SFO International Airport,17:30,120
1368,Hyundai Elantra,Standard,2019-03-03,,2019-03-02,YVR International Airport,16:30,36
1369,Chevrolet Cruze,Standard,2019-03-03,,2019-03-02,Hartsfield-Jackson International Airport,13:30,31
1370,Honda CR-V,Full-size,2019-03-09,,2019-03-06,O'Hare International Airport,20:00,117
1371,Chevrolet Bolt,Compact,2019-03-09,,2019-03-07,LAX International Airport,13:30,62
1372,Chevrolet Cruze,Standard,2019-03-12,,2019-03-11,PHL International Airport,18:00,33
1373,Chevrolet Bolt,Compact,2019-03-10,,2019-03-07,YVR International Airport,18:30,84
1374,Volkswagen GTI,Compact,2019-03-08,,2019-03-04,PHL International Airport,18:00,108
1375,Toyota Prius,Standard,2019-03-13,,2019-03-12,Sky Harbor International Airport,14:00,29
1376,Hyundai Elantra,Standard,2019-03-06,,2019-03-04,YVR International Airport,15:00,70
1377,Toyota Corolla,Standard,2019-03-03,,2019-03-02,JFK International Airport,17:00,31
1378,Chevrolet Bolt,Compact,2019-03-05,,2019-03-04,LAX International Airport,13:30,26
1379,Toyota Corolla,Standard,2019-03-11,,2019-03-10,JFK International Airport,14:00,38
1380,Chevrolet Cruze,Standard,2019-03-05,,2019-03-03,PHL International Airport,18:00,68
1381,Chevrolet Bolt,Compact,2019-03-08,,2019-03-04,LAX International Airport,17:00,96
1382,Toyota Corolla,Standard,2019-03-05,,2019-03-03,JFK International Airport,15:30,78
1383,Honda Civic,Standard,2019-03-11,,2019-03-09,Seattle-Tacoma International Airport,15:30,72
1384,Nissan Leaf,Compact,2019-03-09,,2019-03-05,Charles de Gaulle International Airport,16:30,104
1385,Nissan Altima,Standard,2019-03-07,,2019-03-06,SFO International Airport,20:00,29
1386,Kia Forte,Compact,2019-03-05,,2019-03-03,Heathrow International Airport,09:30,58
1387,Honda CR-V,Full-size,2019-03-11,,2019-03-06,O'Hare International Airport,18:00,235
1388,Toyota Corolla,Standard,2019-03-10,,2019-03-07,JFK International Airport,15:30,87
1389,Mini Cooper,Compact,2019-03-08,,2019-03-06,O'Hare International Airport,15:30,70
1390,Hyundai Elantra,Standard,2019-03-05,,2019-03-04,YVR International Airport,15:30,30
1391,Nissan Rogue,Full-size,2019-03-06,,2019-03-05,Sky Harbor International Airport,17:30,46
1392,Mini Cooper,Compact,2019-03-11,,2019-03-09,McCarran International Airport,17:00,66
1393,Toyota Highlander,Full-size,2019-03-06,,2019-03-04,Charles de Gaulle International Airport,19:00,84
1394,Volkswagen GTI,Compact,2019-03-05,,2019-03-03,Sky Harbor International Airport,18:00,64
1395,Mini Cooper,Compact,2019-03-10,,2019-03-06,SFO International Airport,19:30,120
1396,Chevrolet Equinox,Full-size,2019-03-11,,2019-03-07,LAX International Airport,16:00,196
1397,Nissan Leaf,Compact,2019-03-09,,2019-03-04,JFK International Airport,10:30,150
1398,Nissan Rogue,Full-size,2019-03-10,,2019-03-06,Sky Harbor International Airport,16:30,136
1399,Chevrolet Bolt,Compact,2019-03-07,,2019-03-05,Seattle-Tacoma International Airport,17:00,62
1400,Chevrolet Cruze,Standard,2019-03-07,,2019-03-02,Heathrow International Airport,15:30,130
1401,Kia Forte,Compact,2019-03-07,,2019-03-02,Heathrow International Airport,15:30,145
1402,Nissan Leaf,Compact,2019-03-10,,2019-03-08,Charles de Gaulle International Airport,16:30,52
1403,Nissan Sentra,Standard,2019-03-11,,2019-03-09,Benito Juarez International Airport,14:30,50
1404,Hyundai Tucson,Full-size,2019-03-05,,2019-03-04,Benito Juarez International Airport,14:00,33
1405,Honda Fit,Compact,2019-03-13,,2019-03-08,Charles de Gaulle International Airport,18:00,125
1406,Ford Escape,Full-size,2019-03-07,,2019-03-04,JFK International Airport,17:00,141
1407,Volkswagen GTI,Compact,2019-03-07,,2019-03-05,Sky Harbor International Airport,15:00,54
1408,Toyota Prius,Standard,2019-03-03,,2019-03-02,O'Hare International Airport,16:30,39
1409,Toyota Prius,Standard,2019-03-13,,2019-03-11,Sky Harbor International Airport,19:30,72
1410,Volkswagen GTI,Compact,2019-03-11,,2019-03-07,Hartsfield-Jackson International Airport,16:30,132
1411,Chevrolet Equinox,Full-size,2019-03-12,,2019-03-11,LAX International Airport,15:30,41
1412,Toyota Prius,Standard,2019-03-08,,2019-03-02,Charles de Gaulle International Airport,16:30,234
1413,Volkswagen GTI,Compact,2019-03-12,,2019-03-07,Hartsfield-Jackson International Airport,14:00,150
1414,Honda CR-V,Full-size,2019-03-08,,2019-03-04,O'Hare International Airport,12:30,176
1415,Nissan Leaf,Compact,2019-03-03,,2019-03-02,Charles de Gaulle International Airport,16:00,29
1416,Toyota Prius,Standard,2019-03-08,,2019-03-05,Sky Harbor International Airport,10:30,96
1417,Toyota Highlander,Full-size,2019-03-08,,2019-03-07,Charles de Gaulle International Airport,14:00,48
1418,Honda CR-V,Full-size,2019-03-05,,2019-03-02,O'Hare International Airport,18:30,150
1419,Ford Escape,Full-size,2019-03-08,,2019-03-07,SFO International Airport,16:00,41
1420,Nissan Leaf,Compact,2019-03-04,,2019-03-03,Charles de Gaulle International Airport,17:00,29
1421,Volkswagen GTI,Compact,2019-03-09,,2019-03-07,Hartsfield-Jackson International Airport,15:00,52
1422,Subaru Forester,Full-size,2019-03-09,,2019-03-06,Seattle-Tacoma International Airport,15:00,120
1423,Honda CR-V,Full-size,2019-03-09,,2019-03-08,O'Hare International Airport,19:30,50
1424,Volkswagen GTI,Compact,2019-03-13,,2019-03-08,Hartsfield-Jackson International Airport,14:00,170
1425,Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,Heathrow International Airport,17:30,74
1426,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,30
1427,Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,29
1428,Honda Civic,Standard,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,15:30,31
1429,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,37
1430,Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,15:30,28
1431,Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,34
1432,Chevrolet Cruze,Standard,2019-03-08,,2019-03-07,SFO International Airport,15:30,30
1433,Chevrolet Bolt,Compact,2019-03-05,San Francisco,2019-03-02,Salesforce Transit Center,12:00,69
1434,Kia Forte,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,81
1435,Mini Cooper,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,78
1436,Nissan Leaf,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,84
1437,Volkswagen GTI,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,84
1438,Chevrolet Bolt,Compact,2019-03-05,,2019-03-02,Salesforce Transit Center,12:00,69
1439,Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,78
1440,Ford Fusion,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,68
1441,Nissan Altima,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,68
1442,Toyota Prius,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,60
1443,Chevrolet Cruze,Standard,2019-03-13,,2019-03-11,SFO International Airport,09:30,78
1444,Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
1445,Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
1446,Honda Civic,Standard,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,14:00,27
1447,Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,33
1448,Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,14:00,34
1449,Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
1450,Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,SFO International Airport,14:00,35
1451,Chevrolet Cruze,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,28
1452,Ford Fusion,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,35
1453,Honda Civic,Standard,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,12:00,33
1454,Nissan Altima,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,37
1455,Nissan Sentra,Standard,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,12:00,37
1456,Toyota Prius,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,33
1457,Ford Fusion,Standard,2019-03-14,,2019-03-13,SFO International Airport,12:00,35
1458,Chevrolet Cruze,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,64
1459,Ford Fusion,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,74
1460,Honda Civic,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,11:00,74
1461,Nissan Altima,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,74
1462,Nissan Sentra,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,11:00,54
1463,Toyota Prius,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,72
1464,Chevrolet Cruze,Standard,2019-03-04,,2019-03-02,SFO International Airport,11:00,64
1465,Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,152
1466,Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,128
1467,Nissan Altima,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,124
1468,Toyota Prius,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,120
1469,Chevrolet Cruze,Standard,2019-03-10,,2019-03-06,SFO International Airport,09:30,152
1470,Chevrolet Cruze,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,144
1471,Ford Fusion,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,136
1472,Honda Civic,Standard,2019-03-09,San Francisco,2019-03-05,Salesforce Transit Center,16:30,116
1473,Nissan Altima,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,156
1474,Nissan Sentra,Standard,2019-03-09,San Francisco,2019-03-05,Salesforce Transit Center,16:30,108
1475,Toyota Prius,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,136
1476,Chevrolet Cruze,Standard,2019-03-09,,2019-03-05,SFO International Airport,16:30,144
1477,Chevrolet Cruze,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,33
1478,Ford Fusion,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,37
1479,Nissan Altima,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,34
1480,Toyota Prius,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,34
1481,Chevrolet Cruze,Standard,2019-03-02,,2019-03-01,SFO International Airport,18:30,33
1482,Chevrolet Cruze,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,58
1483,Ford Fusion,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,62
1484,Honda Civic,Standard,2019-03-12,San Francisco,2019-03-10,Salesforce Transit Center,11:00,54
1485,Nissan Altima,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,62
1486,Nissan Sentra,Standard,2019-03-12,San Francisco,2019-03-10,Salesforce Transit Center,11:00,60
1487,Toyota Prius,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,60
1488,Chevrolet Cruze,Standard,2019-03-12,,2019-03-10,SFO International Airport,11:00,58
1489,Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-04,Salesforce Transit Center,12:00,231
1490,Chevrolet Cruze,Standard,2019-03-11,,2019-03-04,Salesforce Transit Center,12:00,231
1491,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,175
1492,Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,150
1493,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,180
1494,Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,155
1495,Chevrolet Cruze,Standard,2019-03-08,,2019-03-03,SFO International Airport,10:30,175
1496,Chevrolet Cruze,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,145
1497,Nissan Altima,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,165
1498,Toyota Prius,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,135
1499,Nissan Altima,Standard,2019-03-07,,2019-03-02,SFO International Airport,19:30,165
1500,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,186
1501,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,192
1502,Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-02,Salesforce Transit Center,14:00,162
1503,Chevrolet Cruze,Standard,2019-03-08,,2019-03-02,SFO International Airport,14:00,186
1504,Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,102
1505,Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,105
1506,Honda Civic,Standard,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,14:00,84
1507,Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,102
1508,Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,14:00,93
1509,Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,81
1510,Chevrolet Cruze,Standard,2019-03-11,,2019-03-08,SFO International Airport,14:00,102
1511,Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,114
1512,Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,102
1513,Honda Civic,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,13:30,96
1514,Nissan Altima,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,87
1515,Nissan Sentra,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,13:30,87
1516,Toyota Prius,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,105
1517,Ford Fusion,Standard,2019-03-10,,2019-03-07,SFO International Airport,13:30,102
1518,Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-09,SFO International Airport,14:00,140
1519,Ford Fusion,Standard,2019-03-13,San Francisco,2019-03-09,SFO International Airport,14:00,156
1520,Honda Civic,Standard,2019-03-13,San Francisco,2019-03-09,Salesforce Transit Center,14:00,112
1521,Nissan Altima,Standard,2019-03-13,San Francisco,2019-03-09,SFO International Airport,14:00,136
1522,Nissan Sentra,Standard,2019-03-13,San Francisco,2019-03-09,Salesforce Transit Center,14:00,112
1523,Toyota Prius,Standard,2019-03-13,San Francisco,2019-03-09,SFO International Airport,14:00,152
1524,Ford Fusion,Standard,2019-03-13,,2019-03-09,SFO International Airport,14:00,156
1525,Chevrolet Cruze,Standard,2019-03-05,San Francisco,2019-03-04,SFO International Airport,18:30,33
1526,Ford Fusion,Standard,2019-03-05,San Francisco,2019-03-04,SFO International Airport,18:30,36
1527,Nissan Altima,Standard,2019-03-05,San Francisco,2019-03-04,SFO International Airport,18:30,29
1528,Toyota Prius,Standard,2019-03-05,San Francisco,2019-03-04,SFO International Airport,18:30,29
1529,Chevrolet Cruze,Standard,2019-03-05,,2019-03-04,SFO International Airport,18:30,33
1530,Chevrolet Cruze,Standard,2019-03-09,San Francisco,2019-03-07,SFO International Airport,13:30,68
1531,Ford Fusion,Standard,2019-03-09,San Francisco,2019-03-07,SFO International Airport,13:30,62
1532,Honda Civic,Standard,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,13:30,64
1533,Nissan Altima,Standard,2019-03-09,San Francisco,2019-03-07,SFO International Airport,13:30,62
1534,Nissan Sentra,Standard,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,13:30,56
1535,Toyota Prius,Standard,2019-03-09,San Francisco,2019-03-07,SFO International Airport,13:30,68
1536,Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,SFO International Airport,13:30,68
1537,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,12:00,64
1538,Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,12:00,76
1539,Honda Civic,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,12:00,70
1540,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,12:00,62
1541,Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,12:00,64
1542,Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,12:00,72
1543,Chevrolet Cruze,Standard,2019-03-08,,2019-03-06,SFO International Airport,12:00,64
1544,Chevrolet Cruze,Standard,2019-03-06,San Francisco,2019-03-04,SFO International Airport,14:00,74
1545,Ford Fusion,Standard,2019-03-06,San Francisco,2019-03-04,SFO International Airport,14:00,56
1546,Honda Civic,Standard,2019-03-06,San Francisco,2019-03-04,Salesforce Transit Center,14:00,64
1547,Nissan Altima,Standard,2019-03-06,San Francisco,2019-03-04,SFO International Airport,14:00,64
1548,Nissan Sentra,Standard,2019-03-06,San Francisco,2019-03-04,Salesforce Transit Center,14:00,60
1549,Toyota Prius,Standard,2019-03-06,San Francisco,2019-03-04,SFO International Airport,14:00,64
1550,Ford Fusion,Standard,2019-03-06,,2019-03-04,SFO International Airport,14:00,56
1551,Chevrolet Cruze,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,14:00,64
1552,Ford Fusion,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,14:00,74
1553,Honda Civic,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,14:00,74
1554,Nissan Altima,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,14:00,74
1555,Nissan Sentra,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,14:00,54
1556,Toyota Prius,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,14:00,72
1557,Chevrolet Cruze,Standard,2019-03-04,,2019-03-02,SFO International Airport,14:00,64
1558,Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,12:00,114
1559,Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,12:00,102
1560,Honda Civic,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,12:00,96
