,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
2500,Accord,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:00,78,Standard
2501,Altima,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:00,66,Standard
2502,Camry,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:00,64,Standard
2503,Cruze,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:00,72,Standard
2504,Elantra,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:00,62,Standard
2505,Fusion,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:00,74,Standard
2506,Accord,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:00,35,Standard
2507,Altima,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:00,26,Standard
2508,Camry,2019-03-08,Anaheim,2019-03-07,Anaheim Intermodal Center,13:00,28,Standard
2509,Cruze,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:00,36,Standard
2510,Elantra,2019-03-08,Anaheim,2019-03-07,Anaheim Intermodal Center,13:00,26,Standard
2511,Camry,2019-03-08,,2019-03-07,Anaheim Intermodal Center,13:30,28,Standard
2512,Camry,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,11:00,52,Standard
2513,Corolla,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,11:00,60,Standard
2514,Camry,2019-03-14,,2019-03-12,Sacramento Valley Station,11:00,52,Standard
2515,Bolt,2019-03-09,San Francisco,2019-03-04,Salesforce Transit Center,12:30,135,Compact
2516,Cooper,2019-03-09,San Francisco,2019-03-04,SFO International Airport,12:30,140,Compact
2517,Forte,2019-03-09,San Francisco,2019-03-04,SFO International Airport,12:30,150,Compact
2518,GTI,2019-03-09,San Francisco,2019-03-04,SFO International Airport,12:30,135,Compact
2519,Leaf,2019-03-09,San Francisco,2019-03-04,SFO International Airport,12:30,140,Compact
2520,Bolt,2019-03-05,San Francisco,2019-03-04,Salesforce Transit Center,12:30,25,Compact
2521,Cooper,2019-03-05,San Francisco,2019-03-04,SFO International Airport,12:30,27,Compact
2522,Forte,2019-03-05,San Francisco,2019-03-04,SFO International Airport,12:30,27,Compact
2523,GTI,2019-03-05,San Francisco,2019-03-04,SFO International Airport,12:30,33,Compact
2524,Leaf,2019-03-05,San Francisco,2019-03-04,SFO International Airport,12:30,30,Compact
2525,Bolt,2019-03-05,San Francisco,2019-03-02,Salesforce Transit Center,12:30,69,Compact
2526,Cooper,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:30,78,Compact
2527,Forte,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:30,81,Compact
2528,Forte,2019-03-05,,2019-03-02,SFO International Airport,12:30,81,Compact
2529,Camry,2019-03-08,Los Angeles,2019-03-06,LAX International Airport,14:00,72,Standard
2530,Civic,2019-03-08,Los Angeles,2019-03-06,Union Station,14:00,66,Standard
2531,Corolla,2019-03-08,Los Angeles,2019-03-06,LAX International Airport,14:00,66,Standard
2532,Cruze,2019-03-08,Los Angeles,2019-03-06,Union Station,14:00,58,Standard
2533,Elantra,2019-03-08,Los Angeles,2019-03-06,LAX International Airport,14:00,82,Standard
2534,Fusion,2019-03-08,Los Angeles,2019-03-06,LAX International Airport,14:00,72,Standard
2535,Camry,2019-03-08,,2019-03-06,LAX International Airport,14:00,72,Standard
2536,Accord,2019-03-10,Vancouver,2019-03-07,YVR International Airport,12:30,108,Standard
2537,Altima,2019-03-10,Vancouver,2019-03-07,YVR International Airport,12:30,114,Standard
2538,Corolla,2019-03-10,Vancouver,2019-03-07,YVR International Airport,12:30,87,Standard
2539,Elantra,2019-03-10,Vancouver,2019-03-07,YVR International Airport,12:30,108,Standard
2540,Cruze,2019-03-10,Vancouver,2019-03-07,Pacific Central Station,13:00,90,Standard
2541,Prius,2019-03-10,Vancouver,2019-03-07,Pacific Central Station,13:00,108,Standard
2542,Sentra,2019-03-10,Vancouver,2019-03-07,Pacific Central Station,13:00,96,Standard
2543,Accord,2019-03-10,,2019-03-07,YVR International Airport,12:30,108,Standard
2544,Cherokee,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,14:00,111,Full-size
2545,Equinox,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,14:00,126,Full-size
2546,Forester,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,14:00,120,Full-size
2547,Highlander,2019-03-14,Los Angeles,2019-03-11,Union Station,14:00,108,Full-size
2548,RAV4,2019-03-14,Los Angeles,2019-03-11,Union Station,14:00,108,Full-size
2549,Cherokee,2019-03-14,,2019-03-11,LAX International Airport,14:00,111,Full-size
2550,Accord,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,29,Standard
2551,Camry,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,32,Standard
2552,Civic,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,30,Standard
2553,Corolla,2019-03-04,Sacramento,2019-03-03,Sacramento Valley Station,14:00,30,Standard
2554,Fusion,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,35,Standard
2555,Accord,2019-03-04,,2019-03-03,SMF International Airport,14:00,29,Standard
2556,Accord,2019-03-14,Sacramento,2019-03-13,SMF International Airport,15:00,34,Standard
2557,Camry,2019-03-14,Sacramento,2019-03-13,SMF International Airport,15:00,29,Standard
2558,Civic,2019-03-14,Sacramento,2019-03-13,SMF International Airport,15:00,34,Standard
2559,Corolla,2019-03-14,Sacramento,2019-03-13,Sacramento Valley Station,15:00,30,Standard
2560,Fusion,2019-03-14,Sacramento,2019-03-13,SMF International Airport,15:00,32,Standard
2561,Accord,2019-03-14,,2019-03-13,SMF International Airport,15:00,34,Standard
2562,Accord,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,13:30,34,Standard
2563,Altima,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,13:30,30,Standard
2564,Camry,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,13:30,30,Standard
2565,Cruze,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,13:30,31,Standard
2566,Elantra,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,13:30,25,Standard
2567,Fusion,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,13:30,29,Standard
2568,Altima,2019-03-13,,2019-03-12,John Wayne Airport,13:30,30,Standard
2569,Camry,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,15:00,31,Standard
2570,Civic,2019-03-12,Los Angeles,2019-03-11,Union Station,15:00,30,Standard
2571,Corolla,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,15:00,35,Standard
2572,Cruze,2019-03-12,Los Angeles,2019-03-11,Union Station,15:00,26,Standard
2573,Elantra,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,15:00,32,Standard
2574,Fusion,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,15:00,33,Standard
2575,Bolt,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,15:00,26,Compact
2576,Cooper,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,15:00,29,Compact
2577,Fit,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,15:00,30,Compact
2578,Leaf,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,15:00,28,Compact
2579,Bolt,2019-03-12,,2019-03-11,Charles de Gaulle International Airport,15:00,26,Compact
2580,Accord,2019-03-14,Long Beach,2019-03-13,LGB Airport,15:00,35,Standard
2581,Corolla,2019-03-14,Long Beach,2019-03-13,LGB Airport,15:00,34,Standard
2582,Cruze,2019-03-14,Long Beach,2019-03-13,LGB Airport,15:00,34,Standard
2583,Fusion,2019-03-14,Long Beach,2019-03-13,Downtown Station,15:00,33,Standard
2584,Prius,2019-03-14,Long Beach,2019-03-13,Downtown Station,15:00,38,Standard
2585,Accord,2019-03-14,,2019-03-13,LGB Airport,15:00,35,Standard
2586,Bolt,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,13:30,27,Compact
2587,Fit,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,13:30,23,Compact
2588,GTI,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,13:30,29,Compact
2589,Golf,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,13:30,23,Compact
2590,Fit,2019-03-12,,2019-03-11,LAX International Airport,13:30,23,Compact
2591,Accord,2019-03-14,San Diego,2019-03-10,Santa Fe Depot,14:00,112,Standard
2592,Camry,2019-03-14,San Diego,2019-03-10,SAN International Airport,14:00,140,Standard
2593,Civic,2019-03-14,San Diego,2019-03-10,Santa Fe Depot,14:00,124,Standard
2594,Elantra,2019-03-14,San Diego,2019-03-10,SAN International Airport,14:00,128,Standard
2595,Fusion,2019-03-14,San Diego,2019-03-10,SAN International Airport,14:00,140,Standard
2596,Sentra,2019-03-14,San Diego,2019-03-10,Santa Fe Depot,14:00,124,Standard
2597,Accord,2019-03-14,,2019-03-10,Santa Fe Depot,14:00,112,Standard
2598,Accord,2019-03-11,Fresno,2019-03-08,Fresno Station,12:30,90,Standard
2599,Altima,2019-03-11,Fresno,2019-03-08,Fresno Yosemite International Airport,12:30,108,Standard
2600,Camry,2019-03-11,Fresno,2019-03-08,Fresno Yosemite International Airport,12:30,99,Standard
2601,Corolla,2019-03-11,Fresno,2019-03-08,Fresno Yosemite International Airport,12:30,96,Standard
2602,Cruze,2019-03-11,Fresno,2019-03-08,Fresno Station,12:30,87,Standard
2603,Sentra,2019-03-11,Fresno,2019-03-08,Fresno Yosemite International Airport,12:30,84,Standard
2604,Accord,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,108,Standard
2605,Cruze,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,96,Standard
2606,Prius,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,108,Standard
2607,Sentra,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,96,Standard
2608,Cruze,2019-03-11,,2019-03-08,Charles de Gaulle International Airport,12:30,96,Standard
2609,Civic,2019-03-07,Los Angeles,2019-03-06,Union Station,12:00,30,Standard
2610,Corolla,2019-03-07,Los Angeles,2019-03-06,Union Station,12:00,28,Standard
2611,Cruze,2019-03-07,Los Angeles,2019-03-06,Union Station,12:00,32,Standard
2612,Elantra,2019-03-07,Los Angeles,2019-03-06,Union Station,12:00,29,Standard
2613,Civic,2019-03-07,,2019-03-06,Union Station,12:00,29,Standard
2614,Bolt,2019-03-13,Portland,2019-03-09,Union Station,15:30,100,Compact
2615,Cooper,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,112,Compact
2616,Forte,2019-03-13,Portland,2019-03-09,Union Station,15:30,104,Compact
2617,Golf,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,112,Compact
2618,Leaf,2019-03-13,Portland,2019-03-09,Portland Bus Station,15:30,92,Compact
2619,Bolt,2019-03-13,,2019-03-09,Union Station,15:30,96,Compact
2620,Accord,2019-03-13,Sacramento,2019-03-12,SMF International Airport,13:00,33,Standard
2621,Camry,2019-03-13,Sacramento,2019-03-12,SMF International Airport,13:00,33,Standard
2622,Civic,2019-03-13,Sacramento,2019-03-12,SMF International Airport,13:00,33,Standard
2623,Fusion,2019-03-13,Sacramento,2019-03-12,SMF International Airport,13:00,32,Standard
2624,Corolla,2019-03-13,Sacramento,2019-03-12,Sacramento Valley Station,12:30,30,Standard
2625,Accord,2019-03-13,,2019-03-12,SMF International Airport,13:00,33,Standard
2626,Altima,2019-03-12,Philadelphia,2019-03-10,30th Street Station,11:00,64,Standard
2627,Corolla,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,11:00,62,Standard
2628,Cruze,2019-03-12,Philadelphia,2019-03-10,30th Street Station,11:00,58,Standard
2629,Elantra,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,11:00,54,Standard
2630,Fusion,2019-03-12,Philadelphia,2019-03-10,30th Street Station,11:00,58,Standard
2631,Prius,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,11:00,64,Standard
2632,Sentra,2019-03-12,Philadelphia,2019-03-10,30th Street Station,11:00,66,Standard
2633,Altima,2019-03-12,,2019-03-10,30th Street Station,11:00,64,Standard
2634,Accord,2019-03-13,Sacramento,2019-03-10,SMF International Airport,18:30,93,Standard
2635,Camry,2019-03-13,Sacramento,2019-03-10,SMF International Airport,18:30,99,Standard
2636,Civic,2019-03-13,Sacramento,2019-03-10,SMF International Airport,18:30,111,Standard
2637,Fusion,2019-03-13,Sacramento,2019-03-10,SMF International Airport,18:30,102,Standard
2638,Accord,2019-03-13,,2019-03-10,SMF International Airport,18:30,93,Standard
2639,Camry,2019-03-13,Los Angeles,2019-03-10,LAX International Airport,17:00,99,Standard
2640,Civic,2019-03-13,Los Angeles,2019-03-10,Union Station,17:00,90,Standard
2641,Corolla,2019-03-13,Los Angeles,2019-03-10,LAX International Airport,17:00,102,Standard
2642,Cruze,2019-03-13,Los Angeles,2019-03-10,Union Station,17:00,93,Standard
2643,Elantra,2019-03-13,Los Angeles,2019-03-10,LAX International Airport,17:00,84,Standard
2644,Fusion,2019-03-13,Los Angeles,2019-03-10,LAX International Airport,17:00,117,Standard
2645,Camry,2019-03-13,,2019-03-10,LAX International Airport,17:00,99,Standard
2646,Bolt,2019-03-11,Long Beach,2019-03-10,LGB Airport,14:00,30,Compact
2647,Fit,2019-03-11,Long Beach,2019-03-10,LGB Airport,14:00,25,Compact
2648,Leaf,2019-03-11,Long Beach,2019-03-10,Downtown Station,14:00,27,Compact
2649,Bolt,2019-03-11,,2019-03-10,LGB Airport,14:00,30,Compact
2650,Altima,2019-03-14,San Francisco,2019-03-10,SFO International Airport,18:30,140,Standard
2651,Cruze,2019-03-14,San Francisco,2019-03-10,SFO International Airport,18:30,156,Standard
2652,Fusion,2019-03-14,San Francisco,2019-03-10,SFO International Airport,18:30,144,Standard
2653,Prius,2019-03-14,San Francisco,2019-03-10,SFO International Airport,18:30,116,Standard
2654,Altima,2019-03-14,,2019-03-10,SFO International Airport,18:30,140,Standard
2655,Accord,2019-03-14,,2019-03-13,Grand Central Station,13:30,29,Standard
2656,Civic,2019-03-08,Los Angeles,2019-03-05,Union Station,10:30,96,Standard
2657,Corolla,2019-03-08,Los Angeles,2019-03-05,Union Station,10:30,99,Standard
2658,Cruze,2019-03-08,Los Angeles,2019-03-05,Union Station,10:30,90,Standard
2659,Elantra,2019-03-08,Los Angeles,2019-03-05,Union Station,10:30,99,Standard
2660,Civic,2019-03-08,,2019-03-05,Union Station,10:30,96,Standard
2661,Corolla,2019-03-14,Long Beach,2019-03-09,LGB Airport,13:30,150,Standard
2662,Prius,2019-03-14,Long Beach,2019-03-09,Downtown Station,13:30,165,Standard
2663,Accord,2019-03-14,Paris,2019-03-10,Charles de Gaulle International Airport,13:30,144,Standard
2664,Cruze,2019-03-14,Paris,2019-03-10,Charles de Gaulle International Airport,13:30,120,Standard
2665,Prius,2019-03-14,Paris,2019-03-10,Charles de Gaulle International Airport,13:30,136,Standard
2666,Sentra,2019-03-14,Paris,2019-03-10,Charles de Gaulle International Airport,13:30,124,Standard
2667,Accord,2019-03-14,,2019-03-10,Charles de Gaulle International Airport,13:30,144,Standard
2668,Camry,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,18:00,31,Standard
2669,Civic,2019-03-11,Los Angeles,2019-03-10,Union Station,18:00,28,Standard
2670,Corolla,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,18:00,24,Standard
2671,Cruze,2019-03-11,Los Angeles,2019-03-10,Union Station,18:00,26,Standard
2672,Elantra,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,18:00,28,Standard
2673,Fusion,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,18:00,36,Standard
2674,Camry,2019-03-11,,2019-03-10,LAX International Airport,18:00,31,Standard
2675,Bolt,2019-03-14,Washington,2019-03-13,Dulles International Airport,14:00,30,Compact
2676,Fit,2019-03-14,Washington,2019-03-13,Dulles International Airport,14:00,27,Compact
2677,Golf,2019-03-14,Washington,2019-03-13,Dulles International Airport,14:00,24,Compact
2678,Leaf,2019-03-14,Washington,2019-03-13,Dulles International Airport,14:00,32,Compact
2679,Bolt,2019-03-14,,2019-03-13,Dulles International Airport,14:00,30,Compact
2680,Cruze,2019-03-13,Vancouver,2019-03-12,Pacific Central Station,13:00,33,Standard
2681,Prius,2019-03-13,Vancouver,2019-03-12,Pacific Central Station,13:00,30,Standard
2682,Sentra,2019-03-13,Vancouver,2019-03-12,Pacific Central Station,13:00,29,Standard
2683,Accord,2019-03-13,Vancouver,2019-03-12,YVR International Airport,12:30,32,Standard
2684,Altima,2019-03-13,Vancouver,2019-03-12,YVR International Airport,12:30,33,Standard
2685,Corolla,2019-03-13,Vancouver,2019-03-12,YVR International Airport,12:30,32,Standard
2686,Elantra,2019-03-13,Vancouver,2019-03-12,YVR International Airport,12:30,35,Standard
2687,Cruze,2019-03-13,,2019-03-12,Pacific Central Station,13:00,33,Standard
2688,Bolt,2019-03-13,Long Beach,2019-03-11,LGB Airport,17:00,62,Compact
2689,Fit,2019-03-13,Long Beach,2019-03-11,LGB Airport,17:00,54,Compact
2690,Leaf,2019-03-13,Long Beach,2019-03-11,Downtown Station,17:00,52,Compact
2691,Bolt,2019-03-13,,2019-03-11,LGB Airport,17:00,62,Compact
2692,Cherokee,2019-03-10,Fresno,2019-03-08,Fresno Station,18:00,72,Full-size
2693,Rogue,2019-03-10,Fresno,2019-03-08,Fresno Station,18:00,68,Full-size
2694,Cooper,2019-03-09,Fresno,2019-03-08,Fresno Station,18:00,25,Compact
2695,Forte,2019-03-09,Fresno,2019-03-08,Fresno Station,18:00,23,Compact
2696,Cooper,2019-03-09,,2019-03-08,Fresno Station,18:00,25,Compact
2697,Cruze,2019-03-14,Long Beach,2019-03-12,Downtown Station,18:30,56,Standard
2698,Fusion,2019-03-14,Long Beach,2019-03-12,Downtown Station,18:30,60,Standard
2699,Prius,2019-03-14,Long Beach,2019-03-12,Downtown Station,18:30,50,Standard
2700,Cruze,2019-03-14,,2019-03-12,Downtown Station,18:30,56,Standard
2701,Bolt,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,12:00,50,Compact
2702,Cooper,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,12:00,44,Compact
2703,Golf,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,12:00,54,Compact
2704,Leaf,2019-03-14,Sacramento,2019-03-12,Sacramento Valley Station,12:00,52,Compact
2705,Bolt,2019-03-14,,2019-03-12,Sacramento Valley Station,12:00,50,Compact
2706,Cherokee,2019-03-11,Los Angeles,2019-03-09,LAX International Airport,13:30,102,Full-size
2707,Equinox,2019-03-11,Los Angeles,2019-03-09,LAX International Airport,13:30,96,Full-size
2708,Forester,2019-03-11,Los Angeles,2019-03-09,LAX International Airport,13:30,82,Full-size
2709,Highlander,2019-03-11,Los Angeles,2019-03-09,Union Station,13:30,86,Full-size
2710,RAV4,2019-03-11,Los Angeles,2019-03-09,Union Station,13:30,82,Full-size
2711,Cherokee,2019-03-11,,2019-03-09,LAX International Airport,13:30,102,Full-size
2712,Accord,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,13:30,58,Standard
2713,Altima,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,13:30,64,Standard
2714,Camry,2019-03-11,Anaheim,2019-03-09,Anaheim Intermodal Center,13:30,62,Standard
2715,Cruze,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,13:30,72,Standard
2716,Elantra,2019-03-11,Anaheim,2019-03-09,Anaheim Intermodal Center,13:30,54,Standard
2717,Fusion,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,13:30,72,Standard
2718,Accord,2019-03-11,,2019-03-09,John Wayne Airport,13:30,58,Standard
2719,Accord,2019-03-13,Fresno,2019-03-12,Fresno Station,12:30,35,Standard
2720,Altima,2019-03-13,Fresno,2019-03-12,Fresno Yosemite International Airport,12:30,37,Standard
2721,Camry,2019-03-13,Fresno,2019-03-12,Fresno Yosemite International Airport,12:30,31,Standard
2722,Corolla,2019-03-13,Fresno,2019-03-12,Fresno Yosemite International Airport,12:30,38,Standard
2723,Cruze,2019-03-13,Fresno,2019-03-12,Fresno Station,12:30,29,Standard
2724,Sentra,2019-03-13,Fresno,2019-03-12,Fresno Yosemite International Airport,12:30,36,Standard
2725,Accord,2019-03-13,,2019-03-12,Fresno Station,12:30,35,Standard
2726,Camry,2019-03-14,Sacramento,2019-03-08,SMF International Airport,15:00,186,Standard
2727,Corolla,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,15:00,156,Standard
