,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
760,50 University Avenue #260,American,2019-03-01,True,True,Los Gatos,2,408-354-8118,moderate,4.10,California Cafe,12:00
761,2033 Camden Avenue # F3,Chinese,2019-03-05,False,True,San Jose,1,408-377-8310,moderate,4.30,Chef Li,11:00
762,3616 Mount Diablo Boulevard,Mexican,,True,False,Lafayette,,925-282-3811,moderate,4.20,Rancho Cantina,
763,3616 Mount Diablo Boulevard,Mexican,2019-03-12,True,False,Lafayette,3,925-282-3811,moderate,4.20,Rancho Cantina,12:00
764,960 Moraga Road,French,,False,False,Lafayette,,925-385-0793,pricey,4.40,Chevalier Restaurant,
765,960 Moraga Road,French,2019-03-04,False,False,Lafayette,2,925-385-0793,pricey,4.40,Chevalier Restaurant,11:30
766,725 South Fair Oaks Avenue,Indian,,False,True,Sunnyvale,,408-774-1540,moderate,3.80,Arka Indian Restaurant,
767,544 Lawrence Expressway,Indian,,False,True,Sunnyvale,,408-735-7448,moderate,3.00,Madhuban Indian Cuisine,
768,685 East El Camino Real,Indian,,False,True,Sunnyvale,,408-310-3111,moderate,4.10,Ulavacharu,
769,725 South Fair Oaks Avenue,Indian,2019-03-01,False,True,Sunnyvale,2,408-774-1540,moderate,3.80,Arka Indian Restaurant,13:30
770,3001 Alamo Drive,Asian,,False,False,Vacaville,,707-448-2157,moderate,4.10,Hisui 2,
771,3001 Alamo Drive,Asian,2019-03-02,False,False,Vacaville,4,707-448-2157,moderate,4.10,Hisui 2,11:30
772,1208 South El Camino Real,Chinese,,False,True,San Mateo,,650-286-9386,moderate,4.60,Gau Poang,
773,139 South B Street,Chinese,,False,True,San Mateo,,650-513-1764,moderate,4.10,Inchin's Bamboo Garden,
774,2450 South El Camino Real,Chinese,,False,True,San Mateo,,650-345-6288,moderate,4.00,Jade Dragon,
775,17 East 25th Avenue,Chinese,,False,False,San Mateo,,650-573-7161,cheap,4.20,Little Shanghai,
776,2224 South El Camino Real,Chinese,,False,False,San Mateo,,650-571-1298,moderate,4.00,Silver House,
777,17 East 25th Avenue,Chinese,2019-03-11,False,False,San Mateo,2,650-573-7161,cheap,4.20,Little Shanghai,11:00
778,16105 Monterey Road,Korean,,False,True,Morgan Hill,,408-776-8880,moderate,4.20,Maroo Korean Cuisine,
779,16985 Monterey Road #326,Korean,,False,True,Morgan Hill,,408-779-0994,moderate,4.50,Moon's Kitchen,
780,17305 Monterey Road,American,,True,True,Morgan Hill,,408-201-9200,pricey,4.50,Ladera Grill,
781,17305 Monterey Road,American,2019-03-13,True,True,Morgan Hill,2,408-201-9200,pricey,4.50,Ladera Grill,13:00
782,4776 Sonoma Highway,Italian,,False,False,Santa Rosa,,707-539-0260,moderate,4.40,Basilico,
783,1055 4th Street,Italian,,False,True,Santa Rosa,,707-528-3336,moderate,0.00,Italian Affair,
784,629 4th Street,Italian,,True,False,Santa Rosa,,707-575-1113,moderate,4.60,La Vera Pizza,
785,117 4th Street,Italian,,False,True,Santa Rosa,,707-523-2227,moderate,4.60,Lococo's Cucina Rustica,
786,75 Montgomery Drive,Italian,,True,True,Santa Rosa,,707-579-2682,moderate,4.70,Riviera,
787,3901 Montgomery Drive,Italian,,True,False,Santa Rosa,,707-528-7755,moderate,4.10,The Villa,
788,2323 Sonoma Avenue,Italian,,True,True,Santa Rosa,,707-583-0035,moderate,4.00,Tomatina,
789,2700 Yulupa Avenue,Italian,,True,False,Santa Rosa,,707-542-9050,moderate,4.70,Trattoria Cattaneo,
790,280 Mission Boulevard,Italian,,True,True,Santa Rosa,,707-538-6000,moderate,4.30,Union Hotel Restaurant,
791,1007 West College Avenue d,Italian,,False,False,Santa Rosa,,707-544-3444,moderate,4.00,Union Hotel Restaurants,
792,629 4th Street,Italian,2019-03-14,True,False,Santa Rosa,2,707-575-1113,moderate,4.60,La Vera Pizza,12:00
793,535 Ross Street,Indian,,False,True,Santa Rosa,,707-595-3311,moderate,4.20,Kafal Restaurant,
794,409 Mendocino Avenue,Indian,,False,True,Santa Rosa,,707-579-5999,moderate,4.00,New Sizzling Tandoor,
795,190 Farmers Lane,Indian,,False,True,Santa Rosa,,707-521-9608,moderate,4.40,Yeti Restaurant,
796,535 Ross Street,Indian,2019-03-08,False,True,Santa Rosa,2,707-595-3311,moderate,4.20,Kafal Restaurant,18:30
797,535 Ross Street,Indian,2019-03-08,False,True,Santa Rosa,2,707-595-3311,moderate,4.20,Kafal Restaurant,13:30
798,71 North San Pedro Street,American,2019-03-11,True,True,San Jose,2,408-971-8523,moderate,4.00,71 Saint Peter,13:00
799,2009 977,Japanese,,False,True,Albany,,510-524-4700,moderate,4.40,Sumo Japanese Restaurant,
800,2009 977,Japanese,2019-03-12,False,True,Albany,1,510-524-4700,moderate,4.40,Sumo Japanese Restaurant,19:30
801,134 Robles Way,Chinese,,False,True,Vallejo,,707-552-9700,moderate,4.30,J's Garden Restaurant,
802,134 Robles Way,Chinese,2019-03-01,False,True,Vallejo,2,707-552-9700,moderate,4.30,J's Garden Restaurant,18:30
803,2116 Shattuck Avenue,American,,True,True,Berkeley,,510-647-9329,moderate,4.20,B&b Kitchen & Wine Bar,
804,5900 College Avenue,American,,True,False,Berkeley,,510-338-3464,moderate,4.20,Beer Baron Bar & Kitchen,
805,2068 Center Street,American,,False,False,Berkeley,,510-809-8282,moderate,4.30,Eureka!,
806,2600 Durant Avenue,American,,False,True,Berkeley,,510-809-4132,moderate,4.00,Henry's,
807,2181 Shattuck Avenue,American,,True,False,Berkeley,,510-843-8277,moderate,4.50,Jupiter,
808,1329 Gilman Street,American,,False,True,Berkeley,,510-527-9838,pricey,4.30,Lalime's,
809,41 Tunnel Road,American,,True,False,Berkeley,,510-549-8585,pricey,4.20,Limewood Bar & Restaurant,
810,1508 Walnut Street B,American,,True,False,Berkeley,,510-280-5920,moderate,4.10,Nico's 1508,
811,2102 Shattuck Avenue,American,,False,False,Berkeley,,510-549-9950,moderate,4.20,Revival Bar + Kitchen,
812,1407 San Pablo Avenue,American,,False,True,Berkeley,,510-524-3400,moderate,4.50,Stella Nonna,
813,2116 Shattuck Avenue,American,2019-03-01,True,True,Berkeley,2,510-647-9329,moderate,4.20,B&b Kitchen & Wine Bar,11:00
814,3597 Homestead Road,Korean,,False,False,Santa Clara,,408-899-2956,moderate,4.00,Chimek,
815,2333 El Camino Real,Korean,,False,False,Santa Clara,,408-246-8773,moderate,4.30,Gaboja,
816,2331 El Camino Real,Korean,,False,False,Santa Clara,,408-615-9292,moderate,4.20,Gooyi Gooyi,
817,3148 El Camino Real,Korean,,False,False,Santa Clara,,408-296-6030,moderate,4.30,Jang Mo Jip,
818,1484 Halford Avenue,Korean,,False,False,Santa Clara,,408-246-1484,moderate,3.90,Moo Bong Ri Korean Restaurant,
819,3216 El Camino Real,Korean,,False,False,Santa Clara,,408-247-0507,moderate,4.30,Musa,
820,3072 El Camino Real,Korean,,False,False,Santa Clara,,408-557-0650,moderate,4.00,Obok Restaurant,
821,4477 Stevens Creek Boulevard,Korean,,False,False,Santa Clara,,408-243-8282,moderate,4.50,Omee J Fusion Sushi Bar & Grill,
822,3180 El Camino Real,Korean,,False,False,Santa Clara,,408-246-1208,pricey,4.40,Restaurant Chungdam,
823,3028 El Camino Real,Korean,,False,False,Santa Clara,,408-615-0370,moderate,4.00,Seoul Gom Tang,
824,3597 Homestead Road,Korean,2019-03-01,False,False,Santa Clara,2,408-899-2956,moderate,4.00,Chimek,11:00
825,4193 First Street,Sushi,,False,False,Livermore,,925-454-8889,moderate,4.30,Kobe Japan Restaurant,
826,2106 First Street,Gastropub,,True,False,Livermore,,925-371-6588,moderate,4.40,First Street Alehouse,
827,2106 First Street,Gastropub,2019-03-01,True,False,Livermore,2,925-371-6588,moderate,4.40,First Street Alehouse,11:30
828,388 Vintage Park Drive,Mexican,,False,False,Foster City,,650-574-6844,moderate,3.70,El Torito,
829,388 Vintage Park Drive,Mexican,2019-03-01,False,False,Foster City,2,650-574-6844,moderate,3.70,El Torito,13:30
830,7 San Pedro Road,Japanese,,False,True,Daly City,,650-755-8863,cheap,4.20,Oriental Kitchen Japanese Restaurant,
831,7 San Pedro Road,Japanese,2019-03-01,False,True,Daly City,2,650-755-8863,cheap,4.20,Oriental Kitchen Japanese Restaurant,17:30
832,135 4th Street,California,2019-03-01,False,False,Santa Rosa,2,707-545-6900,moderate,4.50,Jackson's Bar And Oven,19:30
833,534 Irving Street,Thai,2019-03-01,False,True,San Francisco,2,415-379-4505,moderate,4.30,Baan Thai House & Wine Bar,17:30
834,542 A Mason Street,Seafood,,False,False,San Francisco,,415-989-8218,pricey,4.30,Akiko's Sushi Bar,
835,803 Fillmore Street,Seafood,,False,False,San Francisco,,415-440-2828,moderate,4.20,Alamo Square Seafood Grill,
836,8 Fishermans Wharf,Seafood,,False,False,San Francisco,,415-673-0183,moderate,4.00,Alioto's,
837,83 Minna Street,Seafood,,False,False,San Francisco,,415-501-9100,pricey,4.20,Anchor & Hope,
838,615 Jackson Street,Seafood,,False,False,San Francisco,,415-757-0120,moderate,4.20,Begoni Bistro,
839,318 Columbus Avenue,Seafood,,False,False,San Francisco,,415-757-0569,moderate,4.60,Betty Lou's Seafood & Grill,
840,1814 Clement Street,Seafood,,False,False,San Francisco,,415-387-2441,moderate,4.10,Blue Fin Sushi & Lounge,
841,88 Belden Place,Seafood,,False,False,San Francisco,,415-593-8000,moderate,4.10,Brindisi Cucina Di Mare,
842,574 Green Street,Seafood,,False,False,San Francisco,,415-981-1251,moderate,4.20,Caffe Sport,
843,203 Pier 39,Seafood,,False,False,San Francisco,,415-434-2722,pricey,4.10,Crab House At Pier 39,
844,317 Sanchez Street,Seafood,,False,False,San Francisco,,415-558-8149,moderate,4.50,Eiji,
845,653 Union Street,Seafood,,False,False,San Francisco,,415-274-2561,moderate,4.50,Ferry Plaza Seafood,
846,1429 Stockton Street,Seafood,,False,False,San Francisco,,415-392-8485,moderate,4.50,Firenze By Night,
847,803 Fillmore Street,Seafood,2019-03-01,False,False,San Francisco,2,415-440-2828,moderate,4.20,Alamo Square Seafood Grill,17:30
848,1981 Diamond Boulevard,American,,False,False,Concord,,925-798-4300,moderate,3.90,Claim Jumper Restaurants,
849,1975 Diamond Boulevard Ste. C 160,American,,True,False,Concord,,925-265-2120,moderate,4.30,Eureka!,
850,2151 Salvio Street Suite I,American,,True,True,Concord,,925-309-7774,moderate,4.40,Lima,
851,Sunvalley Shopping Center,American,,True,False,Concord,,925-677-7427,moderate,4.20,Lucille's Smokehouse Bar-b-que,
852,1981 Diamond Boulevard,American,2019-03-01,False,False,Concord,2,925-798-4300,moderate,3.90,Claim Jumper Restaurants,17:30
853,7202 Amador Plaza Road,Asian,,False,True,Dublin,,925-803-0170,moderate,3.40,Elephant Bar Restaurant,
854,7202 Amador Plaza Road,Asian,2019-03-01,False,True,Dublin,2,925-803-0170,moderate,3.40,Elephant Bar Restaurant,19:30
855,35 Broadway,Italian,,False,False,Fairfax,,415-459-1618,moderate,4.70,Fradelizio's Ristorante,
856,107 Bolinas Road,Italian,,False,True,Fairfax,,415-258-4520,moderate,4.80,Sorella Caffe,
857,35 Broadway,Italian,2019-03-01,False,False,Fairfax,2,415-459-1618,moderate,4.70,Fradelizio's Ristorante,19:30
858,1100 Burlingame Avenue,Tapas,2019-03-05,True,True,Burlingame,1,650-513-6059,moderate,3.90,Flights Restaurant Burlingame,12:00
859,327 Kearny Street,Greek,2019-03-06,False,False,San Francisco,2,415-391-1154,cheap,4.10,Ayola,17:00
860,560 Waverley Street,Korean,,False,False,Palo Alto,,650-329-9168,moderate,4.20,Tai Pan,
861,425 California Avenue,Thai,,False,True,Palo Alto,,650-289-0907,moderate,3.90,Lotus Thai Bistro,
862,3924 El Camino Real,Thai,,False,True,Palo Alto,,650-812-0139,moderate,4.20,Siam Fine Thai Cuisine,
863,543 Emerson Street,Thai,,True,True,Palo Alto,,650-323-7700,moderate,4.00,Thaiphoon Restaurant,
864,425 California Avenue,Thai,2019-03-11,False,True,Palo Alto,2,650-289-0907,moderate,3.90,Lotus Thai Bistro,12:30
865,6127 Geary Boulevard,Indian,,False,True,San Francisco,,415-751-4435,moderate,3.70,Great India Restaurant,
866,2424 Van Ness Avenue,Indian,,False,True,San Francisco,,415-345-0072,moderate,4.30,Helmand Palace,
867,1040 Columbus Avenue,Indian,,True,True,San Francisco,,415-441-8855,moderate,3.80,India Curry House,
868,908 Clement Street,Indian,,False,True,San Francisco,,415-742-4010,moderate,4.50,Keeva,
869,1375 9th Avenue,Indian,,False,True,San Francisco,,415-566-6976,moderate,3.80,Masala Dosa,
870,524 Van Ness Avenue,Indian,2019-03-12,False,True,San Francisco,2,415-771-5900,moderate,4.20,August 1 Five,12:00
871,1039 El Camino Real,Chinese,,False,False,Menlo Park,,650-752-6173,moderate,4.10,Yum Cha Palace,
872,1039 El Camino Real,Chinese,2019-03-05,False,False,Menlo Park,1,650-752-6173,moderate,4.10,Yum Cha Palace,12:30
873,95 Bliss Avenue,Mexican,,False,False,Pittsburg,,925-252-0222,moderate,4.00,La Pinata,
874,95 Bliss Avenue,Mexican,2019-03-01,False,False,Pittsburg,3,925-252-0222,moderate,4.00,La Pinata,12:00
875,181 East 4th Avenue,American,,True,False,San Mateo,,650-558-8401,moderate,4.30,Central Park Bistro,
876,4000 South El Camino Real,American,,False,True,San Mateo,,650-212-2643,moderate,4.10,Qube Bar & Grill,
877,4000 South El Camino Real,American,2019-03-01,False,True,San Mateo,2,650-212-2643,moderate,4.10,Qube Bar & Grill,11:00
878,558 Bridgeway,Seafood,,True,False,Sausalito,,415-331-3232,pricey,4.20,The Trident,
879,558 Bridgeway,Seafood,2019-03-01,True,False,Sausalito,2,415-331-3232,pricey,4.20,The Trident,11:00
880,41 Woodsworth Lane,Asian,2019-03-05,False,True,Pleasant Hill,2,925-686-9828,moderate,4.20,Sichuan Fortune House,11:00
881,601 Van Ness Avenue,Japanese,2019-03-01,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,13:30
882,1760 Polk Street,American,2019-03-01,False,False,San Francisco,1,415-359-1212,pricey,4.40,1760,18:00
883,620 5th Street,French,,False,False,Santa Rosa,,707-546-2929,moderate,4.40,Bistro 29,
884,620 5th Street,French,2019-03-08,False,False,Santa Rosa,2,707-546-2929,moderate,4.40,Bistro 29,11:30
885,534 Irving Street,Thai,2019-03-04,False,True,San Francisco,2,415-379-4505,moderate,4.30,Baan Thai House & Wine Bar,12:00
886,1627 North Broadway,American,2019-03-02,True,True,Walnut Creek,4,925-932-2828,moderate,4.50,Benvenuti Ristorante,17:00
887,534 Irving Street,Thai,2019-03-01,False,True,San Francisco,3,415-379-4505,moderate,4.30,Baan Thai House & Wine Bar,18:30
888,280 Valencia Street,Indian,2019-03-14,False,True,San Francisco,3,231-444-4444,pricey,4.00,Babu Ji Sf,17:30
889,347 Primrose Road,Asian,,False,False,Burlingame,,650-548-0300,moderate,3.90,Barracuda Japanese Restaurant,
890,1496 Old Bayshore Highway,Asian,,False,False,Burlingame,,650-342-5202,pricey,4.00,Benihana,
891,1600 Old Bayshore Highway,Asian,,False,True,Burlingame,,650-259-9585,moderate,3.90,Elephant Bar,
892,1101 Burlingame Avenue,Asian,,False,True,Burlingame,,650-343-2075,moderate,4.40,Kabul Afghan Cuisine,
893,347 Primrose Road,Asian,2019-03-01,False,False,Burlingame,2,650-548-0300,moderate,3.90,Barracuda Japanese Restaurant,11:00
894,1754 Polk Street,French,2019-03-01,False,False,San Francisco,2,415-292-6916,moderate,4.50,Amelie San Francisco,17:30
895,528 7th Street,Asian,,False,True,Santa Rosa,,650-235-9339,moderate,4.60,Best Of Burma,
896,2101 West College Avenue,Asian,,False,True,Santa Rosa,,707-526-0888,moderate,4.40,China Star,
897,107 4th Street,Asian,,False,True,Santa Rosa,,707-545-8424,moderate,4.20,Khoom Lanna,
898,528 7th Street,Asian,2019-03-13,False,True,Santa Rosa,2,650-235-9339,moderate,4.60,Best Of Burma,18:30
899,4029 Piedmont Avenue,Coffeehouse,,False,True,Oakland,,510-420-6962,pricey,4.50,Homestead,
900,9725 East 14th Street,Coffeehouse,,False,False,Oakland,,510-633-2152,cheap,3.50,Mcdonald's,
901,4239 Park Boulevard,Coffeehouse,,True,True,Oakland,,510-866-2133,moderate,4.40,Paulista Brazilian Kitchen And Taproom,
902,1628 Webster Street,Coffeehouse,,True,True,Oakland,,510-268-0170,moderate,4.20,Spice Monkey Restaurant & Bar,
903,4029 Piedmont Avenue,Coffeehouse,2019-03-07,False,True,Oakland,2,510-420-6962,pricey,4.50,Homestead,11:00
904,310 Linden Avenue,Japanese,2019-03-01,False,False,South San Francisco,2,650-873-1084,moderate,4.50,Amami San,19:30
905,1760 Polk Street,American,2019-03-02,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,18:00
906,888 West A Street,Japanese,,False,True,Hayward,,510-887-0166,moderate,4.30,Sushi Ichimoto,
907,20413 Hesperian Boulevard,Japanese,,False,True,Hayward,,510-259-1422,moderate,4.50,Takumi Sushi Bar & Grill,
908,24123 Hesperian Boulevard,Japanese,,False,False,Hayward,,510-940-3800,moderate,4.30,Tomodachi Sushi Bistro Restaurant,
909,24123 Hesperian Boulevard,Japanese,2019-03-08,False,False,Hayward,2,510-940-3800,moderate,4.30,Tomodachi Sushi Bistro Restaurant,17:30
910,542 A Mason Street,Seafood,2019-03-01,False,False,San Francisco,2,415-989-8218,pricey,4.30,Akiko's Sushi Bar,11:00
911,1556 Solano Avenue,Italian,2019-03-01,False,False,Berkeley,2,510-558-9000,moderate,4.20,Cugini Restaurant,18:00
912,185 Park Avenue,Seafood,,True,False,San Jose,,408-971-1700,pricey,4.20,Scott's Seafood,
913,1008 Blossom Hill Road,Seafood,2019-03-01,False,False,San Jose,1,408-269-8383,moderate,4.00,Ariake,19:30
914,507 Magnolia Avenue,Brasserie,,True,False,Larkspur,,415-927-3034,moderate,4.30,Left Bank Larkspur Brasserie,
915,507 Magnolia Avenue,Brasserie,2019-03-01,True,False,Larkspur,2,415-927-3034,moderate,4.30,Left Bank Larkspur Brasserie,12:30
916,3284 El Camino Real,Tapas,,False,False,Santa Clara,,408-249-9999,moderate,4.10,Dae Bak,
917,1998 Homestead Road #113,Tapas,,False,False,Santa Clara,,408-216-9805,moderate,4.50,Tapas Tokki,
918,1998 Homestead Road #113,Tapas,2019-03-08,False,False,Santa Clara,2,408-216-9805,moderate,4.50,Tapas Tokki,18:30
919,4580 Dublin Boulevard,Chinese,2019-03-14,False,True,Dublin,2,925-556-9988,moderate,4.40,China Paradise Restaurant,18:00
920,591 Redwood Highway,Japanese,,False,False,Mill Valley,,415-381-8400,moderate,4.20,Robata Grill & Sushi,
921,247 Shoreline Highway,Japanese,,False,True,Mill Valley,,415-383-8888,moderate,3.40,Shang Hai Kitchen,
922,591 Redwood Highway,Japanese,2019-03-01,False,False,Mill Valley,2,415-381-8400,moderate,4.20,Robata Grill & Sushi,12:00
923,260 South Abel Street,Korean,,False,False,Milpitas,,408-263-6705,moderate,4.20,Cj House Korean Bbq,
924,269 West Calaveras Boulevard,Korean,,False,False,Milpitas,,408-262-3434,cheap,4.20,Jang Su Jang,
925,1535 Landess Avenue #143,Korean,,False,False,Milpitas,,408-946-2222,moderate,3.90,Korea Garden,
926,260 South Abel Street,Korean,2019-03-01,False,False,Milpitas,1,408-263-6705,moderate,4.20,Cj House Korean Bbq,12:30
927,1499 Valencia Street,California,,True,True,San Francisco,,415-416-6136,moderate,4.50,Al's Place,
928,1275 Minnesota Street,California,,False,False,San Francisco,,415-580-7662,pricey,4.20,Alta Msp,
929,1085 Mission Street,California,,False,True,San Francisco,,415-341-9000,ultra high-end,4.30,Aq,
930,295 Terry A Francois Boulevard,California,,True,True,San Francisco,,415-512-7153,moderate,4.20,Atwater Tavern,
931,222 Sansome Street,California,,False,False,San Francisco,,415-276-9888,moderate,4.40,Brasserie S&p,
932,3115 22nd Street,California,,False,False,San Francisco,,415-757-0994,ultra high-end,4.60,Californios,
933,3519 Balboa Street,California,,True,True,San Francisco,,415-640-8990,moderate,4.50,Cassava,
934,3000 20th Street,California,,False,False,San Francisco,,415-826-7004,pricey,4.50,Central Kitchen,
935,3161 24th Street,California,,False,True,San Francisco,,415-829-7814,moderate,4.30,Foxsister,
936,125 3rd Street,California,,False,True,San Francisco,,415-284-4188,pricey,4.20,Grill At The St. Regis,
937,1275 Minnesota Street,California,2019-03-04,False,False,San Francisco,2,415-580-7662,pricey,4.20,Alta Msp,19:00
938,87 East San Fernando Street,Mexican,2019-03-01,True,False,San Jose,2,408-293-4321,moderate,4.00,Chacho's,18:00
939,125 Monterey Road,Sandwich,,False,False,Pacifica,,650-355-1477,cheap,3.50,Mcdonald's,
940,125 Monterey Road,Sandwich,2019-03-03,False,False,Pacifica,4,650-355-1477,cheap,3.50,Mcdonald's,12:30
941,2100 Lincoln Avenue,Mexican,,False,False,Alameda,,510-239-4912,moderate,4.10,Acapulco,
942,1619 Webster Street,Mexican,,True,False,Alameda,,510-521-9090,moderate,4.10,Otaez,
