,address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
728,2891 University Avenue,Music,San Diego,2019-03-04,The Observatory North Park,Psychedelic Furs,Rock,19:30,
729,3090 Polk Avenue,Music,San Diego,2019-03-04,The Irenic,Pup,Rock,18:00,
730,2891 University Avenue,Music,San Diego,2019-03-04,The Observatory North Park,The Struts,Rock,18:00,
731,24 Willie Mays Plaza,Sports,San Francisco,2019-03-07,Oracle Park,Giants Vs Brewers,Baseball,20:00,
732,24 Willie Mays Plaza,Sports,San Francisco,2019-03-07,Oracle Park,Giants Vs Dodgers,Baseball,19:00,
733,24 Willie Mays Plaza,Sports,San Francisco,2019-03-07,Oracle Park,Giants Vs Marlins,Baseball,19:00,
734,24 Willie Mays Plaza,Sports,San Francisco,2019-03-07,Oracle Park,Giants Vs Phillies,Baseball,18:00,
735,"141 Prospect Park West, Brooklyn",Music,New York,2019-03-01,Prospect Park Bandshell,The National,Rock,19:30,
736,89 South Street,Music,New York,2019-03-01,Pier 17,The Struts,Rock,18:00,
737,235 West 46th Street,Music,New York,2019-03-01,Sony Hall,Vertical Horizon,Rock,20:30,
738,29 East Allen Street,Music,Philadelphia,2019-03-12,The Fillmore Philadelphia,Conan Gray,Pop,20:00,
739,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-12,The Foundry,Girl In Red,Pop,19:00,
740,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-12,The Foundry,Lights,Electronica,18:00,
741,1200 Callowhill Street,Music,Philadelphia,2019-03-12,Underground Arts,The Melvins,Rock,19:30,
742,858 North Broad Street,Music,Philadelphia,2019-03-12,The Met Philadelphia,Toto,Pop,20:30,
743,1517 21st Street,Music,Sacramento,2019-03-09,Holy Diver,Yunger,Electronica,20:00,
744,2500 Durant Avenue,Music,Berkeley,2019-03-12,2500 Durant Ave,Berkeley World Music Festival,International,20:30,
745,2367 Shattuck Avenue,Music,Berkeley,2019-03-12,Cornerstone Craft Beer & Live Music,Chris Webby,Hip Hop,20:30,
746,2367 Shattuck Avenue,Music,Berkeley,2019-03-12,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,20:30,
747,2367 Shattuck Avenue,Music,Berkeley,2019-03-12,Cornerstone Craft Beer & Live Music,The Original Wailers,International,19:00,
748,1844 Southwest Morrison Street,Sports,Portland,2019-03-06,Providence Park,Timbers Vs Dc United,Football,19:30,
749,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-06,Dodger Stadium,Dodgers Vs Diamondbacks,Baseball,20:30,
750,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-06,Dodger Stadium,Dodgers Vs Giants,Baseball,19:00,
751,2000 East Gene Autry Way,Sports,Anaheim,2019-03-09,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,19:30,
752,2000 East Gene Autry Way,Sports,Anaheim,2019-03-09,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,20:30,
753,1 AMB Drive Northwest,Sports,Atlanta,2019-03-02,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,19:30,
754,1 AMB Drive Northwest,Sports,Atlanta,2019-03-02,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:00,
755,177 North Avenue Northwest,Sports,Atlanta,2019-03-02,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,19:00,
756,2227 Piedmont Avenue,Sports,Berkeley,2019-03-06,California Memorial Stadium,Golden Bears Vs Trojans,American Football,18:00,
757,1 AMB Drive Northwest,Sports,Atlanta,2019-03-14,Mercedes-Benz Stadium,United Vs Red Bulls,Football,18:30,
758,1 AMB Drive Northwest,Sports,Atlanta,2019-03-14,Mercedes-Benz Stadium,United Vs Revolution,Football,20:00,
759,1 AMB Drive Northwest,Sports,Atlanta,2019-03-14,Mercedes-Benz Stadium,United Vs United,Football,18:30,
760,177 North Avenue Northwest,Sports,Atlanta,2019-03-14,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,20:30,
761,5500 Campanile Drive,Music,San Diego,2019-03-07,Cal Coast Credit Union Amphitheater,Hozier,Blues,18:30,
762,"56-15 Northern Boulevard, Woodside",Music,New York,2019-03-09,La Boom,Americo,International,18:00,
763,89 South Street,Music,New York,2019-03-09,Pier 17,Greensky Bluegrass,Blues,20:30,
764,235 West 46th Street,Music,New York,2019-03-09,Sony Hall,Jamey Johnson,Country,19:00,
765,"141 Prospect Park West, Brooklyn",Music,New York,2019-03-09,Prospect Park Bandshell,Jason Isbell,Country,18:00,
766,"1 Tennis Place, Forest Hills",Music,New York,2019-03-09,Forest Hills Stadium,Jethro Tull,Rock,19:30,
767,"17 Eastern Parkway, Brooklyn",Music,New York,2019-03-09,Murmrr,Kishi Bashi,Electronica,20:00,
768,235 West 46th Street,Music,New York,2019-03-09,Sony Hall,Laura Osnes,Classical,18:00,
769,"17 Eastern Parkway, Brooklyn",Music,New York,2019-03-09,Murmrr,Low,Rock,18:00,
770,89 South Street,Music,New York,2019-03-04,Pier 17,Ben Harper,Blues,20:00,
771,89 South Street,Music,New York,2019-03-04,Pier 17,Blackbear,Hip Hop,20:30,
772,"52-19 Flushing Avenue, Maspeth",Music,New York,2019-03-04,Knockdown Center,Blowout Music Festival,Hip Hop,19:00,
773,235 West 46th Street,Music,New York,2019-03-04,Sony Hall,Buddy Guy,Blues,19:00,
774,"1 Tennis Place, Forest Hills",Music,New York,2019-03-04,Forest Hills Stadium,Chemical Brothers,Rock,18:30,
775,3608 33rd Street,Music,New York,2019-03-04,Melrose Ballroom,Esscalation Music Festival,Electronica,19:30,
776,89 South Street,Music,New York,2019-03-04,Pier 17,Greensky Bluegrass,Blues,20:30,
777,235 West 46th Street,Music,New York,2019-03-04,Sony Hall,Jamey Johnson,Country,18:30,
778,881 7th Avenue,Music,New York,2019-03-04,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,19:30,
779,"17 Eastern Parkway, Brooklyn",Music,New York,2019-03-04,Murmrr,Kishi Bashi,Electronica,20:30,
780,200 South 3rd Street,Music,Las Vegas,2019-03-08,Downtown Las Vegas Events Center - DLVEC,Life Is Beautiful Festival,Hip Hop,18:30,
781,1250 1st Avenue South,Sports,Seattle,2019-03-12,T-Mobile Park,Seattle Vs La Angels,Baseball,19:30,
782,881 7th Avenue,Music,New York,2019-03-12,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,18:00,
783,235 West 46th Street,Music,New York,2019-03-14,Sony Hall,Laura Osnes,Classical,19:30,
784,10 Columbus Circle,Music,New York,2019-03-11,The Appel Room,Michael Feinstein,Classical,19:30,
785,235 West 46th Street,Music,New York,2019-03-01,Sony Hall,Westside Gunn,Hip Hop,19:00,
786,1060 West Addison Street,Sports,Chicago,2019-03-05,Wrigley Field,Cubs Vs Mariners,Baseball,20:30,
787,333 West 35th Street,Sports,Chicago,2019-03-05,Guaranteed Rate Field,White Sox Vs Angels,Baseball,19:00,
788,333 West 35th Street,Sports,Chicago,2019-03-05,Guaranteed Rate Field,White Sox Vs Yankees,Baseball,18:30,
789,1844 Southwest Morrison Street,Sports,Portland,2019-03-13,Providence Park,Portland Thorns Vs Houston,Football,20:30,
790,1844 Southwest Morrison Street,Sports,Portland,2019-03-11,Providence Park,Timbers Vs Dc United,Football,18:00,
791,1844 Southwest Morrison Street,Sports,Portland,2019-03-11,Providence Park,Timbers Vs Earthquakes,Football,20:00,
792,1844 Southwest Morrison Street,Sports,Portland,2019-03-01,Providence Park,Timbers Vs Rsl,Football,18:00,
793,24 Willie Mays Plaza,Sports,San Francisco,2019-03-05,Oracle Park,Giants Vs Cardinals,Baseball,18:30,
794,24 Willie Mays Plaza,Sports,San Francisco,2019-03-05,Oracle Park,Giants Vs Marlins,Baseball,20:00,
795,24 Willie Mays Plaza,Sports,San Francisco,2019-03-05,Oracle Park,Giants Vs Nationals,Baseball,18:00,
796,24 Willie Mays Plaza,Sports,San Francisco,2019-03-05,Oracle Park,Giants Vs Phillies,Baseball,20:30,
797,24 Willie Mays Plaza,Sports,San Francisco,2019-03-05,Oracle Park,Giants Vs Rockies,Baseball,18:30,
798,1 Blue Jays Way,Sports,Toronto,2019-03-13,Rogers Centre,Blue Jays Vs Indians,Baseball,19:00,
799,1 Blue Jays Way,Sports,Toronto,2019-03-13,Rogers Centre,Blue Jays Vs Orioles,Baseball,18:30,
800,24 Willie Mays Plaza,Sports,San Francisco,2019-03-12,Oracle Park,Giants Vs Marlins,Baseball,19:30,
801,24 Willie Mays Plaza,Sports,San Francisco,2019-03-12,Oracle Park,Giants Vs Phillies,Baseball,20:00,
802,24 Willie Mays Plaza,Sports,San Francisco,2019-03-12,Oracle Park,Giants Vs Rockies,Baseball,19:30,
803,2901 East Hastings Street,Music,Vancouver,2019-03-02,PNE Amphitheatre,Colin James,Blues,19:00,
804,2901 East Hastings Street,Music,Vancouver,2019-03-02,PNE Amphitheatre,Zz Top,Blues,18:00,
805,3180 Peachtree Road Northeast,Music,Atlanta,2019-03-05,Peachtree Road United Methodist Church,Atlanta Summer Organ Festival,Classical,20:30,
806,1021 Peachtree Street Northeast,Music,Atlanta,2019-03-07,Ravine,Bonobo,Electronica,19:00,
807,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-01,Atlanta Symphony Orchestra,Emmylou Harris,Country,18:00,
808,50 Upper Alabama Street,Music,Atlanta,2019-03-05,Kenny's Alley,Gorgasm,Rock,18:00,
809,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-11,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:00,
810,50 Upper Alabama Street,Music,Atlanta,2019-03-10,Kenny's Alley,Taking Back Sunday,Rock,20:00,
811,1374 West Peachtree Street Northwest,Music,Atlanta,2019-03-12,The Loft,The Cinematic Orchestra,Electronica,18:00,
812,858 North Broad Street,Music,Philadelphia,2019-03-06,The Met Philadelphia,Toto,Pop,19:00,
813,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-06,The Foundry,Tuxedo,Pop,19:00,
814,200 South 3rd Street,Music,Las Vegas,2019-03-01,Downtown Las Vegas Events Center - DLVEC,Life Is Beautiful Festival,Hip Hop,18:00,
815,200 South 3rd Street,Music,Las Vegas,2019-03-02,Downtown Las Vegas Events Center - DLVEC,Young The Giant,Rock,18:30,
816,401 West Van Buren Street,Music,Phoenix,2019-03-06,The Van Buren,Johnnyswim,Blues,19:00,
817,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Brewers,Baseball,19:00,
818,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Cardinals,Baseball,20:30,
819,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Dodgers,Baseball,19:00,
820,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Marlins,Baseball,19:30,
821,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Mets,Baseball,20:00,
822,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Orioles,Baseball,20:30,
823,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Reds,Baseball,20:30,
824,401 East Jefferson Street,Sports,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Rockies,Baseball,19:00,
825,1 AMB Drive Northwest,Sports,Atlanta,2019-03-06,Mercedes-Benz Stadium,Falcons Vs Buccaneers,American Football,18:00,
826,1 AMB Drive Northwest,Sports,Atlanta,2019-03-06,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,19:00,
827,755 Hank Aaron Drive Southeast,Sports,Atlanta,2019-03-06,Georgia State Stadium,Panthers Vs Paladins,Basketball,19:30,
828,1 AMB Drive Northwest,Sports,Atlanta,2019-03-06,Mercedes-Benz Stadium,United Vs Earthquakes,Football,19:30,
829,1 AMB Drive Northwest,Sports,Atlanta,2019-03-06,Mercedes-Benz Stadium,United Vs Red Bulls,Football,20:00,
830,177 North Avenue Northwest,Sports,Atlanta,2019-03-06,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,19:00,
831,177 North Avenue Northwest,Sports,Atlanta,2019-03-06,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Panthers,American Football,19:00,
832,178 Junction Road,Music,London,2019-03-05,Boston Music Room,Beyond The Black,Rock,18:30,
833,Hornsey Road,Sports,London,2019-03-07,Emirates Stadium,Arsenal Vs Lyon,Football,18:30,
834,Holmesdale Road,Sports,London,2019-03-07,Selhurst Park Stadium,Crystal Palace Vs Norwich,Football,19:00,
835,Kennington Oval,Sports,London,2019-03-05,The Oval,India Vs Australia,Cricket,18:00,
836,5970 Santa Monica Boulevard,Music,Los Angeles,2019-03-04,Masonic Lodge at Hollywood Forever,Toe,Rock,18:00,
837,401 East Jefferson Street,Sports,Phoenix,2019-03-03,Chase Field,Arizona Vs La Dodgers,Baseball,18:00,
838,401 East Jefferson Street,Sports,Phoenix,2019-03-03,Chase Field,Diamondbacks Vs Brewers,Baseball,19:30,
839,401 East Jefferson Street,Sports,Phoenix,2019-03-03,Chase Field,Diamondbacks Vs Orioles,Baseball,18:00,
840,401 East Jefferson Street,Sports,Phoenix,2019-03-03,Chase Field,Diamondbacks Vs Reds,Baseball,20:00,
841,777 Valencia Street,Music,San Francisco,2019-03-09,The Chapel,Thee Oh Sees,Rock,20:30,
842,"104 N. Ave 56, 2nd Floor",Music,Los Angeles,2019-03-08,Lodge Room,Bill Callahan,Country,20:30,
843,1234 West 7th Street,Music,Los Angeles,2019-03-08,The Teragram Ballroom,Girl In Red,Pop,20:30,
844,448 South Main Street,Music,Los Angeles,2019-03-08,Regent Theater DTLA,Jordan Rakei,Jazz,19:30,
845,5970 Santa Monica Boulevard,Music,Los Angeles,2019-03-08,Masonic Lodge at Hollywood Forever,Kishi Bashi,Electronica,18:00,
846,2367 Shattuck Avenue,,Berkeley,2019-03-09,Cornerstone Craft Beer & Live Music,Phutureprimitive,,18:30,3
847,7000 Coliseum Way,,Oakland,2019-03-13,Oakland-Alameda County Coliseum,Raiders Vs Lions,,20:00,1
848,2367 Shattuck Avenue,,Berkeley,2019-03-01,Cornerstone Craft Beer & Live Music,Nattali Rize,,20:00,3
849,1030 Main Street,,Napa,2019-03-10,Blue Note Napa,Mandy Harvey,,18:00,1
850,100 California Drive,,Yountville,2019-03-08,Napa Valley Performing Arts Center,Todd Rundgren,,19:00,4
851,500 Terry A Francois Boulevard Suite 73,,San Francisco,2019-03-03,Chase Center Experience,Cher,,19:30,1
852,7000 Coliseum Way,,Oakland,2019-03-03,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,18:30,4
853,201 Van Ness Avenue,,San Francisco,2019-03-05,San Francisco Symphony,San Francisco Symphony,,18:00,4
854,1100 Valley House Drive,,Rohnert Park,2019-03-13,SOMO Village Event Center,Billy Currington,,18:30,4
855,201 Van Ness Avenue,,San Francisco,2019-03-02,San Francisco Symphony,San Francisco Symphony,,20:00,2
856,7000 Coliseum Way,,Oakland,2019-03-05,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,18:00,1
857,2367 Shattuck Avenue,,Berkeley,2019-03-04,Cornerstone Craft Beer & Live Music,Nattali Rize,,19:30,1
858,7000 Coliseum Way,,Oakland,2019-03-13,Oakland-Alameda County Coliseum,Raiders Vs Lions,,20:00,3
859,500 Terry A Francois Boulevard Suite 73,,San Francisco,2019-03-12,Chase Center Experience,Cher,,18:30,2
860,7000 Coliseum Way,,Oakland,2019-03-14,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,19:00,2
861,2367 Shattuck Avenue,,Berkeley,2019-03-10,Cornerstone Craft Beer & Live Music,Fidlar,,20:30,2
862,24 Willie Mays Plaza,,San Francisco,2019-03-05,Oracle Park,Giants Vs Cardinals,,18:30,3
863,2367 Shattuck Avenue,,Berkeley,2019-03-04,Cornerstone Craft Beer & Live Music,Chris Webby,,19:00,4
864,2367 Shattuck Avenue,,Berkeley,2019-03-01,Cornerstone Craft Beer & Live Music,Nattali Rize,,20:00,2
865,24 Willie Mays Plaza,,San Francisco,2019-03-12,Oracle Park,Giants Vs Dodgers,,19:30,1
866,2227 Piedmont Avenue,,Berkeley,2019-03-12,California Memorial Stadium,Golden Bears Vs Trojans,,18:00,3
867,420 Mason Street,,San Francisco,2019-03-12,August Hall,Allan Rayman,,18:30,1
868,420 Mason Street,,San Francisco,2019-03-08,August Hall,Matt Corby,,20:30,2
869,2500 Durant Avenue,,Berkeley,2019-03-03,2500 Durant Ave,Berkeley World Music Festival,,19:00,2
870,24 Willie Mays Plaza,,San Francisco,2019-03-05,Oracle Park,Giants Vs Nationals,,18:00,1
871,24 Willie Mays Plaza,,San Francisco,2019-03-02,Oracle Park,Giants Vs Dodgers,,19:00,2
872,24 Willie Mays Plaza,,San Francisco,2019-03-02,Oracle Park,Giants Vs Marlins,,20:00,3
873,3421 Cleveland Avenue,,Santa Rosa,2019-03-09,The Sandman Hotel,Huichica Music Festival,,18:00,4
874,24 Willie Mays Plaza,,San Francisco,2019-03-05,Oracle Park,Giants Vs Cardinals,,18:30,2
875,777 Valencia Street,,San Francisco,2019-03-04,The Chapel,Remo Drive,,20:00,3
876,1030 Main Street,,Napa,2019-03-14,Blue Note Napa,Water Seed,,19:30,3
877,7000 Coliseum Way,,Oakland,2019-03-03,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,,18:30,4
878,7000 Coliseum Way,,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,20:30,2
879,777 Valencia Street,,San Francisco,2019-03-14,The Chapel,Thee Oh Sees,,20:00,3
880,100 California Drive,,Yountville,2019-03-01,Napa Valley Performing Arts Center,Todd Rundgren,,18:30,1
881,420 Mason Street,,San Francisco,2019-03-03,August Hall,Matt Corby,,18:00,4
882,24 Willie Mays Plaza,,San Francisco,2019-03-05,Oracle Park,Giants Vs Cardinals,,18:30,1
883,1030 Main Street,,Napa,2019-03-11,Blue Note Napa,Water Seed,,19:00,1
884,7000 Coliseum Way,,Oakland,2019-03-01,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:30,3
885,24 Willie Mays Plaza,,San Francisco,2019-03-14,Oracle Park,Giants Vs Dodgers,,18:00,2
886,777 Valencia Street,,San Francisco,2019-03-07,The Chapel,Okkervil River,,18:00,4
887,1030 Main Street,,Napa,2019-03-04,Blue Note Napa,Jon B,,20:00,2
888,24 Willie Mays Plaza,,San Francisco,2019-03-04,Oracle Park,Giants Vs Cardinals,,18:30,3
889,2500 Durant Avenue,,Berkeley,2019-03-03,2500 Durant Ave,Berkeley World Music Festival,,19:00,4
890,2227 Piedmont Avenue,,Berkeley,2019-03-07,California Memorial Stadium,Golden Bears Vs Cougars,,19:00,3
891,5050 Arroyo Road,,Livermore,2019-03-02,Concerts at Wente Vineyards,Josh Groban,,19:00,4
892,1030 Main Street,,Napa,2019-03-14,Blue Note Napa,Jon B,,18:30,4
893,1145 Coleman Avenue,,San Jose,2019-03-12,Avaya Stadium,Cruz Azul Vs Atlas,,20:30,1
894,1030 Main Street,,Napa,2019-03-08,Blue Note Napa,Water Seed,,19:30,4
895,2500 Durant Avenue,,Berkeley,2019-03-05,2500 Durant Ave,Berkeley World Music Festival,,19:30,4
896,5050 Arroyo Road,,Livermore,2019-03-07,Concerts at Wente Vineyards,Josh Groban,,19:30,4
897,201 Van Ness Avenue,,San Francisco,2019-03-09,San Francisco Symphony,Carmina Burana,,18:30,1
898,24 Willie Mays Plaza,,San Francisco,2019-03-06,Oracle Park,Giants Vs Marlins,,18:00,1
899,1100 Valley House Drive,,Rohnert Park,2019-03-02,SOMO Village Event Center,Aaron Lewis,,20:00,2
900,7000 Coliseum Way,,Oakland,2019-03-08,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,20:00,1
901,24 Willie Mays Plaza,,San Francisco,2019-03-04,Oracle Park,Giants Vs Cardinals,,18:30,2
902,7000 Coliseum Way,,Oakland,2019-03-01,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,20:00,3
903,201 Van Ness Avenue,,San Francisco,2019-03-12,San Francisco Symphony,Carmina Burana,,20:30,1
904,2367 Shattuck Avenue,,Berkeley,2019-03-04,Cornerstone Craft Beer & Live Music,Chris Webby,,19:00,1
905,1030 Main Street,,Napa,2019-03-08,Blue Note Napa,Water Seed,,19:30,2
906,7000 Coliseum Way,,Oakland,2019-03-14,Oakland-Alameda County Coliseum,Raiders Vs Titans,,18:30,4
907,420 Mason Street,,San Francisco,2019-03-09,August Hall,Allan Rayman,,18:00,3
908,500 Terry A Francois Boulevard Suite 73,,San Francisco,2019-03-01,Chase Center Experience,Cher,,20:30,1
909,7000 Coliseum Way,,Oakland,2019-03-12,Oakland-Alameda County Coliseum,Raiders Vs Titans,,19:00,3
910,2367 Shattuck Avenue,,Berkeley,2019-03-04,Cornerstone Craft Beer & Live Music,Chris Webby,,19:00,2
911,2367 Shattuck Avenue,,Berkeley,2019-03-09,Cornerstone Craft Beer & Live Music,Nattali Rize,,19:00,3
912,"Brisbane, California 94005, United States",,Brisbane,2019-03-02,Brisbane Community Park,Star City Music Festival,,18:30,1
913,1030 Main Street,,Napa,2019-03-09,Blue Note Napa,Jon B,,18:00,3
914,2500 Durant Avenue,,Berkeley,2019-03-11,2500 Durant Ave,Berkeley World Music Festival,,18:30,4
915,777 Valencia Street,,San Francisco,2019-03-13,The Chapel,Thee Oh Sees,,18:00,4
916,777 Valencia Street,,San Francisco,2019-03-02,The Chapel,Remo Drive,,20:30,3
917,500 Terry A Francois Boulevard Suite 73,,San Francisco,2019-03-13,Chase Center Experience,Celine Dion,,20:30,3
918,7000 Coliseum Way,,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:30,3
919,1100 Valley House Drive,,Rohnert Park,2019-03-13,SOMO Village Event Center,Billy Currington,,18:30,1
920,2367 Shattuck Avenue,,Berkeley,2019-03-08,Cornerstone Craft Beer & Live Music,The Original Wailers,,20:30,2
921,777 Valencia Street,,San Francisco,2019-03-04,The Chapel,Thee Oh Sees,,19:30,4
922,1100 Valley House Drive,,Rohnert Park,2019-03-11,SOMO Village Event Center,Aaron Lewis,,19:00,2
923,24 Willie Mays Plaza,,San Francisco,2019-03-13,Oracle Park,Giants Vs Nationals,,19:30,1
924,29 East Allen Street,,Philadelphia,2019-03-02,The Fillmore Philadelphia,Blueface,,19:00,4
925,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-12,The Foundry,Girl In Red,,19:00,1
