,airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
1281,American Airlines,2019-03-06,New York,False,1,Chicago,08:24,05:05,256,Economy,21:33,19:00,2019-03-14
1282,Delta Airlines,2019-03-06,New York,True,1,Chicago,11:19,08:00,212,Economy,10:14,08:55,2019-03-14
1283,Southwest Airlines,2019-03-06,New York,True,1,Chicago,20:24,17:05,216,Economy,19:14,17:55,2019-03-14
1284,United Airlines,2019-03-06,New York,False,1,Chicago,17:52,11:35,275,Economy,01:04,23:45,2019-03-14
1285,American Airlines,2019-03-04,New York,False,1,Vancouver,04:16,11:20,477,Economy,22:44,13:40,2019-03-12
1286,Delta Airlines,2019-03-04,New York,False,1,Vancouver,20:56,06:35,466,Economy,21:56,16:20,2019-03-12
1287,United Airlines,2019-03-04,New York,False,1,Vancouver,17:19,03:50,461,Economy,22:44,11:50,2019-03-12
1288,American Airlines,2019-03-02,Los Angeles,False,1,New York,16:50,13:40,365,Economy,17:46,06:40,2019-03-07
1289,Delta Airlines,2019-03-02,Los Angeles,False,1,New York,13:04,08:00,449,Economy,17:46,05:15,2019-03-07
1290,Southwest Airlines,2019-03-02,Los Angeles,False,1,New York,21:52,17:55,377,Economy,07:15,22:05,2019-03-07
1291,United Airlines,2019-03-02,Los Angeles,True,1,New York,15:00,11:50,311,Economy,20:10,11:00,2019-03-07
1292,American Airlines,2019-03-02,Portland,False,1,Las Vegas,12:28,07:35,313,Economy,15:05,09:35,2019-03-12
1293,United Airlines,2019-03-02,Portland,False,1,Las Vegas,09:28,04:30,332,Economy,21:45,17:35,2019-03-12
1294,Delta Airlines,2019-03-07,Sydney,False,1,San Francisco,09:16,09:35,397,Economy,06:05,10:55,2019-03-13
1295,Delta Airlines,2019-03-04,London,False,1,Atlanta,21:12,06:05,516,Economy,16:26,03:55,2019-03-10
1296,Delta Airlines,2019-03-05,Los Angeles,False,2,Portland,21:45,19:15,246,Economy,09:28,05:15,2019-03-12
1297,American Airlines,2019-03-02,Philadelphia,False,1,Berlin,14:36,02:55,723,Premium Economy,09:56,13:20,2019-03-13
1298,American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,582,Economy,04:55,12:45,2019-03-10
1299,Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,497,Economy,15:03,03:55,2019-03-10
1300,United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,498,Economy,21:43,12:40,2019-03-10
1301,American Airlines,2019-03-02,Toronto,False,1,Philadelphia,23:08,17:45,293,Economy,09:26,04:15,2019-03-07
1302,Delta Airlines,2019-03-02,Toronto,False,1,Philadelphia,23:08,16:15,296,Economy,12:11,09:15,2019-03-07
1303,Delta Airlines,2019-03-02,London,False,1,Philadelphia,06:47,15:00,424,Economy,18:56,09:40,2019-03-12
1304,American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,570,Economy,04:55,12:45,2019-03-12
1305,Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,485,Economy,19:06,09:30,2019-03-12
1306,United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,513,Economy,21:43,12:40,2019-03-12
1307,American Airlines,2019-03-04,Cape Town,False,2,San Francisco,03:42,12:50,419,Economy,18:11,13:40,2019-03-08
1308,American Airlines,2019-03-08,New York,False,1,Atlanta,01:17,22:55,248,Economy,11:51,07:10,2019-03-13
1309,Delta Airlines,2019-03-08,New York,True,1,Atlanta,08:27,06:05,208,Economy,10:22,08:00,2019-03-13
1310,Southwest Airlines,2019-03-08,New York,True,1,Atlanta,16:52,14:30,184,Economy,23:47,21:25,2019-03-13
1311,United Airlines,2019-03-08,New York,True,1,Atlanta,09:47,07:25,216,Economy,21:22,19:00,2019-03-13
1312,United Airlines,2019-03-03,Delhi,False,1,Atlanta,16:37,09:30,637,Economy,07:29,17:45,2019-03-07
1313,Delta Airlines,2019-03-02,London,False,2,Los Angeles,07:49,06:05,629,Economy,19:09,09:30,2019-03-13
1314,United Airlines,2019-03-02,London,False,2,Los Angeles,09:12,11:00,635,Economy,21:52,12:40,2019-03-13
1315,American Airlines,2019-03-05,Chicago,False,1,Philadelphia,18:56,17:45,232,Economy,18:56,14:00,2019-03-14
1316,American Airlines,2019-03-02,Seattle,True,1,San Francisco,22:11,20:00,180,Economy,18:26,16:15,2019-03-14
1317,Delta Airlines,2019-03-02,Seattle,True,1,San Francisco,12:16,10:05,205,Economy,06:21,04:10,2019-03-14
1318,Southwest Airlines,2019-03-02,Seattle,True,1,San Francisco,15:06,12:55,188,Economy,15:46,13:35,2019-03-14
1319,United Airlines,2019-03-02,Seattle,False,1,San Francisco,17:26,15:15,235,Economy,10:33,06:05,2019-03-14
1320,American Airlines,2019-03-02,New York,True,3,Philadelphia,14:11,13:20,101,Economy,12:11,11:20,2019-03-13
1321,Delta Airlines,2019-03-02,New York,True,3,Philadelphia,15:51,15:00,80,Economy,13:11,12:20,2019-03-13
1322,Southwest Airlines,2019-03-02,New York,True,3,Philadelphia,15:36,14:45,86,Economy,11:41,10:50,2019-03-13
1323,United Airlines,2019-03-02,New York,True,3,Philadelphia,12:21,11:30,98,Economy,14:16,13:25,2019-03-13
1324,American Airlines,2019-03-10,Atlanta,False,1,Berlin,10:22,01:35,643,Economy,18:30,15:45,2019-03-13
1325,United Airlines,2019-03-10,Atlanta,False,1,Berlin,20:24,04:05,594,Economy,06:31,07:25,2019-03-13
1326,American Airlines,2019-03-02,New York,False,3,Paris,05:45,14:35,486,Economy,00:27,09:40,2019-03-14
1327,United Airlines,2019-03-02,New York,False,3,Paris,08:52,06:05,533,Economy,09:33,07:35,2019-03-14
1328,American Airlines,2019-03-02,Philadelphia,False,1,Chicago,09:26,05:05,225,Economy,18:56,17:45,2019-03-05
1329,Southwest Airlines,2019-03-02,Philadelphia,True,1,Chicago,16:21,13:10,206,Economy,08:26,07:15,2019-03-05
1330,Delta Airlines,2019-03-04,Toronto,True,1,Chicago,12:28,09:50,157,Economy,13:28,12:50,2019-03-11
1331,Southwest Airlines,2019-03-03,San Diego,True,1,Las Vegas,21:29,20:15,130,Economy,06:49,05:35,2019-03-12
1332,Delta Airlines,2019-03-01,London,False,1,Seattle,07:49,08:35,647,Economy,19:22,09:30,2019-03-07
1333,American Airlines,2019-03-05,New York,False,1,San Francisco,14:21,04:55,415,Economy,23:25,18:00,2019-03-13
1334,Delta Airlines,2019-03-05,New York,True,1,San Francisco,19:16,09:50,334,Economy,01:01,21:35,2019-03-13
1335,Southwest Airlines,2019-03-05,New York,True,1,San Francisco,14:11,04:45,312,Economy,21:41,18:15,2019-03-13
1336,United Airlines,2019-03-05,New York,True,1,San Francisco,01:56,16:30,313,Economy,23:01,19:35,2019-03-13
1337,American Airlines,2019-03-07,Chicago,True,1,San Francisco,23:47,17:00,281,Economy,19:22,16:35,2019-03-14
1338,Delta Airlines,2019-03-07,Chicago,True,1,San Francisco,03:57,21:10,278,Economy,18:57,16:10,2019-03-14
1339,Southwest Airlines,2019-03-07,Chicago,False,1,San Francisco,19:14,07:55,389,Economy,19:47,17:00,2019-03-14
1340,United Airlines,2019-03-07,Chicago,True,1,San Francisco,22:22,15:35,278,Economy,22:37,19:50,2019-03-14
1341,American Airlines,2019-03-01,London,False,1,Washington,07:49,14:55,599,Economy,04:55,12:45,2019-03-12
1342,Delta Airlines,2019-03-01,London,False,1,Washington,08:22,12:55,501,Economy,19:06,09:30,2019-03-12
1343,United Airlines,2019-03-01,London,False,1,Washington,07:49,10:00,542,Economy,21:43,12:40,2019-03-12
1344,American Airlines,2019-03-02,London,False,1,San Francisco,06:47,04:55,586,Economy,01:05,12:45,2019-03-12
1345,United Airlines,2019-03-02,London,False,1,San Francisco,06:47,08:20,636,Economy,22:37,12:40,2019-03-12
1346,United Airlines,2019-03-02,Paris,False,2,Atlanta,04:27,07:25,561,Economy,05:26,15:00,2019-03-12
1347,Delta Airlines,2019-03-05,New York,True,1,Atlanta,10:47,08:25,284,Premium Economy,21:27,19:05,2019-03-11
1348,United Airlines,2019-03-03,Berlin,True,1,Chicago,14:51,21:20,372,Economy,02:01,22:30,2019-03-10
1349,United Airlines,2019-03-02,Vancouver,False,1,Las Vegas,10:47,04:30,368,Economy,17:45,09:25,2019-03-14
1350,American Airlines,2019-03-11,Chicago,True,1,Los Angeles,11:47,05:15,253,Economy,12:52,10:20,2019-03-14
1351,Delta Airlines,2019-03-11,Chicago,True,1,Los Angeles,14:52,08:20,286,Economy,15:27,12:55,2019-03-14
1352,Southwest Airlines,2019-03-11,Chicago,True,1,Los Angeles,18:32,12:00,271,Economy,21:52,19:20,2019-03-14
1353,United Airlines,2019-03-11,Chicago,False,1,Los Angeles,16:07,09:35,345,Economy,13:35,09:10,2019-03-14
1354,American Airlines,2019-03-02,Los Angeles,False,3,Washington,13:15,10:30,366,Economy,18:48,07:40,2019-03-10
1355,Delta Airlines,2019-03-02,Los Angeles,False,3,Washington,11:00,05:35,359,Economy,14:40,05:55,2019-03-10
1356,Southwest Airlines,2019-03-02,Los Angeles,False,3,Washington,15:15,12:30,343,Economy,21:43,12:00,2019-03-10
1357,United Airlines,2019-03-02,Los Angeles,False,3,Washington,16:05,13:20,335,Economy,23:05,11:00,2019-03-10
1358,American Airlines,2019-03-04,New York,True,2,Los Angeles,21:15,12:05,314,Economy,16:50,13:40,2019-03-09
1359,Delta Airlines,2019-03-04,New York,False,2,Los Angeles,17:46,05:15,429,Economy,13:04,08:00,2019-03-09
1360,Southwest Airlines,2019-03-04,New York,True,2,Los Angeles,07:15,22:05,296,Economy,01:05,21:55,2019-03-09
1361,United Airlines,2019-03-04,New York,True,2,Los Angeles,20:10,11:00,307,Economy,15:00,11:50,2019-03-09
1362,American Airlines,2019-03-01,Berlin,False,1,Chicago,18:30,16:35,514,Economy,06:26,02:55,2019-03-14
1363,Delta Airlines,2019-03-01,Berlin,False,1,Chicago,01:06,07:35,528,Economy,04:02,15:50,2019-03-14
1364,United Airlines,2019-03-01,Berlin,True,1,Chicago,14:51,21:20,404,Economy,02:01,22:30,2019-03-14
1365,American Airlines,2019-03-02,New York,False,1,Cape Town,11:56,14:05,302,Economy,19:57,06:20,2019-03-10
1366,American Airlines,2019-03-03,New York,False,1,Chicago,08:24,05:05,227,Economy,17:26,13:35,2019-03-11
1367,American Airlines,2019-03-04,Toronto,False,1,Atlanta,12:25,05:10,289,Economy,09:06,00:00,2019-03-14
1368,Delta Airlines,2019-03-04,Toronto,False,1,Atlanta,11:13,06:50,325,Economy,20:11,12:50,2019-03-14
1369,Delta Airlines,2019-03-02,Vancouver,False,4,Seattle,10:47,04:10,364,Economy,13:01,06:35,2019-03-13
1370,United Airlines,2019-03-02,Vancouver,False,4,Seattle,21:56,10:35,502,Economy,17:47,09:25,2019-03-13
1371,Delta Airlines,2019-03-05,London,True,1,New York,09:12,20:50,311,Economy,14:02,09:40,2019-03-13
1372,United Airlines,2019-03-05,London,False,1,New York,06:47,18:25,432,Economy,20:12,09:15,2019-03-13
1373,United Airlines,2019-03-04,Toronto,False,1,San Diego,19:34,09:15,368,Economy,10:59,04:45,2019-03-13
1374,American Airlines,2019-03-02,New York,False,1,Phoenix,04:16,16:10,449,Economy,18:23,13:40,2019-03-09
1375,Delta Airlines,2019-03-02,New York,False,1,Phoenix,17:46,06:00,454,Economy,21:22,16:20,2019-03-09
1376,Southwest Airlines,2019-03-02,New York,False,1,Phoenix,05:45,17:15,452,Economy,01:07,18:15,2019-03-09
1377,United Airlines,2019-03-02,New York,False,1,Phoenix,20:12,10:20,488,Economy,01:57,19:35,2019-03-09
1378,Delta Airlines,2019-03-02,London,False,1,Washington,06:47,12:55,490,Economy,15:03,03:55,2019-03-08
1379,United Airlines,2019-03-02,London,False,1,Washington,07:49,10:00,538,Economy,00:53,12:40,2019-03-08
1380,American Airlines,2019-03-02,San Francisco,False,1,Portland,01:21,21:15,227,Economy,16:23,14:30,2019-03-11
1381,American Airlines,2019-03-02,Toronto,False,1,Atlanta,12:25,05:10,332,Economy,11:17,04:15,2019-03-11
1382,Delta Airlines,2019-03-02,Toronto,False,1,Atlanta,11:13,06:50,309,Economy,20:11,12:50,2019-03-11
1383,American Airlines,2019-03-04,New York,False,3,Atlanta,00:52,22:30,256,Economy,11:51,07:10,2019-03-13
1384,Delta Airlines,2019-03-04,New York,True,3,Atlanta,08:27,06:05,200,Economy,10:22,08:00,2019-03-13
1385,Southwest Airlines,2019-03-04,New York,True,3,Atlanta,10:47,08:25,188,Economy,23:47,21:25,2019-03-13
1386,United Airlines,2019-03-04,New York,True,3,Atlanta,12:57,10:35,191,Economy,21:22,19:00,2019-03-13
1387,American Airlines,2019-03-01,New York,False,1,Las Vegas,20:56,08:20,443,Economy,19:20,12:30,2019-03-10
1388,United Airlines,2019-03-01,New York,False,1,Las Vegas,17:21,04:30,456,Economy,17:45,11:50,2019-03-10
1389,American Airlines,2019-03-02,London,False,1,Washington,08:54,16:30,494,Economy,18:10,12:35,2019-03-14
1390,Delta Airlines,2019-03-02,London,False,1,Washington,06:47,12:55,488,Economy,19:06,09:30,2019-03-14
1391,United Airlines,2019-03-02,London,False,1,Washington,07:49,10:00,556,Economy,19:06,09:15,2019-03-14
1392,American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,481,Economy,18:10,12:35,2019-03-11
1393,Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,442,Economy,18:10,09:40,2019-03-11
1394,United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,504,Economy,19:06,09:15,2019-03-11
1395,American Airlines,2019-03-01,New York,False,1,Seattle,05:51,16:15,489,Economy,20:06,12:30,2019-03-10
1396,Delta Airlines,2019-03-01,New York,False,1,Seattle,16:52,04:25,466,Economy,13:37,08:00,2019-03-10
1397,Southwest Airlines,2019-03-01,New York,False,1,Seattle,01:56,13:35,455,Economy,01:41,18:15,2019-03-10
1398,United Airlines,2019-03-01,New York,False,1,Seattle,05:51,18:00,480,Economy,01:41,19:35,2019-03-10
1399,American Airlines,2019-03-03,Nairobi,True,1,New York,11:02,10:55,488,Economy,08:57,22:50,2019-03-14
1400,Delta Airlines,2019-03-03,Nairobi,True,1,New York,06:07,06:00,462,Economy,23:52,13:45,2019-03-14
1401,American Airlines,2019-03-02,London,False,1,San Francisco,06:47,04:55,594,Economy,01:05,12:45,2019-03-09
1402,Alaska Airlines,2019-03-03,Portland,False,3,Los Angeles,09:28,04:40,298,Economy,13:50,10:05,2019-03-10
1403,American Airlines,2019-03-03,Portland,True,3,Los Angeles,21:45,19:15,297,Premium Economy,13:50,11:20,2019-03-10
1404,Delta Airlines,2019-03-03,Portland,True,3,Los Angeles,12:50,10:20,219,Economy,11:55,09:25,2019-03-10
1405,Southwest Airlines,2019-03-03,Portland,False,3,Los Angeles,22:35,17:15,292,Economy,21:05,18:35,2019-03-10
1406,United Airlines,2019-03-03,Portland,False,3,Los Angeles,01:25,22:55,268,Economy,22:05,17:35,2019-03-10
1407,American Airlines,2019-03-09,New York,False,1,Chicago,08:24,05:05,253,Economy,21:33,19:00,2019-03-14
1408,Delta Airlines,2019-03-09,New York,True,1,Chicago,02:49,23:30,212,Economy,10:14,08:55,2019-03-14
1409,Southwest Airlines,2019-03-09,New York,True,1,Chicago,20:24,17:05,220,Economy,19:14,17:55,2019-03-14
1410,United Airlines,2019-03-09,New York,False,1,Chicago,20:32,14:05,280,Economy,14:34,13:15,2019-03-14
1411,Delta Airlines,2019-03-08,Rio de Janeiro,False,1,Atlanta,09:50,17:50,512,Economy,08:42,22:25,2019-03-14
1412,American Airlines,2019-03-07,Kuala Lumpur,False,3,Las Vegas,16:07,04:25,613,Economy,17:45,10:30,2019-03-14
1413,American Airlines,2019-03-06,London,False,1,San Francisco,02:59,04:00,552,Economy,01:05,12:45,2019-03-12
1414,United Airlines,2019-03-06,London,False,1,San Francisco,06:47,08:20,607,Economy,22:37,12:40,2019-03-12
1415,Alaska Airlines,2019-03-05,Portland,False,1,Los Angeles,09:28,04:40,247,Economy,19:40,17:10,2019-03-12
1416,American Airlines,2019-03-05,Portland,True,1,Los Angeles,21:45,19:15,203,Economy,12:05,09:35,2019-03-12
1417,Delta Airlines,2019-03-05,Portland,True,1,Los Angeles,12:50,10:20,189,Economy,11:55,09:25,2019-03-12
1418,Southwest Airlines,2019-03-05,Portland,False,1,Los Angeles,17:48,13:05,255,Economy,21:05,18:35,2019-03-12
1419,United Airlines,2019-03-05,Portland,True,1,Los Angeles,01:25,22:55,202,Economy,20:50,18:20,2019-03-12
1420,American Airlines,2019-03-09,Chicago,False,1,Mexico City,04:02,16:25,495,Economy,01:08,16:35,2019-03-14
1421,Delta Airlines,2019-03-09,Chicago,False,1,Mexico City,23:47,15:10,517,Economy,01:08,16:10,2019-03-14
1422,United Airlines,2019-03-09,Chicago,False,1,Mexico City,17:37,07:10,470,Economy,22:13,13:25,2019-03-14
1423,American Airlines,2019-03-03,Paris,False,1,Philadelphia,10:57,13:20,426,Economy,12:11,08:25,2019-03-14
1424,Delta Airlines,2019-03-07,San Francisco,True,1,Phoenix,06:52,04:45,304,Premium Economy,10:37,08:30,2019-03-13
1425,Southwest Airlines,2019-03-07,San Francisco,True,1,Phoenix,01:22,23:15,297,Premium Economy,22:47,20:40,2019-03-13
1426,American Airlines,2019-03-03,Los Angeles,False,1,Toronto,08:22,00:00,438,Economy,23:38,12:05,2019-03-09
1427,United Airlines,2019-03-03,Los Angeles,False,1,Toronto,07:14,04:45,325,Economy,23:08,09:35,2019-03-09
