,city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
724,Philadelphia,2019-03-10,Anthony Green,,60,18:00,The Foundry,29 East Allen Street 2nd Floor,2
725,Atlanta,2019-03-08,Grounded,Theater,30,18:30,7 Stages Theatre,1105 Euclid Avenue Northeast,
726,Atlanta,2019-03-08,Hands Of Color,Theater,20,19:00,Synchronicity Theatre,1545 Peachtree Street Northeast #102,
727,Atlanta,2019-03-08,Much Ado About Nothing,Theater,25,19:30,Active Sol Yoga,200 Bennett Street Northwest,
728,Atlanta,2019-03-08,One Act Spectacular,Theater,25,16:00,PULP Books Atlanta,668 11th Street Northwest,
729,Atlanta,2019-03-08,Grounded,,30,18:30,7 Stages Theatre,1105 Euclid Avenue Northeast,3
730,Portland,2019-03-04,Annual School Performance,Theater,55,18:00,Newmark Theatre,1111 Southwest Broadway,
731,Portland,2019-03-04,Beirut By Alan Bowne,Theater,25,17:30,Shoe Box Theater,2110 Southeast 10th Avenue,
732,Portland,2019-03-04,Mala By Melinda Lopez,Theater,50,16:00,CoHo Productions,2257 Northwest Raleigh Street,
733,Portland,2019-03-04,Pdx Improv All Stars,Theater,25,19:30,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
734,Portland,2019-03-04,Princess Ida,Theater,50,18:00,Alpenrose Opera House,6149 Southwest Shattuck Road,
735,Portland,2019-03-04,Heathers The Musical,,25,19:30,Funhouse Lounge,2432 Southeast 11th Avenue,3
736,Philadelphia,2019-03-10,Babymetal,Music,45,18:30,The Fillmore Philadelphia,29 East Allen Street,
737,Philadelphia,2019-03-10,Drax Project,Music,25,16:30,Voltage Lounge,421 North 7th Street,
738,Philadelphia,2019-03-10,Girl In Red,Music,40,16:00,The Foundry,29 East Allen Street 2nd Floor,
739,Philadelphia,2019-03-10,Hozier,Music,50,19:30,The Met Philadelphia,858 North Broad Street,
740,Philadelphia,2019-03-10,Julia Jacklin,Music,60,18:30,The Foundry,29 East Allen Street 2nd Floor,
741,Philadelphia,2019-03-10,Lil Durk,Music,55,16:00,The Fillmore Philadelphia,29 East Allen Street,
742,Philadelphia,2019-03-10,Louis The Child,Music,55,16:30,The Fillmore Philadelphia,29 East Allen Street,
743,Philadelphia,2019-03-10,Mac Ayres,Music,45,19:30,The Foundry,29 East Allen Street 2nd Floor,
744,Philadelphia,2019-03-10,Mason Ramsey,Music,20,18:00,The Foundry,29 East Allen Street 2nd Floor,
745,Portland,2019-03-06,Beirut By Alan Bowne,Theater,50,19:00,Shoe Box Theater,2110 Southeast 10th Avenue,
746,Portland,2019-03-06,Heathers The Musical,Theater,40,18:00,Funhouse Lounge,2432 Southeast 11th Avenue,
747,Portland,2019-03-06,Princess Ida,Theater,30,19:00,Alpenrose Opera House,6149 Southwest Shattuck Road,
748,Portland,2019-03-06,Red By John Logan,Theater,60,17:00,Shaking the Tree Theatre,823 Southeast Grant Street,
749,Portland,2019-03-06,Summer Improv Intensive,Theater,20,19:30,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
750,Portland,2019-03-06,Beirut By Alan Bowne,,50,19:00,Shoe Box Theater,2110 Southeast 10th Avenue,3
751,Seattle,2019-03-11,Claudia Oshry,Music,50,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,
752,Seattle,2019-03-11,Greensky Bluegrass,Music,30,16:30,Flamingo Lot,5500 Phinney Avenue North,
753,Seattle,2019-03-11,Mal Blum,Music,30,16:30,The Vera Project,305 Harrison Street,
754,Seattle,2019-03-11,Claudia Oshry,,50,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,4
755,San Diego,2019-03-13,Alejandro Sanz,Music,55,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
756,San Diego,2019-03-13,Angel Olsen,Music,55,19:30,The Observatory North Park,2891 University Avenue,
757,San Diego,2019-03-13,Devendra Banhart,Music,60,19:30,The Observatory North Park,2891 University Avenue,
758,San Diego,2019-03-13,Greta Van Fleet,Music,35,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
759,San Diego,2019-03-13,Jon Bellion,Music,45,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
760,San Diego,2019-03-13,Jon Pardi,Music,45,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
761,San Diego,2019-03-13,Local Natives,Music,25,19:30,Music Box,1337 India Street,
762,San Diego,2019-03-13,Mandolin Orange,Music,25,16:00,The Observatory North Park,2891 University Avenue,
763,San Diego,2019-03-13,Maribou State,Music,30,16:30,The Observatory North Park,2891 University Avenue,
764,San Diego,2019-03-13,Alejandro Sanz,,55,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,4
765,Berlin,2019-03-14,Intro To Musical Improv,Theater,35,17:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",
766,Berlin,2019-03-02,Rollercoasters Musical Improv,Theater,40,18:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",
767,Berlin,2019-03-14,Intro To Musical Improv,,35,17:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",2
768,London,2019-03-10,A Right Royale Tea,Theater,50,18:30,Amba Hotel Charing Cross,Strand,
769,London,2019-03-10,As You Like It,Theater,20,17:30,"Swan, Shakespeare's Globe","21 New Globe Walk, Bankside",
770,London,2019-03-10,Becoming The Invisible Woman,Theater,50,16:00,Drayton Arms Theatre,153 Old Brompton Road,
771,London,2019-03-10,Boat Show Comedy Club,Theater,50,16:00,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
772,London,2019-03-10,Bon Ami,Theater,60,16:00,Studio at New Wimbledon Theatre,93 The Broadway,
773,London,2019-03-10,Boris Rex,Theater,35,18:30,Tristan Bates Theatre,1A Tower Street,
774,London,2019-03-10,Broken English,Theater,40,19:00,The Honor Oak Pub,1 Saint German's Road,
775,London,2019-03-10,Caspa Arts Collaborative Theatre,Theater,25,19:00,Drayton Arms Theatre,153 Old Brompton Road,
776,London,2019-03-10,Christmas Drama Workshop,Theater,50,17:30,Harmony Hall,10 Truro Road,
777,Atlanta,2019-03-10,Babyshower For The Antichrist,Theater,20,16:30,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
778,Atlanta,2019-03-10,Grounded,Theater,45,19:30,7 Stages Theatre,1105 Euclid Avenue Northeast,
779,Atlanta,2019-03-10,Hands Of Color,Theater,30,19:00,Synchronicity Theatre,1545 Peachtree Street Northeast #102,
780,Atlanta,2019-03-10,Much Ado About Nothing,Theater,50,18:30,Active Sol Yoga,200 Bennett Street Northwest,
781,Atlanta,2019-03-10,One Act Spectacular,Theater,20,18:00,PULP Books Atlanta,668 11th Street Northwest,
782,Atlanta,2019-03-10,Babyshower For The Antichrist,,20,16:30,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,4
783,Sacramento,2019-03-05,Aftershock Festival,,20,17:30,Discovery Park,1600 Garden Highway,3
784,San Francisco,2019-03-11,Finneas,Music,55,17:30,August Hall,420 Mason Street,
785,San Francisco,2019-03-11,Jeanette Tietze,Music,50,17:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
786,San Francisco,2019-03-11,Lucy Dacus,Music,35,19:00,August Hall,420 Mason Street,
787,San Francisco,2019-03-11,Matt Corby,Music,60,19:00,August Hall,420 Mason Street,
788,San Francisco,2019-03-11,Matty Matheson,Music,30,16:00,August Hall,420 Mason Street,
789,San Francisco,2019-03-11,Neneh Cherry,Music,50,18:30,August Hall,420 Mason Street,
790,San Francisco,2019-03-11,Remo Drive,Music,40,19:00,The Chapel,777 Valencia Street,
791,San Francisco,2019-03-11,Sinead Harnett,Music,35,17:00,August Hall,420 Mason Street,
792,San Francisco,2019-03-11,The Adicts,Music,50,19:30,August Hall,420 Mason Street,
793,San Francisco,2019-03-11,The Band Camino,Music,35,16:30,August Hall,420 Mason Street,
794,San Francisco,2019-03-11,Lucy Dacus,,35,19:00,August Hall,420 Mason Street,1
795,Los Angeles,2019-03-12,Aldous Harding,Music,20,18:30,Lodge Room,104 North Avenue 56 2nd Floor,
796,Los Angeles,2019-03-12,Angel Olsen,Music,55,19:30,Palace Theatre,630 South Broadway,
797,Los Angeles,2019-03-12,Billy Strings,Music,40,16:30,Lodge Room,104 North Avenue 56 2nd Floor,
798,Los Angeles,2019-03-12,Brittany Howard,Music,35,19:00,The Theatre at Ace Hotel,929 South Broadway,
799,Los Angeles,2019-03-12,Finneas,Music,50,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
800,Los Angeles,2019-03-12,Girl In Red,Music,35,16:00,The Teragram Ballroom,1234 West 7th Street,
801,Los Angeles,2019-03-12,Joanna Newsom,Music,25,16:30,Hollywood American Legion Post 43,2035 North Highland Avenue,
802,Los Angeles,2019-03-12,Jpegmafia,Music,30,18:00,The Teragram Ballroom,1234 West 7th Street,
803,Los Angeles,2019-03-12,Kishi Bashi,Music,50,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
804,Los Angeles,2019-03-12,Lcs Summer Split,Music,60,19:30,LCS Studios,12312 West Olympic Boulevard,
805,Los Angeles,2019-03-12,Aldous Harding,,20,18:30,Lodge Room,104 North Avenue 56 2nd Floor,4
806,Philadelphia,2019-03-09,Babymetal,Music,45,16:00,The Fillmore Philadelphia,29 East Allen Street,
807,Philadelphia,2019-03-09,Brockhampton,Music,25,19:30,The Fillmore Philadelphia,29 East Allen Street,
808,Philadelphia,2019-03-09,Charlotte Lawrence,Music,45,18:00,The Fillmore Philadelphia,29 East Allen Street,
809,Philadelphia,2019-03-09,Counterparts,Music,60,18:00,The Foundry,29 East Allen Street 2nd Floor,
810,Philadelphia,2019-03-09,Davido,Music,40,19:00,The Fillmore Philadelphia,29 East Allen Street,
811,Philadelphia,2019-03-09,Hozier,Music,35,18:30,The Met Philadelphia,858 North Broad Street,
812,Philadelphia,2019-03-09,Jordan Rakei,Music,30,17:00,The Foundry,29 East Allen Street 2nd Floor,
813,Philadelphia,2019-03-09,Julia Jacklin,Music,45,18:00,The Foundry,29 East Allen Street 2nd Floor,
814,Philadelphia,2019-03-09,King Princess,Music,40,16:00,The Fillmore Philadelphia,29 East Allen Street,
815,Philadelphia,2019-03-09,Mason Ramsey,Music,60,18:00,The Foundry,29 East Allen Street 2nd Floor,
816,Philadelphia,2019-03-09,Babymetal,,45,16:00,The Fillmore Philadelphia,29 East Allen Street,1
817,Los Angeles,2019-03-03,Altin Gun,,45,16:30,The Teragram Ballroom,1234 West 7th Street,4
818,New York,2019-03-10,Advanced Acting Scene Study,,20,16:30,TGW Acting Studio,358 West 44th Street,1
819,Los Angeles,2019-03-11,Anything Goes,Theater,45,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
820,Los Angeles,2019-03-11,Extraordinary,Theater,30,18:30,Studio C Artists,6448 California 2,
821,Los Angeles,2019-03-11,Funeral Bouquet,Theater,45,19:00,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
822,Los Angeles,2019-03-11,Legitimate Goddamn Theatre,Theater,55,19:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
823,Los Angeles,2019-03-11,Little Women,Theater,50,19:00,studio/stage,520 North Western Avenue,
824,Los Angeles,2019-03-11,Long Form Improv Practice,Theater,60,16:00,Thymele Arts,5481 Santa Monica Boulevard,
825,Los Angeles,2019-03-11,Mamma Mia,Theater,55,19:00,East West Players,120 Judge John Aiso Street,
826,Los Angeles,2019-03-11,Mandy Picks A Husband,Theater,25,19:30,The Little Theater,12420 Santa Monica Boulevard,
827,Los Angeles,2019-03-11,Marianas Trench,Theater,20,18:30,Regent Theater,448 South Main Street,
828,Los Angeles,2019-03-11,Anything Goes,,45,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,3
829,New York,2019-03-11,Abbi Jacobson,,60,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,3
830,San Francisco,2019-03-08,Alex Cameron,Music,25,19:00,August Hall,420 Mason Street,
831,San Francisco,2019-03-14,Carmina Burana,Music,20,18:30,San Francisco Symphony,201 Van Ness Avenue,
832,San Francisco,2019-03-09,Finneas,Music,40,17:00,August Hall,420 Mason Street,
833,San Francisco,2019-03-10,Jeanette Tietze,Music,45,16:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
834,San Francisco,2019-03-13,Lucy Dacus,Music,45,16:00,August Hall,420 Mason Street,
835,San Francisco,2019-03-12,Matty Matheson,Music,55,18:00,August Hall,420 Mason Street,
836,San Francisco,2019-03-08,Neneh Cherry,Music,40,19:00,August Hall,420 Mason Street,
837,San Francisco,2019-03-13,Patti Lupone,Music,45,16:30,San Francisco Symphony,201 Van Ness Avenue,
838,San Francisco,2019-03-06,Raveena,Music,40,16:30,The Chapel,777 Valencia Street,
839,Los Angeles,2019-03-06,Aldous Harding,Music,25,18:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
840,Los Angeles,2019-03-06,America,Music,20,19:30,The Theatre at Ace Hotel,929 South Broadway,
841,Los Angeles,2019-03-06,Billy Strings,Music,45,16:30,Lodge Room,104 North Avenue 56 2nd Floor,
842,Los Angeles,2019-03-06,Brittany Howard,Music,20,19:30,The Theatre at Ace Hotel,929 South Broadway,
843,Los Angeles,2019-03-06,Foy Vance,Music,45,16:00,Palace Theatre,630 South Broadway,
844,Los Angeles,2019-03-06,Girl In Red,Music,25,19:00,The Teragram Ballroom,1234 West 7th Street,
845,Los Angeles,2019-03-06,Jpegmafia,Music,55,18:00,The Teragram Ballroom,1234 West 7th Street,
846,Los Angeles,2019-03-06,Kamasi Washington,Music,25,18:00,The Theatre at Ace Hotel,929 South Broadway,
847,Los Angeles,2019-03-06,Kishi Bashi,Music,25,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
848,Los Angeles,2019-03-06,Lux Prima,Music,25,18:00,The Theatre at Ace Hotel,929 South Broadway,
849,Los Angeles,2019-03-06,Aldous Harding,,25,18:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,1
850,Long Beach,2019-03-12,Beast On The Moon,Theater,20,17:00,The Beverly O'Neill Theater,300 East Ocean Boulevard,
851,Long Beach,2019-03-12,Evita,Theater,20,18:30,Ernest Borgnine Theatre,855 Elm Avenue,
852,Long Beach,2019-03-12,Henry V,Theater,40,18:00,Cesar E. Chavez Park,401 Golden Avenue,
853,New York,2019-03-14,Alma Deutscher,Music,55,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
854,New York,2019-03-14,Alpha Blondy,Music,60,17:30,Sony Hall,235 West 46th Street,
855,New York,2019-03-14,Boston Symphony Orchestra,Music,30,16:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
856,New York,2019-03-14,Carbon Leaf,Music,45,17:30,Sony Hall,235 West 46th Street,
857,New York,2019-03-14,Crooked Colours,Music,45,17:00,Rough Trade NYC,"64 North 9th Street, Brooklyn",
858,New York,2019-03-14,Crystal Method,Music,45,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",
859,New York,2019-03-14,Dj Gravy,Music,50,16:30,Sony Hall,235 West 46th Street,
860,New York,2019-03-14,Finneas,Music,20,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",
861,New York,2019-03-14,France Rocks Festival,Music,50,19:30,David Rubenstein Atrium at Lincoln Center,61 West 62nd Street,
862,New York,2019-03-14,Governors Ball Music Festival,Music,30,16:00,Randall's Island Park,20 Randalls Island Park,
863,New York,2019-03-14,Alpha Blondy,,60,17:30,Sony Hall,235 West 46th Street,2
864,New York,2019-03-11,Abbi Jacobson,,60,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,1
865,Sacramento,2019-03-10,Aftershock Music Festival,Music,35,17:00,Discovery Park,1600 Garden Highway,
866,Sacramento,2019-03-10,Popa Chubby,Music,40,18:30,The Sofia Tsakopoulos Center for The Arts,2700 Capitol Avenue,
867,Sacramento,2019-03-10,Rhett And Link,Music,55,18:30,Sacramento Memorial Auditorium,1515 J Street,
868,Sacramento,2019-03-10,The Melvins,Music,20,17:00,Holy Diver,1517 21st Street,
869,Sacramento,2019-03-10,Weird Al Yankovic,Music,40,16:30,Sacramento Memorial Auditorium,1515 J Street,
870,Sacramento,2019-03-10,Aftershock Music Festival,,35,17:00,Discovery Park,1600 Garden Highway,1
871,Los Angeles,2019-03-14,Anything Goes,,25,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,2
872,Los Angeles,2019-03-06,Anything Goes,,25,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,4
873,Portland,2019-03-14,Bastille,Music,40,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,
874,Portland,2019-03-14,Bryan Adams,Music,55,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,
875,Portland,2019-03-14,Dave Alvin Oregon,Music,60,19:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
876,Portland,2019-03-14,Nick Kroll,Music,45,17:30,Newmark Theatre,1111 Southwest Broadway,
877,Portland,2019-03-14,The Priests,Music,45,19:00,Polaris Hall,635 North Killingsworth Court,
878,Portland,2019-03-14,Bastille,,40,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,4
879,Chicago,2019-03-13,All That He Was,,25,17:00,"The Buena, Pride Arts Center",4147 North Broadway,4
880,London,2019-03-14,Armia,,60,16:30,The Dome,2A Dartmouth Park Hill,2
881,San Diego,2019-03-08,Angel Olsen,Music,25,17:00,The Observatory North Park,2891 University Avenue,
882,San Diego,2019-03-08,Bastille,Music,50,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
883,San Diego,2019-03-08,Devendra Banhart,Music,45,16:30,The Observatory North Park,2891 University Avenue,
884,San Diego,2019-03-08,Fidlar,Music,55,16:30,The Observatory North Park,2891 University Avenue,
885,San Diego,2019-03-08,Jon Bellion,Music,35,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
886,San Diego,2019-03-08,Jon Pardi,Music,25,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
887,San Diego,2019-03-08,Lizzo,Music,30,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
888,San Diego,2019-03-08,Local Natives,Music,50,17:30,Music Box,1337 India Street,
889,San Diego,2019-03-08,San Diego Blues Festival,Music,45,17:30,San Diego Blues Festival,"Embarcadero Marina Park North, 400 Kettner Boulevard",
890,San Diego,2019-03-08,Sara Bareilles,Music,50,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
891,San Diego,2019-03-08,Angel Olsen,,25,17:00,The Observatory North Park,2891 University Avenue,2
892,Los Angeles,2019-03-10,Ain Gordon,Music,60,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
893,Los Angeles,2019-03-10,Altin Gun,Music,25,18:30,The Teragram Ballroom,1234 West 7th Street,
894,Los Angeles,2019-03-10,America,Music,30,18:00,The Theatre at Ace Hotel,929 South Broadway,
895,Los Angeles,2019-03-10,Brittany Howard,Music,35,18:00,The Theatre at Ace Hotel,929 South Broadway,
896,Los Angeles,2019-03-10,Girl In Red,Music,20,19:00,The Teragram Ballroom,1234 West 7th Street,
897,Los Angeles,2019-03-10,Joanna Newsom,Music,60,16:00,Hollywood American Legion Post 43,2035 North Highland Avenue,
898,Los Angeles,2019-03-10,Lcs Summer Split,Music,20,16:30,LCS Studios,12312 West Olympic Boulevard,
899,Los Angeles,2019-03-10,Mandolin Orange,Music,50,19:30,The Theatre at Ace Hotel,929 South Broadway,
900,Los Angeles,2019-03-10,Mika,Music,45,19:30,The Theatre at Ace Hotel,929 South Broadway,
901,Los Angeles,2019-03-10,Priests,Music,25,17:00,The Teragram Ballroom,1234 West 7th Street,
902,Los Angeles,2019-03-10,Ain Gordon,,60,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,2
903,London,2019-03-12,Hansard,Music,25,19:30,Lyttleton Theatre,South Bank,
904,London,2019-03-12,Iq,Music,40,19:00,O2 Academy 2 & Box Office,26 Parkfield Street,
905,London,2019-03-12,Kllo,Music,55,19:30,Studio 9294,92 Wallis Road,
906,London,2019-03-12,Methyl Ethel,Music,35,19:00,Electric Brixton,Town Hall Parade,
907,London,2019-03-12,Pvris,Music,50,16:00,Electric Brixton,Town Hall Parade,
908,London,2019-03-12,Ruel,Music,55,19:30,Electric Brixton,Town Hall Parade,
909,London,2019-03-12,Shakey Graves,Music,20,17:00,The Dome,2A Dartmouth Park Hill,
910,London,2019-03-12,Twin Peaks,Music,50,18:30,The Dome,2A Dartmouth Park Hill,
911,London,2019-03-12,Wallows,Music,25,16:30,Electric Brixton,Town Hall Parade,
912,London,2019-03-12,A Right Royale Tea,Theater,40,18:00,Amba Hotel Charing Cross,Strand,
913,London,2019-03-12,Academy Performing Arts,Theater,20,17:00,Academy Performing Arts,"Academy Performing Arts, 2 Archery Road",
914,London,2019-03-12,Armia,Theater,60,17:30,The Dome,2A Dartmouth Park Hill,
915,London,2019-03-12,As You Like It,Theater,60,18:30,"Swan, Shakespeare's Globe","21 New Globe Walk, Bankside",
916,London,2019-03-12,Becoming The Invisible Woman,Theater,35,17:30,Drayton Arms Theatre,153 Old Brompton Road,
