,airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
477,United Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,Charles de Gaulle International Airport,Paris,05:38,01:30,2,278,,,
478,American Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,1,Jomo Kenyatta International Airport,Nairobi,21:26,07:40,1,406,,,
479,Delta Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,1,Jomo Kenyatta International Airport,Nairobi,21:26,09:50,1,358,,,
480,Delta Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,PDX International Airport,Portland,19:08,17:15,1,110,,,
481,Air Canada,False,2019-03-01,SFO International Airport,San Francisco,Premium Economy,0,1,Toronto Pearson International Airport,Toronto,22:35,17:35,1,472,,,
482,United Airlines,False,2019-03-01,SFO International Airport,San Francisco,Premium Economy,0,1,Toronto Pearson International Airport,Toronto,18:55,09:20,1,476,,,
483,Delta Airlines,False,2019-03-10,JFK International Airport,New York,Economy,0,0,Charles de Gaulle International Airport,Paris,12:02,09:15,1,207,,,
484,American Airlines,False,2019-03-05,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,16:07,09:15,1,344,,,
485,Delta Airlines,False,2019-03-05,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,16:07,09:50,1,331,,,
486,Southwest Airlines,False,2019-03-05,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,13:07,06:25,1,347,,,
487,United Airlines,False,2019-03-05,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,22:58,17:10,1,303,,,
488,Alaska Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:20,04:55,1,92,,,
489,American Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:55,05:30,1,108,,,
490,Delta Airlines,True,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,00:40,23:15,1,104,,,
491,Southwest Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,08:35,07:10,1,87,,,
492,United Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,13:05,11:40,1,94,,,
493,American Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,21:56,19:30,4,185,,,
494,Delta Airlines,True,2019-03-12,SFO International Airport,San Francisco,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,02:56,19:55,4,332,,,
495,Southwest Airlines,False,2019-03-12,SFO International Airport,San Francisco,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,20:26,18:00,4,220,,,
496,United Airlines,True,2019-03-12,SFO International Airport,San Francisco,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,01:46,19:55,4,311,,,
497,Alaska Airlines,True,2019-03-06,Heathrow International Airport,London,Economy,0,1,SAN International Airport,San Diego,03:09,06:10,1,333,,,
498,American Airlines,True,2019-03-06,Heathrow International Airport,London,Economy,0,1,SAN International Airport,San Diego,16:14,19:10,1,357,,,
499,Southwest Airlines,True,2019-03-06,Heathrow International Airport,London,Economy,0,1,SAN International Airport,San Diego,16:14,19:10,1,350,,,
500,Alaska Airlines,False,2019-03-11,Dulles International Airport,Washington,Economy,0,1,SAN International Airport,San Diego,22:00,11:10,1,253,,,
501,Southwest Airlines,False,2019-03-11,Dulles International Airport,Washington,Economy,0,1,SAN International Airport,San Diego,22:00,11:45,1,249,,,
502,Air Canada,False,2019-03-14,LAX International Airport,Los Angeles,Economy,0,0,YVR International Airport,Vancouver,07:24,04:20,1,125,,,
503,American Airlines,False,2019-03-14,LAX International Airport,Los Angeles,Economy,0,0,YVR International Airport,Vancouver,04:34,01:30,1,139,,,
504,Delta Airlines,False,2019-03-14,LAX International Airport,Los Angeles,Economy,0,1,YVR International Airport,Vancouver,16:30,10:15,1,221,,,
505,United Airlines,False,2019-03-14,LAX International Airport,Los Angeles,Economy,0,0,YVR International Airport,Vancouver,13:59,10:55,1,128,,,
506,Alaska Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,SFO International Airport,San Francisco,12:00,10:25,1,92,,,
507,American Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,SFO International Airport,San Francisco,07:00,05:25,1,93,,,
508,Delta Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,SFO International Airport,San Francisco,22:50,21:15,1,103,,,
509,Southwest Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,SFO International Airport,San Francisco,13:55,12:20,1,116,,,
510,Alaska Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,14:15,11:45,1,128,,,
511,American Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,LAX International Airport,Los Angeles,19:13,13:45,1,206,,,
512,Delta Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,08:30,06:00,1,123,,,
513,Southwest Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,LAX International Airport,Los Angeles,17:58,13:55,1,211,,,
514,United Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,17:50,15:20,1,134,,,
515,American Airlines,False,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,12:41,02:00,1,434,,,
516,Delta Airlines,True,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,02:56,16:00,1,413,,,
517,United Airlines,False,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,22:07,09:30,1,370,,,
518,American Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,15:58,06:55,1,357,,,
519,British Airways,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,19:22,11:05,1,421,,,
520,Delta Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,23:48,11:50,1,389,,,
521,American Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,22:00,18:50,1,193,,,
522,Delta Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,22:20,19:10,1,212,,,
523,Southwest Airlines,True,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,01:50,22:40,1,200,,,
524,United Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,20:20,17:10,1,195,,,
525,American Airlines,True,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,04:32,21:20,1,141,,,
526,Delta Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,19:12,12:00,1,160,,,
527,Southwest Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,16:27,09:15,1,172,,,
528,United Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,21:12,14:00,1,168,,,
529,United Airlines,False,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,21:12,14:00,1,158,,,
530,Delta Airlines,False,2019-03-09,Sky Harbor International Airport,Phoenix,Economy,0,1,Benito Juarez International Airport,Mexico City,23:48,18:35,1,256,,,
531,Alaska Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,11:10,1,333,,,
532,American Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,13:40,1,330,,,
533,Delta Airlines,False,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:28,08:05,1,300,,,
534,Southwest Airlines,False,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:28,04:55,1,282,,,
535,United Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,10:45,1,330,,,
536,American Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,13:55,08:25,1,287,,,
537,Delta Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,12:00,05:45,1,288,,,
538,Southwest Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,18:15,13:15,1,256,,,
539,American Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,SFO International Airport,San Francisco,17:59,12:45,1,222,,,
540,Delta Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,0,SFO International Airport,San Francisco,15:47,13:20,1,121,,,
541,Southwest Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,SFO International Airport,San Francisco,08:54,04:00,1,243,,,
542,United Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,0,SFO International Airport,San Francisco,00:57,22:30,1,125,,,
543,Alaska Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,10:49,09:55,1,51,,,
544,American Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,20:04,19:10,1,73,,,
545,Southwest Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,20:04,19:10,1,69,,,
546,United Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,15:49,14:55,1,62,,,
547,American Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,62,,,
548,Delta Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,57,,,
549,Southwest Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,19:26,18:35,1,65,,,
550,United Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,58,,,
551,Air France,True,2019-03-05,LAX International Airport,Los Angeles,Economy,0,1,Charles de Gaulle International Airport,Paris,01:50,17:15,1,403,,,
552,American Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,09:23,05:05,1,268,,,
553,Delta Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,18:03,13:45,1,269,,,
554,United Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,22:33,18:15,1,240,,,
555,American Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,11:30,10:10,1,81,,,
556,Delta Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,22:55,21:35,1,97,,,
557,United Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,16:10,14:50,1,100,,,
558,American Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,11:30,10:10,3,81,,,
559,Delta Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,22:55,21:35,3,97,,,
560,American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,12:59,09:40,1,136,,,
561,Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,19:24,16:05,1,135,,,
562,Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,10:39,07:20,1,105,,,
563,United Airlines,True,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,02:59,23:40,1,142,,,
564,American Airlines,False,2019-03-12,LAX International Airport,Los Angeles,Economy,0,1,Heathrow International Airport,London,12:22,02:25,1,418,,,
565,British Airways,False,2019-03-12,LAX International Airport,Los Angeles,Economy,0,1,Heathrow International Airport,London,20:34,11:05,1,469,,,
566,Delta Airlines,True,2019-03-12,LAX International Airport,Los Angeles,Economy,0,0,Heathrow International Airport,London,01:19,19:30,1,251,,,
567,American Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,23:48,18:50,1,297,,,
568,Delta Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,22:27,15:00,1,318,,,
569,United Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,22:58,17:10,1,291,,,
570,Alaska Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,11:10,1,341,,,
571,American Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,13:40,1,350,,,
572,United Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,10:45,1,327,,,
573,Alaska Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,16:07,09:20,1,173,,,
574,American Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,1,SFO International Airport,San Francisco,19:30,09:30,1,315,,,
575,Delta Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,17:17,10:30,1,187,,,
576,Southwest Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,13:47,07:00,1,165,,,
577,United Airlines,True,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,05:47,23:00,1,182,,,
578,American Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,17:50,05:05,3,648,,,
579,Delta Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,23:40,13:45,3,657,,,
580,United Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,12:03,01:30,3,620,,,
581,American Airlines,False,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,12:37,02:00,1,361,,,
582,British Airways,True,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Heathrow International Airport,London,01:59,19:55,1,237,,,
583,Delta Airlines,True,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,00:52,16:00,1,357,,,
584,United Airlines,False,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,11:22,02:25,1,331,,,
585,American Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,19:13,14:20,1,273,,,
586,Delta Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,19:13,14:30,1,252,,,
