,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
1004,37171 Sycamore Street,,False,3,4,True,800-441-0766,Sycamore Bay,4700,2019-03-03
1005,150 Sierra Drive,Walnut Creek,False,2,1,False,925-945-1701,Affordable Housing Associates,4850,
1006,1445 Treat Boulevard,Walnut Creek,False,2,1,True,925-943-7977,Archstone Walnut Creek,4700,
1007,1195 Saranap Avenue # 14,Walnut Creek,False,2,1,True,925-937-1324,Birchwood Apartments,3000,
1008,245 Masters Court,Walnut Creek,False,2,1,False,925-906-9000,Club Villas,3950,
1009,1435 Creekside Drive,Walnut Creek,True,2,1,False,925-935-4614,Creekside Glen Apartments,4350,
1010,1450 Creekside Drive,Walnut Creek,False,2,1,False,925-930-9625,Diablo Pointe Apartments,5250,
1011,3081 North Main Street # 23,Walnut Creek,False,2,1,False,925-932-0981,Evergreen Apartments,5200,
1012,1357 Creekside Drive,Walnut Creek,False,2,1,True,925-947-0844,Four Seasons Apartments,3500,
1013,3055 North Main Street,Walnut Creek,False,2,1,True,855-388-5520,Kingston Place Apartments,4050,
1014,1200 Newell Hill Place,Walnut Creek,False,2,1,True,925-934-1117,Newell Vista Apartments,4350,
1015,150 Sierra Drive,,False,2,1,False,925-945-1701,Affordable Housing Associates,4850,2019-03-12
1016,208 Holly Avenue # 1,South San Francisco,True,1,1,True,650-583-9275,Fernmar Apartments North,2950,
1017,99 Oak Avenue # 201,South San Francisco,True,1,1,True,650-952-3727,Grand Oak Apartments,2350,
1018,1565 El Camino Real,South San Francisco,False,1,1,True,650-616-4570,Greenridge Apartments,2700,
1019,800 Memorial Drive,South San Francisco,False,1,1,True,650-588-1009,Park Lane Apartments,3950,
1020,3880 Callan Boulevard,South San Francisco,False,1,1,True,650-278-4660,Skyline View Apartments,4350,
1021,358 Alida Way # 9,South San Francisco,False,1,1,True,650-589-6721,South Country Club Apartments,1750,
1022,240 Hollis Avenue,Campbell,False,1,4,True,866-573-8123,La Mancha Apartments,4800,
1023,1510 South Bascom Avenue,Campbell,False,1,4,True,408-377-6900,River Walk Apartments,4850,
1024,240 Hollis Avenue,,False,1,4,True,866-573-8123,La Mancha Apartments,4800,2019-03-02
1025,1435 163rd Avenue #23,San Leandro,False,2,2,True,510-317-5914,Alderwood Apartments,3700,
1026,1300 Kentwood Lane,San Leandro,False,1,2,False,510-481-2565,Ashland Village Apartments,2550,
1027,1475 167th Avenue,San Leandro,False,1,2,False,510-962-8120,Bermuda Garden Apartments,2550,
1028,13949 Doolittle Drive,San Leandro,True,2,2,True,510-352-8728,Bermuda-Trinidad Apartments,2900,
1029,2011 Doolittle Drive # A1,San Leandro,False,3,2,False,510-357-6086,Doolittle Apartments,5200,
1030,14665 Washington Avenue,San Leandro,True,1,2,True,510-483-3707,Eden Roc Apartments,2700,
1031,888 Davis Street,San Leandro,False,3,2,True,510-562-5121,Gateway Apartments,5000,
1032,566 Estudillo Avenue,San Leandro,False,1,2,False,510-352-3224,Hale Apartments,2400,
1033,1713 164th Avenue #1,San Leandro,True,1,2,False,510-481-7575,Hilltop Trio Apartments,2500,
1034,4170 Springlake Drive,San Leandro,False,3,2,True,510-352-5900,Lakeside,5250,
1035,1475 167th Avenue,,False,1,2,False,510-962-8120,Bermuda Garden Apartments,2550,2019-03-02
1036,1001 Beethoven Common,Fremont,False,3,1,True,510-797-1800,Alborada Apartments,4700,
1037,34050 Westchester Terrace,Fremont,False,2,1,True,510-794-9981,Amber Court,3500,
1038,4445 Stevenson Boulevard,Fremont,False,2,1,True,510-657-1133,Americana Apartments,2800,
1039,3500 Pennsylvania Avenue # 101,Fremont,False,3,1,False,510-943-8264,Birchwood Apartments,4700,
1040,40001 Fremont Boulevard,Fremont,False,1,1,True,510-455-8815,Boulevard,1850,
1041,4200 Bay Street,Fremont,False,2,1,False,510-455-8813,Briarwood At Central Park,3500,
1042,36163 Fremont Boulevard,Fremont,False,3,1,False,510-793-1621,Brookvale Chateau,4850,
1043,38900 Blacow Road,Fremont,True,2,1,True,510-797-5980,Carrington Apartments,4050,
1044,4101 Eggers Drive # 16,Fremont,False,1,1,False,510-796-4064,Case Verde Apartment,2700,
1045,41299 Paseo Padre Parkway,Fremont,False,2,1,True,510-651-1040,Century Village Apartments,2700,
1046,1001 Beethoven Common,,False,3,1,True,510-797-1800,Alborada Apartments,4700,2019-03-14
1047,6410 Schmidt Lane,El Cerrito,False,3,4,False,510-236-2860,Village At Town Center Apartments,5100,
1048,6410 Schmidt Lane,,False,3,4,False,510-236-2860,Village At Town Center Apartments,5100,2019-03-14
1049,1580 Clayton Road # 1,,False,2,3,False,925-827-3700,Casa Pino Condos,3550,2019-03-06
1050,200 Greenbriar Circle,Petaluma,False,1,1,False,855-243-4986,Addison Ranch,1500,
1051,1400 Technology Lane,Petaluma,True,3,1,True,707-775-3161,Azure At Lakeville Square Apartments,4850,
1052,1900 Sestri Lane,Petaluma,False,1,1,True,707-317-1020,Capri Creek Apartments,1900,
1053,1200 D Street #27,Petaluma,False,1,1,True,707-762-6698,Hillview Apartments,2700,
1054,210 Douglas Street # 100,Petaluma,False,3,1,False,707-773-0510,Leib Senior Apartments,4100,
1055,150 Graylawn Avenue,Petaluma,True,2,1,True,707-762-5126,Oak Creek Apartments,3000,
1056,"7011, 109 Magnolia Avenue",Petaluma,False,3,1,False,707-762-6709,Park Lane Apartments,3950,
1057,149 Wyndham Way,Petaluma,False,2,1,False,707-763-8434,Petaluma Senior Citizens Apt,3550,
1058,745 North McDowell Boulevard,Petaluma,True,2,1,False,707-766-8922,Round Walk Village,3000,
1059,909 Martin Circle,Petaluma,False,1,1,False,707-763-9242,Washington Creek Apartments,1650,
1060,1001 Beethoven Common,Fremont,False,2,1,True,510-797-1800,Alborada Apartments,4700,
1061,3500 Pennsylvania Avenue # 101,Fremont,False,2,1,False,510-943-8264,Birchwood Apartments,4700,
1062,40001 Fremont Boulevard,Fremont,False,2,1,True,510-455-8815,Boulevard,2750,
1063,36163 Fremont Boulevard,Fremont,False,2,1,False,510-793-1621,Brookvale Chateau,4850,
1064,46703 Crawford Street # 2,Fremont,False,2,1,False,510-651-5292,Crawford Apartments,4750,
1065,37811 Fremont Boulevard,Fremont,False,2,1,True,510-797-4520,Fremont Arms,3500,
1066,4261 Stevenson Boulevard,Fremont,False,2,1,True,510-656-8201,Fremont Manor,4700,
1067,36707 San Pedro Drive,Fremont,False,2,1,True,510-792-6340,Garden Village Apartments,4250,
1068,34050 Westchester Terrace,,False,2,1,True,510-794-9981,Amber Court,3500,2019-03-04
1069,3263 Mount Diablo Court,Lafayette,True,1,2,True,925-287-1188,Lafayette Commons Apartments,2700,
1070,320 East Tabor Avenue,Fairfield,True,1,2,True,707-422-2850,Blue Sky Apartments,5000,
1071,1700 East Tabor Avenue # A3,Fairfield,True,1,2,True,707-429-5426,Country Club Apartments,5200,
1072,2801 Dover Avenue,Fairfield,True,1,2,True,707-429-8966,Dover Woods,3050,
1073,1111 Alaska Avenue,Fairfield,True,1,2,True,707-388-8461,Park Viva,3750,
1074,320 East Tabor Avenue,,True,1,2,True,707-422-2850,Blue Sky Apartments,5000,2019-03-03
1075,1977 Heimgartner Lane,San Jose,True,3,3,True,408-377-2400,Union Park Apartments,5000,
1076,5822 Charlotte Drive,San Jose,True,2,3,True,408-226-5822,Anton La Moraga Apartments,4850,
1077,260 North Capitol Avenue # 109,San Jose,True,2,3,True,408-259-1662,Capitol Avenue Apartments,4850,
1078,1315 Eden Avenue,San Jose,True,2,3,True,408-378-1970,Regency Square,5150,
1079,5822 Charlotte Drive,San Jose,True,2,1,True,408-226-5822,Anton La Moraga Apartments,4850,
1080,1315 Eden Avenue,San Jose,True,2,1,True,408-378-1970,Regency Square,5150,
1081,2055 Summerside Drive,San Jose,True,2,1,True,408-279-2300,Summerwind Apartments,3050,
1082,1315 Eden Avenue,,True,2,1,True,408-378-1970,Regency Square,4100,2019-03-03
1083,1546 Maurice Lane,San Jose,False,2,2,False,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
1084,1290 San Tomas Aquino Road,San Jose,True,2,2,False,408-984-8888,Aegena,4900,
1085,2415 Rinconada Drive,San Jose,False,2,2,False,408-516-4212,Almaden House,4850,
1086,1585 Marburg Way # 4,San Jose,False,2,2,True,408-926-3999,Ann Darling Apartments,3950,
1087,5822 Charlotte Drive,San Jose,True,2,2,True,408-226-5822,Anton La Moraga Apartments,4850,
1088,1582 Kooser Road,San Jose,False,2,2,False,408-448-1288,Arbor Apartments,4250,
1089,73 North Keeble Avenue,,False,2,2,False,408-998-7266,Alameda Gardens Apartments,4850,2019-03-10
1090,831 Gale Drive,Campbell,True,2,1,True,408-374-3500,Appletree Apartments,3150,
1091,999 West Hamilton Avenue,Campbell,True,1,1,True,408-796-4545,The Greenery Apartments Homes,1800,
1092,831 Gale Drive,,True,2,1,True,408-374-3500,Appletree Apartments,3150,2019-03-04
1093,1290 San Tomas Aquino Road,,True,3,4,False,408-984-8888,Aegena,4900,2019-03-01
1094,1999 Beach Park Boulevard,Foster City,True,2,3,True,844-899-9230,Beach Park Apartments,3900,
1095,1288 East Hillsdale Boulevard,Foster City,True,2,3,True,844-334-0618,Miramar Apartments,3700,
1096,611 Bounty Drive #3101,Foster City,False,2,3,False,855-979-8476,The Lagoons Apartments,3800,
1097,1999 Beach Park Boulevard,,True,2,3,True,844-899-9230,Beach Park Apartments,3900,2019-03-10
1098,1000 Kiely Boulevard,Santa Clara,False,3,2,True,669-206-0300,1000 Kiely,4300,
1099,900 Pepper Tree Lane,Santa Clara,False,1,2,True,866-472-2645,Alderwood Apartments,2500,
1100,1500 Vista Club Circle,Santa Clara,False,3,2,False,408-827-1770,Bella Vista Apartments,5100,
1101,3770 Flora Vista Avenue,Santa Clara,False,1,2,True,888-743-1851,Boardwalk Apartments,2350,
1102,3440 Warburton Avenue,Santa Clara,True,3,2,True,408-248-5766,Briarwood Garden Apartments,5250,
1103,1655 Pomeroy Avenue,Santa Clara,False,2,2,False,408-241-6308,Carriage House Apartments,3900,
1104,3600-3616 Flora Vista Avenue,Santa Clara,False,1,2,True,408-261-2252,Catalina Apartments,2850,
1105,1495 Don Avenue,Santa Clara,False,3,2,True,408-713-6428,Civic Plaza Apartments,4700,
1106,1000 Kiely Boulevard,Santa Clara,True,1,2,True,408-247-6228,Family Tree Apartments,2450,
1107,3375 Homestead Road,Santa Clara,False,3,2,False,408-984-0244,Hidden Lake,4300,
1108,1000 Kiely Boulevard,Santa Clara,False,1,2,True,669-206-0300,1000 Kiely,4300,
1109,3440 Warburton Avenue,Santa Clara,True,1,2,True,408-248-5766,Briarwood Garden Apartments,5250,
1110,1495 Don Avenue,Santa Clara,False,1,2,True,408-713-6428,Civic Plaza Apartments,4700,
1111,2555 Homestead Road,Santa Clara,False,1,2,True,669-444-1717,La Palma Apartments,4200,
1112,3600 Benton Street # 5,Santa Clara,False,1,2,True,408-241-4073,Laurelwood Apartments,2350,
1113,3480 Granada Avenue,Santa Clara,True,1,2,True,408-598-2635,Marina Cove,5050,
1114,3770 Flora Vista Avenue,,False,1,2,True,888-743-1851,Boardwalk Apartments,2750,2019-03-04
1115,831 Gale Drive,Campbell,False,2,2,True,408-374-3500,Appletree Apartments,4050,
1116,240 Hollis Avenue,Campbell,True,2,2,True,866-573-8123,La Mancha Apartments,2850,
1117,3685 South Bascom Avenue,Campbell,True,2,2,True,408-377-9360,Pebble Creek,4000,
1118,35 Union Avenue # 10,Campbell,True,2,2,True,408-377-6707,Pruneyard Garden Apartments,3050,
1119,150 West Rincon Avenue,Campbell,False,2,2,True,408-871-1333,Rincon Gables Apartments,5150,
1120,999 West Hamilton Avenue,Campbell,True,2,2,True,408-796-4545,The Greenery Apartments Homes,5250,
1121,377 Union Avenue,Campbell,False,2,2,True,408-559-7422,Union Manor Apartments,4950,
1122,240 Hollis Avenue,,True,2,2,True,866-573-8123,La Mancha Apartments,3950,2019-03-08
1123,1000 Kiely Boulevard,Santa Clara,True,3,3,False,669-206-0300,1000 Kiely,4850,
1124,900 Pepper Tree Lane,Santa Clara,True,3,3,False,866-472-2645,Alderwood Apartments,3900,
1125,3770 Flora Vista Avenue,Santa Clara,False,2,3,False,888-743-1851,Boardwalk Apartments,3600,
1126,3440 Warburton Avenue,Santa Clara,False,2,3,False,408-248-5766,Briarwood Garden Apartments,4000,
1127,1655 Pomeroy Avenue,Santa Clara,False,3,3,False,408-241-6308,Carriage House Apartments,4700,
1128,3600-3616 Flora Vista Avenue,Santa Clara,False,2,3,False,408-261-2252,Catalina Apartments,3900,
1129,1495 Don Avenue,Santa Clara,True,3,3,True,408-713-6428,Civic Plaza Apartments,4250,
1130,1000 Kiely Boulevard,Santa Clara,False,3,3,False,408-247-6228,Family Tree Apartments,4750,
1131,3375 Homestead Road,Santa Clara,False,2,3,False,408-984-0244,Hidden Lake,3500,
1132,2555 Homestead Road,Santa Clara,False,3,3,False,669-444-1717,La Palma Apartments,4400,
1133,1000 Kiely Boulevard,,True,3,3,False,669-206-0300,1000 Kiely,4850,2019-03-02
1134,2225 Sharon Road,Menlo Park,False,3,3,False,650-854-8661,Country Sharon Apartments,4200,
1135,1028 Middle Avenue,Menlo Park,False,2,3,True,650-325-2411,Middle Park Apartments,3600,
1136,600 Sharon Park Drive,Menlo Park,False,3,3,False,650-854-2651,Seven Oaks Apartments,4800,
1137,350 Sharon Park Drive,Menlo Park,False,2,3,False,650-203-2697,Sharon Green Apartments,3550,
1138,565 Willow Road # 24,Menlo Park,False,2,3,False,650-325-9389,Willow Manor,3700,
1139,2225 Sharon Road,Menlo Park,False,1,3,False,650-854-8661,Country Sharon Apartments,4200,
1140,1028 Middle Avenue,Menlo Park,False,1,3,True,650-325-2411,Middle Park Apartments,3600,
1141,600 Sharon Park Drive,Menlo Park,False,1,3,False,650-854-2651,Seven Oaks Apartments,4800,
1142,350 Sharon Park Drive,Menlo Park,False,1,3,False,650-203-2697,Sharon Green Apartments,3550,
1143,565 Willow Road # 24,Menlo Park,False,1,3,False,650-325-9389,Willow Manor,3700,
1144,600 Sharon Park Drive,,False,1,3,False,650-854-2651,Seven Oaks Apartments,4800,2019-03-10
1145,624 Avalon Avenue,Santa Rosa,True,3,2,True,707-620-5076,Avalon Apartments,5150,
1146,4656 Quigg Drive,Santa Rosa,False,3,2,True,707-537-9866,Behringer Harvard,4050,
1147,825 Russell Avenue,Santa Rosa,True,2,2,False,707-577-0262,Bicentennial Apartments,3700,
1148,3329 Claremont Court,Santa Rosa,False,3,2,True,707-578-1313,Brookside East Apartments,4750,
1149,6221 Montecito Boulevard,Santa Rosa,True,2,2,True,707-888-5505,Brush Creek Apartments,3950,
1150,2001 Range Avenue,Santa Rosa,True,3,2,False,707-578-1150,Coddingtown Mall Apartments,5100,
1151,2807 Yulupa Avenue,Santa Rosa,False,3,2,True,707-527-0128,Country Club Apartments,4150,
1152,1130 4th Street,Santa Rosa,False,1,2,True,707-544-1400,Creekside Park Apartments,2500,
1153,850 Russell Avenue,Santa Rosa,False,1,2,True,707-542-2883,Del Nido Apartments,2800,
1154,2322 Maher Drive #5,Santa Rosa,False,2,2,False,707-542-2004,Fairway Arms Apartments,2950,
1155,624 Avalon Avenue,,True,3,2,True,707-620-5076,Avalon Apartments,5150,2019-03-10
1156,2005 San Jose Drive,Antioch,False,2,3,False,925-757-1250,Baywoods Apartment Homes,5250,
1157,1000 Claudia Court,Antioch,False,2,3,False,925-754-7671,Casa Blanca Apartments,3950,
1158,1017 H Street,Antioch,False,2,3,False,925-978-1017,Casa Bonita,4850,
1159,1600 Aster Drive,Antioch,False,2,3,False,925-705-4248,Crestview Pines,4400,
1160,2301 Sycamore Drive,Antioch,True,2,3,False,925-776-5379,Delta Pines Apartments,5250,
1161,1400 A Street,,False,2,3,True,925-706-0874,Antioch Rivertown Senior Housing,4050,2019-03-08
1162,1435 163rd Avenue #23,San Leandro,False,1,1,True,510-317-5914,Alderwood Apartments,3550,
1163,1300 Kentwood Lane,San Leandro,False,1,1,False,510-481-2565,Ashland Village Apartments,2900,
1164,1475 167th Avenue,San Leandro,False,1,1,False,510-962-8120,Bermuda Garden Apartments,4100,
1165,13949 Doolittle Drive,San Leandro,False,1,1,False,510-352-8728,Bermuda-Trinidad Apartments,1500,
1166,2011 Doolittle Drive # A1,San Leandro,False,1,1,False,510-357-6086,Doolittle Apartments,5000,
1167,14665 Washington Avenue,San Leandro,False,1,1,True,510-483-3707,Eden Roc Apartments,4350,
1168,888 Davis Street,San Leandro,False,1,1,True,510-562-5121,Gateway Apartments,1550,
1169,566 Estudillo Avenue,San Leandro,False,1,1,False,510-352-3224,Hale Apartments,2650,
1170,1713 164th Avenue #1,San Leandro,False,1,1,True,510-481-7575,Hilltop Trio Apartments,2500,
1171,4170 Springlake Drive,San Leandro,False,1,1,False,510-352-5900,Lakeside,5100,
1172,2777 Marina Boulevard,San Leandro,True,1,1,True,510-352-4659,Marina Plaza Apartments,2550,
1173,None,San Leandro,False,1,1,True,510-586-6396,Montair Apartments,3900,
1174,1275 Pacific Avenue # 8,San Leandro,False,1,1,True,510-636-9727,Pacific Apartments,4400,
1175,900 143rd Avenue,San Leandro,True,1,1,True,510-898-6076,Parkside Commons Apartments,2700,
1176,1444 164th Avenue,San Leandro,False,1,1,True,510-481-0945,Snooty Fox Apartments,1800,
1177,2276 Miramar Avenue,San Leandro,False,1,1,True,510-278-2726,The Heights Apartments,1900,
1178,888 Davis Street,,False,1,1,True,510-562-5121,Gateway Apartments,1550,2019-03-11
1179,1501 Alamo Drive,Vacaville,False,3,4,True,707-448-3848,Alamo Garden Apartments,5050,
1180,555 Elmira Road,Vacaville,False,3,4,True,707-271-0084,The Parc,5000,
1181,1510 Alamo Drive,Vacaville,True,3,4,True,707-702-1307,Woodcrest,5100,
1182,555 Elmira Road,,False,3,4,True,707-271-0084,The Parc,5000,2019-03-11
1183,1061 Rose Drive,Benicia,False,2,1,False,707-745-5200,Bay Ridge Apartment,3850,
1184,900 Cambridge Drive,Benicia,False,2,1,True,707-745-6178,Benicia Highlands,3850,
1185,91 Riverview Terrace,Benicia,False,1,1,False,707-745-6522,Burgess Point Apartments,2450,
1186,118 Warwick Drive,Benicia,True,2,1,False,707-745-4544,Crestview Apartments,3200,
1187,50 Chelsea Hills Dr # 23,Benicia,False,1,1,False,707-745-3052,Southampton Apartments,1750,
1188,1061 Rose Drive,,False,2,1,False,707-745-5200,Bay Ridge Apartment,3850,2019-03-12
1189,200 Greenbriar Circle,Petaluma,False,3,2,False,855-243-4986,Addison Ranch,4950,
1190,1400 Technology Lane,Petaluma,False,1,2,False,707-775-3161,Azure At Lakeville Square Apartments,2400,
1191,1900 Sestri Lane,Petaluma,False,2,2,False,707-317-1020,Capri Creek Apartments,4000,
1192,1200 D Street #27,Petaluma,False,2,2,False,707-762-6698,Hillview Apartments,3100,
1193,210 Douglas Street # 100,Petaluma,False,2,2,True,707-773-0510,Leib Senior Apartments,3150,
1194,150 Graylawn Avenue,Petaluma,False,2,2,True,707-762-5126,Oak Creek Apartments,3900,
1195,"7011, 109 Magnolia Avenue",Petaluma,False,3,2,False,707-762-6709,Park Lane Apartments,4350,
1196,149 Wyndham Way,Petaluma,False,2,2,True,707-763-8434,Petaluma Senior Citizens Apt,3550,
1197,745 North McDowell Boulevard,Petaluma,False,3,2,True,707-766-8922,Round Walk Village,5200,
1198,909 Martin Circle,Petaluma,False,1,2,False,707-763-9242,Washington Creek Apartments,2600,
1199,200 Greenbriar Circle,,False,1,2,False,855-243-4986,Addison Ranch,2800,2019-03-07
1200,1260 Hopkins Street,,False,3,3,False,510-526-3267,Hopkins Park Apartments,4750,2019-03-08
1201,1747 Lincoln Avenue,,True,3,4,True,415-453-0563,Park Hill Apartments,4950,2019-03-08
1202,1400 Humphrey Drive,Suisun City,False,2,2,False,707-429-3151,Autumn Oaks Apartments,2900,
1203,1359 Worley Road,Suisun City,False,3,2,True,707-399-0529,Breezewood Village,5200,
1204,766 Sunset Avenue,Suisun City,True,3,2,False,707-702-1238,Village Green,5050,
1205,1400 Humphrey Drive,,False,1,2,False,707-429-3151,Autumn Oaks Apartments,2450,2019-03-04
1206,46703 Crawford Street # 2,Fremont,False,1,2,True,510-651-5292,Crawford Apartments,2400,
1207,37811 Fremont Boulevard,Fremont,False,3,2,True,510-797-4520,Fremont Arms,5200,
1208,41342 Roberts Avenue,Fremont,False,3,2,True,510-657-9766,Granada Apartments,3900,
1209,4261 Stevenson Boulevard,Fremont,False,1,2,True,510-656-8200,Lincoln Glen,2650,
