,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
576,Delta Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,11:31,07:15,1,219,False,Economy,,,
577,United Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,23:41,17:35,1,222,False,Economy,,,
578,American Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,14:56,10:05,3,225,False,Economy,,,
579,Alaska Airlines,2019-03-01,Toronto Pearson International Airport,Toronto,1,LAX International Airport,Los Angeles,20:28,09:30,1,277,False,Economy,,,
580,Delta Airlines,2019-03-01,Toronto Pearson International Airport,Toronto,1,LAX International Airport,Los Angeles,19:05,04:00,1,258,False,Economy,,,
581,Southwest Airlines,2019-03-01,Toronto Pearson International Airport,Toronto,0,LAX International Airport,Los Angeles,21:54,13:25,1,194,False,Economy,,,
582,United Airlines,2019-03-01,Toronto Pearson International Airport,Toronto,0,LAX International Airport,Los Angeles,19:19,10:50,1,182,False,Economy,,,
583,Air Canada,2019-03-12,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,20:11,13:25,4,268,False,Economy,,,
584,American Airlines,2019-03-12,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,14:22,10:05,4,270,False,Economy,,,
585,Delta Airlines,2019-03-12,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,14:22,07:15,4,280,False,Economy,,,
586,United Airlines,2019-03-12,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,21:12,17:35,4,276,False,Economy,,,
587,American Airlines,2019-03-07,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,09:26,06:15,1,304,False,Economy,,,
588,Southwest Airlines,2019-03-07,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:05,1,299,False,Economy,,,
589,United Airlines,2019-03-07,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:15,1,289,False,Economy,,,
590,Southwest Airlines,2019-03-07,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:05,4,299,False,Economy,,,
591,American Airlines,2019-03-08,SFO International Airport,San Francisco,1,Heathrow International Airport,London,23:45,15:05,1,390,False,Economy,,,
592,British Airways,2019-03-08,SFO International Airport,San Francisco,1,Heathrow International Airport,London,21:21,13:15,1,429,False,Economy,,,
593,Delta Airlines,2019-03-08,SFO International Airport,San Francisco,1,Heathrow International Airport,London,21:12,08:00,1,402,False,Economy,,,
594,United Airlines,2019-03-08,SFO International Airport,San Francisco,1,Heathrow International Airport,London,09:31,00:25,1,469,False,Economy,,,
595,British Airways,2019-03-08,SFO International Airport,San Francisco,1,Heathrow International Airport,London,00:16,13:15,3,705,False,Premium Economy,,,
596,Alaska Airlines,2019-03-06,Indira Gandhi International Airport,Delhi,0,LAX International Airport,Los Angeles,20:39,17:35,1,266,False,Economy,,,
597,Delta Airlines,2019-03-11,O'Hare International Airport,Chicago,1,Benito Juarez International Airport,Mexico City,04:07,16:40,1,304,True,Economy,,,
598,Delta Airlines,2019-03-11,JFK International Airport,New York,1,KLIA International Airport,Kuala Lumpur,18:01,00:15,1,511,False,Economy,,,
599,Alaska Airlines,2019-03-11,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,18:58,08:25,1,256,False,Economy,,,
600,American Airlines,2019-03-11,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,21:54,08:15,1,296,False,Economy,,,
601,Delta Airlines,2019-03-11,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,14:38,04:55,1,288,True,Economy,,,
602,Southwest Airlines,2019-03-11,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,14:38,04:25,1,278,True,Economy,,,
603,United Airlines,2019-03-11,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,21:54,10:10,1,314,False,Economy,,,
604,American Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,02:32,15:05,1,350,False,Economy,,,
605,Delta Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,18:20,08:00,1,376,False,Economy,,,
606,American Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,08:47,06:25,1,135,True,Economy,,,
607,Delta Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,176,False,Premium Economy,,,
608,Southwest Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,11:42,09:20,1,121,False,Economy,,,
609,United Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,139,False,Economy,,,
610,Alaska Airlines,2019-03-01,SAN International Airport,San Diego,0,PDX International Airport,Portland,20:24,17:40,1,137,False,Economy,,,
611,Delta Airlines,2019-03-01,SAN International Airport,San Diego,0,PDX International Airport,Portland,19:24,16:40,1,123,False,Economy,,,
612,Southwest Airlines,2019-03-01,SAN International Airport,San Diego,0,PDX International Airport,Portland,07:49,05:05,1,129,True,Economy,,,
613,United Airlines,2019-03-01,SAN International Airport,San Diego,0,PDX International Airport,Portland,22:29,19:45,1,147,False,Economy,,,
614,Alaska Airlines,2019-03-01,SAN International Airport,San Diego,0,PDX International Airport,Portland,20:24,17:40,1,233,False,Premium Economy,,,
615,American Airlines,2019-03-02,Charles de Gaulle International Airport,Paris,1,McCarran International Airport,Las Vegas,11:18,09:30,1,536,False,Premium Economy,,,
616,American Airlines,2019-03-02,Charles de Gaulle International Airport,Paris,1,McCarran International Airport,Las Vegas,11:18,09:30,3,536,False,Premium Economy,,,
617,Alaska Airlines,2019-03-07,Sky Harbor International Airport,Phoenix,0,SAN International Airport,San Diego,07:05,05:45,4,98,True,Economy,,,
618,American Airlines,2019-03-05,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,17:06,14:25,1,187,True,Economy,,,
619,Delta Airlines,2019-03-05,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,18:01,15:20,1,205,False,Economy,,,
620,Southwest Airlines,2019-03-05,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,11:11,04:35,1,309,False,Economy,,,
621,United Airlines,2019-03-05,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,14:56,12:15,1,164,False,Economy,,,
622,American Airlines,2019-03-05,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,17:06,14:25,3,187,True,Economy,,,
623,Delta Airlines,2019-03-05,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,18:01,15:20,3,205,False,Economy,,,
624,Southwest Airlines,2019-03-05,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,11:11,04:35,3,309,False,Economy,,,
625,American Airlines,2019-03-11,Heathrow International Airport,London,1,Sky Harbor International Airport,Phoenix,06:04,07:35,2,321,False,Economy,,,
626,Southwest Airlines,2019-03-11,Heathrow International Airport,London,1,Sky Harbor International Airport,Phoenix,06:04,07:05,2,320,False,Economy,,,
627,Southwest Airlines,2019-03-11,Heathrow International Airport,London,1,Sky Harbor International Airport,Phoenix,06:04,07:05,2,531,False,Premium Economy,,,
628,American Airlines,2019-03-07,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,02:39,20:35,1,228,True,Economy,,,
629,British Airways,2019-03-07,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,14:04,08:00,1,260,False,Economy,,,
630,Delta Airlines,2019-03-07,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,22:52,15:35,1,351,False,Economy,,,
631,United Airlines,2019-03-07,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,04:29,22:25,1,246,False,Economy,,,
632,American Airlines,2019-03-07,Sky Harbor International Airport,Phoenix,1,Heathrow International Airport,London,09:18,00:10,1,337,False,Economy,,,
633,British Airways,2019-03-07,Sky Harbor International Airport,Phoenix,1,Heathrow International Airport,London,20:07,08:00,1,419,False,Economy,,,
634,Air France,2019-03-04,Sky Harbor International Airport,Phoenix,1,Charles de Gaulle International Airport,Paris,01:17,13:25,1,367,False,Economy,,,
635,American Airlines,2019-03-04,Sky Harbor International Airport,Phoenix,1,Charles de Gaulle International Airport,Paris,15:47,04:05,1,383,False,Economy,,,
636,Delta Airlines,2019-03-04,Sky Harbor International Airport,Phoenix,1,Charles de Gaulle International Airport,Paris,20:22,11:20,1,362,False,Economy,,,
637,Air France,2019-03-04,Sky Harbor International Airport,Phoenix,1,Charles de Gaulle International Airport,Paris,01:17,13:25,4,367,False,Economy,,,
638,Alaska Airlines,2019-03-04,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,20:22,13:35,1,156,False,Economy,,,
639,American Airlines,2019-03-04,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,22:07,15:20,1,186,False,Economy,,,
640,Delta Airlines,2019-03-04,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,04:52,22:05,1,189,False,Economy,,,
641,Southwest Airlines,2019-03-04,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,00:37,17:50,1,171,False,Economy,,,
642,United Airlines,2019-03-04,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,23:47,17:00,1,169,True,Economy,,,
643,American Airlines,2019-03-13,PHL International Airport,Philadelphia,1,Heathrow International Airport,London,00:16,14:05,1,338,False,Economy,,,
644,American Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,McCarran International Airport,Las Vegas,14:47,09:30,1,211,False,Economy,,,
645,Southwest Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,McCarran International Airport,Las Vegas,15:21,09:55,1,203,False,Economy,,,
646,United Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,McCarran International Airport,Las Vegas,18:21,13:40,1,219,False,Economy,,,
647,Delta Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,03:20,1,284,False,Economy,,,
648,United Airlines,2019-03-10,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,05:13,04:15,1,75,False,Economy,,,
649,American Airlines,2019-03-12,Heathrow International Airport,London,0,JFK International Airport,New York,06:37,18:15,1,227,False,Economy,,,
650,Delta Airlines,2019-03-12,Heathrow International Airport,London,0,JFK International Airport,New York,06:42,18:20,1,187,False,Economy,,,
651,Southwest Airlines,2019-03-12,Heathrow International Airport,London,0,JFK International Airport,New York,04:57,16:35,1,236,False,Economy,,,
652,United Airlines,2019-03-12,Heathrow International Airport,London,1,JFK International Airport,New York,10:14,14:40,1,362,False,Economy,,,
653,Alaska Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,00:21,15:55,4,169,False,Economy,,,
654,American Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,01:24,15:50,4,256,False,Economy,,,
655,Delta Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:31,10:05,4,187,False,Economy,,,
656,Southwest Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,06:45,4,261,False,Economy,,,
657,United Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,4,168,False,Economy,,,
658,American Airlines,2019-03-07,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,16:45,1,202,False,Economy,,,
659,Delta Airlines,2019-03-07,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,16:40,1,200,False,Economy,,,
660,Southwest Airlines,2019-03-07,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,17:20,1,199,False,Economy,,,
661,United Airlines,2019-03-07,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,19:31,12:55,1,203,False,Economy,,,
662,American Airlines,2019-03-07,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,16:45,2,202,False,Economy,,,
663,Alaska Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,103,False,Economy,,,
664,American Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,90,False,Economy,,,
665,Southwest Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,106,False,Economy,,,
666,United Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,09:15,1,97,False,Economy,,,
667,Alaska Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,4,103,False,Economy,,,
668,American Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,4,90,False,Economy,,,
669,Southwest Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,4,106,False,Economy,,,
670,United Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,09:15,4,97,False,Economy,,,
671,Delta Airlines,2019-03-08,JFK International Airport,New York,1,Seattle-Tacoma International Airport,Seattle,18:01,06:10,1,514,False,Premium Economy,,,
672,Air Canada,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,21:12,16:40,1,283,False,Economy,,,
673,American Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,14:22,10:05,1,279,False,Economy,,,
674,Delta Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,07:55,02:10,1,276,False,Economy,,,
675,United Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,21:12,17:35,1,306,False,Economy,,,
676,Air Canada,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,21:12,16:40,4,283,False,Economy,,,
677,American Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,14:22,10:05,4,279,False,Economy,,,
678,Delta Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,07:55,02:10,4,276,False,Economy,,,
679,United Airlines,2019-03-04,SFO International Airport,San Francisco,1,Toronto Pearson International Airport,Toronto,21:12,17:35,4,306,False,Economy,,,
