,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
1362,Ford Focus,Hatchback,Nairobi,2019-03-11,Jomo Kenyatta International Airport,16:30,19.00,2019-03-09,
1363,Nissan Qashqai,Hatchback,Nairobi,2019-03-11,Jomo Kenyatta International Airport,16:30,20.00,2019-03-09,
1364,Suzuki Grand Vitara,SUV,Nairobi,2019-03-11,Jomo Kenyatta International Airport,16:30,34.00,2019-03-09,
1365,Buick Regal Sportback,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,31.00,2019-03-04,
1366,Fiat Panda,Hatchback,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,25.00,2019-03-04,
1367,GMC Terrain,SUV,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,45.00,2019-03-04,
1368,Hyundai Ioniq,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,31.00,2019-03-04,
1369,Mazda CX-5,SUV,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,48.00,2019-03-04,
1370,Mitsubishi Outlander,SUV,Phoenix,2019-03-09,Phoenix Union Station,15:30,40.00,2019-03-04,
1371,Peugeot 208,Hatchback,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,28.00,2019-03-04,
1372,Subaru Impreza,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,15:30,39.00,2019-03-04,
1373,Volvo S90,Sedan,Phoenix,2019-03-09,Phoenix Union Station,15:30,27.00,2019-03-04,
1374,Buick Regal Sportback,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,18:00,38.00,2019-03-12,
1375,Hyundai Ioniq,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,18:00,33.00,2019-03-12,
1376,SEAT Cordoba,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,18:00,33.00,2019-03-12,
1377,Skoda Octavia,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,18:00,31.00,2019-03-12,
1378,Buick Regal Sportback,Sedan,Toronto,2019-03-13,Toronto Pearson International Airport,18:00,35.00,2019-03-12,
1379,Hyundai Ioniq,Sedan,Toronto,2019-03-13,Toronto Pearson International Airport,18:00,31.00,2019-03-12,
1380,SEAT Cordoba,Sedan,Toronto,2019-03-13,Toronto Pearson International Airport,18:00,29.00,2019-03-12,
1381,Skoda Octavia,Sedan,Toronto,2019-03-13,Toronto Pearson International Airport,18:00,37.00,2019-03-12,
1382,Audi A8,Sedan,Phoenix,2019-03-11,Phoenix Union Station,19:30,29.00,2019-03-06,
1383,Dacia Duster,SUV,Phoenix,2019-03-11,Phoenix Union Station,19:30,32.00,2019-03-06,
1384,Peugeot 208,Hatchback,Phoenix,2019-03-11,Phoenix Union Station,19:30,22.00,2019-03-06,
1385,Skoda Octavia,Sedan,Phoenix,2019-03-11,Phoenix Union Station,19:30,35.00,2019-03-06,
1386,Subaru Impreza,Sedan,Phoenix,2019-03-11,Phoenix Union Station,19:30,32.00,2019-03-06,
1387,Volvo S90,Sedan,Phoenix,2019-03-11,Phoenix Union Station,19:30,30.00,2019-03-06,
1388,Alfa Romeo Stelvio,SUV,Portland,2019-03-12,Portland Bus Station,13:30,43.00,2019-03-11,
1389,Buick Regal Sportback,Sedan,Portland,2019-03-12,PDX International Airport,13:30,33.00,2019-03-11,
1390,Citroen C5,SUV,Portland,2019-03-12,Union Station,13:30,43.00,2019-03-11,
1391,Dacia Duster,SUV,Portland,2019-03-12,Portland Bus Station,13:30,35.00,2019-03-11,
1392,Ford Focus,Hatchback,Portland,2019-03-12,PDX International Airport,13:30,33.00,2019-03-11,
1393,Hyundai Ioniq,Sedan,Portland,2019-03-12,Portland Bus Station,13:30,35.00,2019-03-11,
1394,Jaguar F-Pace,SUV,Portland,2019-03-12,PDX International Airport,13:30,45.00,2019-03-11,
1395,Kia Ceed,Hatchback,Portland,2019-03-12,Union Station,13:30,26.00,2019-03-11,
1396,Lexus GS,Sedan,Portland,2019-03-12,Portland Bus Station,13:30,29.00,2019-03-11,
1397,Mazda 3,Hatchback,Portland,2019-03-12,PDX International Airport,13:30,29.00,2019-03-11,
1398,Alfa Romeo Stelvio,SUV,New York,2019-03-12,Port Authority Station,14:00,40.00,2019-03-09,
1399,Audi A8,Sedan,New York,2019-03-12,JFK International Airport,14:00,31.00,2019-03-09,
1400,Buick Regal Sportback,Sedan,New York,2019-03-12,JFK International Airport,14:00,34.00,2019-03-09,
1401,Dodge Charger,Sedan,New York,2019-03-12,Grand Central Station,14:00,30.00,2019-03-09,
1402,Hyundai Ioniq,Sedan,New York,2019-03-12,Port Authority Station,14:00,22.00,2019-03-09,
1403,Jaguar F-Pace,SUV,New York,2019-03-12,JFK International Airport,14:00,40.00,2019-03-09,
1404,Kia Ceed,Hatchback,New York,2019-03-12,Port Authority Station,14:00,23.00,2019-03-09,
1405,Lexus GS,Sedan,New York,2019-03-12,Port Authority Station,14:00,28.00,2019-03-09,
1406,Peugeot 208,Hatchback,New York,2019-03-12,JFK International Airport,14:00,27.00,2019-03-09,
1407,Renault Clio,Hatchback,New York,2019-03-12,Grand Central Station,14:00,26.00,2019-03-09,
1408,Mazda 3,Hatchback,San Francisco,2019-03-14,Salesforce Transit Center,18:30,25.00,2019-03-13,
1409,Vauxhaull Astra,Hatchback,San Francisco,2019-03-14,Salesforce Transit Center,18:30,27.00,2019-03-13,
1410,Alfa Romeo Stelvio,SUV,Philadelphia,2019-03-10,Intercity Terminal,15:00,40.00,2019-03-06,
1411,Dodge Charger,Sedan,Philadelphia,2019-03-10,30th Street Station,15:00,30.00,2019-03-06,
1412,Ford Focus,Hatchback,Philadelphia,2019-03-10,30th Street Station,15:00,24.00,2019-03-06,
1413,GMC Terrain,SUV,Philadelphia,2019-03-10,Intercity Terminal,15:00,46.00,2019-03-06,
1414,Hyundai Ioniq,Sedan,Philadelphia,2019-03-10,30th Street Station,15:00,28.00,2019-03-06,
1415,Jaguar F-Pace,SUV,Philadelphia,2019-03-10,Intercity Terminal,15:00,31.00,2019-03-06,
1416,Kia Ceed,Hatchback,Philadelphia,2019-03-10,30th Street Station,15:00,25.00,2019-03-06,
1417,Mazda 3,Hatchback,Philadelphia,2019-03-10,PHL International Airport,15:00,27.00,2019-03-06,
1418,Mitsubishi Outlander,SUV,Philadelphia,2019-03-10,PHL International Airport,15:00,46.00,2019-03-06,
1419,Renault Clio,Hatchback,Philadelphia,2019-03-10,Intercity Terminal,15:00,28.00,2019-03-06,
1420,Dodge Charger,Sedan,Philadelphia,2019-03-10,30th Street Station,18:30,30.00,2019-03-07,
1421,Ford Focus,Hatchback,Philadelphia,2019-03-10,30th Street Station,18:30,27.00,2019-03-07,
1422,Hyundai Ioniq,Sedan,Philadelphia,2019-03-10,30th Street Station,18:30,34.00,2019-03-07,
1423,Kia Ceed,Hatchback,Philadelphia,2019-03-10,30th Street Station,18:30,28.00,2019-03-07,
1424,Skoda Kodiaq,SUV,Philadelphia,2019-03-10,30th Street Station,18:30,43.00,2019-03-07,
1425,Audi A8,Sedan,Nairobi,2019-03-12,Jomo Kenyatta International Airport,14:30,22.00,2019-03-08,
1426,Buick Regal Sportback,Sedan,Nairobi,2019-03-12,Jomo Kenyatta International Airport,14:30,23.00,2019-03-08,
1427,Ford Focus,Hatchback,Nairobi,2019-03-12,Jomo Kenyatta International Airport,14:30,19.00,2019-03-08,
1428,Nissan Qashqai,Hatchback,Nairobi,2019-03-12,Jomo Kenyatta International Airport,14:30,19.00,2019-03-08,
1429,Suzuki Grand Vitara,SUV,Nairobi,2019-03-12,Jomo Kenyatta International Airport,14:30,37.00,2019-03-08,
1430,Audi A8,Sedan,San Francisco,2019-03-14,Salesforce Transit Center,20:00,30.00,2019-03-10,
1431,Buick Regal Sportback,Sedan,San Francisco,2019-03-14,Salesforce Transit Center,20:00,29.00,2019-03-10,
1432,Jaguar F-Pace,SUV,San Francisco,2019-03-14,Salesforce Transit Center,20:00,41.00,2019-03-10,
1433,Lexus GS,Sedan,San Francisco,2019-03-14,Salesforce Transit Center,20:00,29.00,2019-03-10,
1434,Mazda 3,Hatchback,San Francisco,2019-03-14,Salesforce Transit Center,20:00,30.00,2019-03-10,
1435,SEAT Cordoba,Sedan,San Francisco,2019-03-14,Salesforce Transit Center,20:00,30.00,2019-03-10,
1436,Vauxhaull Astra,Hatchback,San Francisco,2019-03-14,Salesforce Transit Center,20:00,23.00,2019-03-10,
1437,Audi A8,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,14:30,29.00,2019-03-07,
1438,Buick Regal Sportback,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,14:30,29.00,2019-03-07,
1439,Fiat Panda,Hatchback,San Francisco,2019-03-08,SFO International Airport,14:30,28.00,2019-03-07,
1440,GMC Terrain,SUV,San Francisco,2019-03-08,SFO International Airport,14:30,43.00,2019-03-07,
1441,Hyundai Ioniq,Sedan,San Francisco,2019-03-08,SFO International Airport,14:30,29.00,2019-03-07,
1442,Jaguar F-Pace,SUV,San Francisco,2019-03-08,Salesforce Transit Center,14:30,43.00,2019-03-07,
1443,Kia Ceed,Hatchback,San Francisco,2019-03-08,SFO International Airport,14:30,25.00,2019-03-07,
1444,Lexus GS,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,14:30,28.00,2019-03-07,
1445,Mazda 3,Hatchback,San Francisco,2019-03-08,Salesforce Transit Center,14:30,24.00,2019-03-07,
1446,Mitsubishi Outlander,SUV,San Francisco,2019-03-08,SFO International Airport,14:30,39.00,2019-03-07,
1447,Citroen C5,SUV,San Diego,2019-03-13,SAN International Airport,16:30,53.00,2019-03-11,
1448,Hyundai Ioniq,Sedan,San Diego,2019-03-13,Santa Fe Depot,16:30,29.00,2019-03-11,
1449,Jaguar F-Pace,SUV,San Diego,2019-03-13,Santa Fe Depot,16:30,33.00,2019-03-11,
1450,Lexus GS,Sedan,San Diego,2019-03-13,SAN International Airport,16:30,34.00,2019-03-11,
1451,Mazda 3,Hatchback,San Diego,2019-03-13,SAN International Airport,16:30,26.00,2019-03-11,
1452,Mitsubishi Outlander,SUV,San Diego,2019-03-13,SAN International Airport,16:30,36.00,2019-03-11,
1453,SEAT Cordoba,Sedan,San Diego,2019-03-13,Santa Fe Depot,16:30,32.00,2019-03-11,
1454,SEAT Leon,Hatchback,San Diego,2019-03-13,SAN International Airport,16:30,29.00,2019-03-11,
1455,Skoda Octavia,Sedan,San Diego,2019-03-13,SAN International Airport,16:30,34.00,2019-03-11,
1456,Vauxhaull Astra,Hatchback,San Diego,2019-03-13,SAN International Airport,16:30,29.00,2019-03-11,
1457,Citroen C5,SUV,San Diego,2019-03-06,SAN International Airport,14:00,41.00,2019-03-05,
1458,Hyundai Ioniq,Sedan,San Diego,2019-03-06,Santa Fe Depot,14:00,27.00,2019-03-05,
1459,Jaguar F-Pace,SUV,San Diego,2019-03-06,Santa Fe Depot,14:00,41.00,2019-03-05,
1460,Lexus GS,Sedan,San Diego,2019-03-06,SAN International Airport,14:00,29.00,2019-03-05,
1461,Mazda 3,Hatchback,San Diego,2019-03-06,SAN International Airport,14:00,29.00,2019-03-05,
1462,Mitsubishi Outlander,SUV,San Diego,2019-03-06,SAN International Airport,14:00,37.00,2019-03-05,
1463,SEAT Cordoba,Sedan,San Diego,2019-03-06,Santa Fe Depot,14:00,29.00,2019-03-05,
1464,SEAT Leon,Hatchback,San Diego,2019-03-06,SAN International Airport,14:00,32.00,2019-03-05,
1465,Skoda Octavia,Sedan,San Diego,2019-03-06,SAN International Airport,14:00,33.00,2019-03-05,
1466,Vauxhaull Astra,Hatchback,San Diego,2019-03-06,SAN International Airport,14:00,28.00,2019-03-05,
1467,Hyundai Ioniq,Sedan,Portland,2019-03-07,Portland Bus Station,19:30,27.00,2019-03-06,
1468,Lexus GS,Sedan,Portland,2019-03-07,Portland Bus Station,19:30,30.00,2019-03-06,
1469,SEAT Cordoba,Sedan,Portland,2019-03-07,Portland Bus Station,19:30,27.00,2019-03-06,
1470,Subaru Impreza,Sedan,Portland,2019-03-07,Portland Bus Station,19:30,28.00,2019-03-06,
1471,Audi A8,Sedan,Seattle,2019-03-11,King Street Station,15:30,30.00,2019-03-05,
1472,Dacia Duster,SUV,Seattle,2019-03-11,King Street Station,15:30,37.00,2019-03-05,
1473,Hyundai Ioniq,Sedan,Seattle,2019-03-11,King Street Station,15:30,33.00,2019-03-05,
1474,Nissan Qashqai,Hatchback,Seattle,2019-03-11,King Street Station,15:30,28.00,2019-03-05,
1475,Suzuki Grand Vitara,SUV,Seattle,2019-03-11,Seattle-Tacoma International Airport,15:30,48.00,2019-03-05,
1476,Vauxhaull Astra,Hatchback,Seattle,2019-03-11,Seattle-Tacoma International Airport,15:30,27.00,2019-03-05,
1477,Buick Regal Sportback,Sedan,New York,2019-03-10,JFK International Airport,15:00,36.00,2019-03-05,
1478,Dodge Charger,Sedan,New York,2019-03-10,Grand Central Station,15:00,28.00,2019-03-05,
1479,Hyundai Ioniq,Sedan,New York,2019-03-10,Port Authority Station,15:00,27.00,2019-03-05,
1480,Jaguar F-Pace,SUV,New York,2019-03-10,JFK International Airport,15:00,36.00,2019-03-05,
1481,Kia Ceed,Hatchback,New York,2019-03-10,Port Authority Station,15:00,23.00,2019-03-05,
1482,Lexus GS,Sedan,New York,2019-03-10,Port Authority Station,15:00,29.00,2019-03-05,
1483,Peugeot 208,Hatchback,New York,2019-03-10,JFK International Airport,15:00,29.00,2019-03-05,
1484,Renault Clio,Hatchback,New York,2019-03-10,Grand Central Station,15:00,25.00,2019-03-05,
1485,SEAT Cordoba,Sedan,New York,2019-03-10,Grand Central Station,15:00,32.00,2019-03-05,
1486,Skoda Kodiaq,SUV,New York,2019-03-10,JFK International Airport,15:00,43.00,2019-03-05,
1487,Alfa Romeo Stelvio,SUV,Washington,2019-03-06,Union Station,13:30,45.00,2019-03-03,
1488,Buick Regal Sportback,Sedan,Washington,2019-03-06,Union Station,13:30,34.00,2019-03-03,
1489,Citroen C5,SUV,Washington,2019-03-06,Dulles International Airport,13:30,40.00,2019-03-03,
1490,Dacia Duster,SUV,Washington,2019-03-06,Union Station,13:30,33.00,2019-03-03,
1491,Dodge Charger,Sedan,Washington,2019-03-06,Dulles International Airport,13:30,32.00,2019-03-03,
1492,Fiat Panda,Hatchback,Washington,2019-03-06,Dulles International Airport,13:30,27.00,2019-03-03,
1493,Jaguar F-Pace,SUV,Washington,2019-03-06,Dulles International Airport,13:30,44.00,2019-03-03,
1494,Mazda 3,Hatchback,Washington,2019-03-06,Union Station,13:30,21.00,2019-03-03,
1495,Peugeot 208,Hatchback,Washington,2019-03-06,Union Station,13:30,22.00,2019-03-03,
1496,Renault Clio,Hatchback,Washington,2019-03-06,Dulles International Airport,13:30,29.00,2019-03-03,
1497,Dodge Charger,Sedan,Philadelphia,2019-03-12,30th Street Station,14:00,35.00,2019-03-08,
1498,Hyundai Ioniq,Sedan,Philadelphia,2019-03-12,30th Street Station,14:00,29.00,2019-03-08,
1499,SEAT Cordoba,Sedan,Philadelphia,2019-03-12,Intercity Terminal,14:00,35.00,2019-03-08,
1500,Skoda Octavia,Sedan,Philadelphia,2019-03-12,PHL International Airport,14:00,28.00,2019-03-08,
1501,Subaru Impreza,Sedan,Philadelphia,2019-03-12,PHL International Airport,14:00,35.00,2019-03-08,
1502,Volvo S90,Sedan,Philadelphia,2019-03-12,PHL International Airport,14:00,31.00,2019-03-08,
1503,Dodge Charger,Sedan,Philadelphia,2019-03-12,30th Street Station,12:30,35.00,2019-03-08,
1504,Hyundai Ioniq,Sedan,Philadelphia,2019-03-12,30th Street Station,12:30,29.00,2019-03-08,
1505,SEAT Cordoba,Sedan,Philadelphia,2019-03-12,Intercity Terminal,12:30,35.00,2019-03-08,
1506,Skoda Octavia,Sedan,Philadelphia,2019-03-12,PHL International Airport,12:30,28.00,2019-03-08,
1507,Subaru Impreza,Sedan,Philadelphia,2019-03-12,PHL International Airport,12:30,35.00,2019-03-08,
1508,Volvo S90,Sedan,Philadelphia,2019-03-12,PHL International Airport,12:30,31.00,2019-03-08,
1509,Alfa Romeo Stelvio,SUV,Philadelphia,2019-03-09,Intercity Terminal,10:00,34.00,2019-03-03,
1510,Renault Clio,Hatchback,Philadelphia,2019-03-09,Intercity Terminal,10:00,25.00,2019-03-03,
1511,Mazda 3,Hatchback,Philadelphia,2019-03-09,PHL International Airport,09:30,31.00,2019-03-03,
1512,SEAT Leon,Hatchback,Philadelphia,2019-03-09,PHL International Airport,09:30,27.00,2019-03-03,
1513,Skoda Octavia,Sedan,Philadelphia,2019-03-09,PHL International Airport,09:30,32.00,2019-03-03,
1514,Subaru Impreza,Sedan,Philadelphia,2019-03-09,PHL International Airport,09:30,38.00,2019-03-03,
1515,Alfa Romeo Stelvio,SUV,Portland,2019-03-13,Portland Bus Station,20:00,40.00,2019-03-10,
1516,Dacia Duster,SUV,Portland,2019-03-13,Portland Bus Station,20:00,43.00,2019-03-10,
1517,Hyundai Ioniq,Sedan,Portland,2019-03-13,Portland Bus Station,20:00,25.00,2019-03-10,
1518,Kia Ceed,Hatchback,Portland,2019-03-13,Portland Bus Station,20:00,23.00,2019-03-10,
1519,Lexus GS,Sedan,Portland,2019-03-13,Portland Bus Station,20:00,36.00,2019-03-10,
1520,Renault Clio,Hatchback,Portland,2019-03-13,Portland Bus Station,20:00,24.00,2019-03-10,
1521,SEAT Cordoba,Sedan,Portland,2019-03-13,Portland Bus Station,20:00,37.00,2019-03-10,
1522,SEAT Leon,Hatchback,Portland,2019-03-13,Portland Bus Station,20:00,26.00,2019-03-10,
1523,Subaru Impreza,Sedan,Portland,2019-03-13,Portland Bus Station,20:00,30.00,2019-03-10,
1524,Vauxhaull Astra,Hatchback,Portland,2019-03-13,Portland Bus Station,20:00,26.00,2019-03-10,
1525,Alfa Romeo Stelvio,SUV,New York,2019-03-04,Port Authority Station,12:00,43.00,2019-03-02,
1526,Audi A8,Sedan,New York,2019-03-04,JFK International Airport,12:00,23.00,2019-03-02,
1527,Buick Regal Sportback,Sedan,New York,2019-03-04,JFK International Airport,12:00,36.00,2019-03-02,
1528,Dodge Charger,Sedan,New York,2019-03-04,Grand Central Station,12:00,27.00,2019-03-02,
1529,Hyundai Ioniq,Sedan,New York,2019-03-04,Port Authority Station,12:00,35.00,2019-03-02,
1530,Jaguar F-Pace,SUV,New York,2019-03-04,JFK International Airport,12:00,42.00,2019-03-02,
1531,Kia Ceed,Hatchback,New York,2019-03-04,Port Authority Station,12:00,22.00,2019-03-02,
1532,Lexus GS,Sedan,New York,2019-03-04,Port Authority Station,12:00,30.00,2019-03-02,
1533,Peugeot 208,Hatchback,New York,2019-03-04,JFK International Airport,12:00,22.00,2019-03-02,
1534,Renault Clio,Hatchback,New York,2019-03-04,Grand Central Station,12:00,22.00,2019-03-02,
1535,Lexus GS,Sedan,Seattle,2019-03-14,Seattle-Tacoma International Airport,10:00,35.00,2019-03-07,
1536,Audi A8,Sedan,Seattle,2019-03-14,King Street Station,09:30,35.00,2019-03-07,
1537,Hyundai Ioniq,Sedan,Seattle,2019-03-14,Seattle-Tacoma International Airport,10:00,26.00,2019-03-08,
1538,Audi A8,Sedan,Seattle,2019-03-14,King Street Station,09:30,28.00,2019-03-08,
1539,Dodge Charger,Sedan,Seattle,2019-03-14,King Street Station,09:30,31.00,2019-03-08,
1540,Lexus GS,Sedan,Seattle,2019-03-14,King Street Station,09:30,28.00,2019-03-08,
1541,Alfa Romeo Stelvio,SUV,New York,2019-03-14,Port Authority Station,16:30,44.00,2019-03-13,
1542,Audi A8,Sedan,New York,2019-03-14,JFK International Airport,16:30,36.00,2019-03-13,
1543,Buick Regal Sportback,Sedan,New York,2019-03-14,JFK International Airport,16:30,31.00,2019-03-13,
1544,Dodge Charger,Sedan,New York,2019-03-14,Grand Central Station,16:30,30.00,2019-03-13,
1545,Hyundai Ioniq,Sedan,New York,2019-03-14,Port Authority Station,16:30,31.00,2019-03-13,
1546,Jaguar F-Pace,SUV,New York,2019-03-14,JFK International Airport,16:30,42.00,2019-03-13,
1547,Kia Ceed,Hatchback,New York,2019-03-14,Port Authority Station,16:30,28.00,2019-03-13,
1548,Lexus GS,Sedan,New York,2019-03-14,Port Authority Station,16:30,31.00,2019-03-13,
1549,Peugeot 208,Hatchback,New York,2019-03-14,JFK International Airport,16:30,26.00,2019-03-13,
1550,Renault Clio,Hatchback,New York,2019-03-14,Grand Central Station,16:30,25.00,2019-03-13,
1551,Alfa Romeo Stelvio,SUV,Philadelphia,2019-03-06,Intercity Terminal,10:00,35.00,2019-03-04,
1552,Dodge Charger,Sedan,Philadelphia,2019-03-06,Intercity Terminal,10:00,31.00,2019-03-04,
1553,GMC Terrain,SUV,Philadelphia,2019-03-06,Intercity Terminal,10:00,38.00,2019-03-04,
1554,Jaguar F-Pace,SUV,Philadelphia,2019-03-06,Intercity Terminal,10:00,43.00,2019-03-04,
1555,Renault Clio,Hatchback,Philadelphia,2019-03-06,Intercity Terminal,10:00,26.00,2019-03-04,
1556,SEAT Cordoba,Sedan,Philadelphia,2019-03-06,Intercity Terminal,10:00,27.00,2019-03-04,
1557,Mazda 3,Hatchback,Philadelphia,2019-03-06,PHL International Airport,09:30,29.00,2019-03-04,
1558,Mitsubishi Outlander,SUV,Philadelphia,2019-03-06,PHL International Airport,09:30,39.00,2019-03-04,
1559,SEAT Leon,Hatchback,Philadelphia,2019-03-06,PHL International Airport,09:30,26.00,2019-03-04,
1560,Skoda Octavia,Sedan,Philadelphia,2019-03-06,PHL International Airport,09:30,34.00,2019-03-04,
1561,Jaguar F-Pace,SUV,New York,2019-03-11,JFK International Airport,12:30,42.00,2019-03-05,
1562,Skoda Kodiaq,SUV,New York,2019-03-11,JFK International Airport,12:30,46.00,2019-03-05,
1563,Suzuki Grand Vitara,SUV,New York,2019-03-11,Port Authority Station,12:30,42.00,2019-03-05,
1564,Audi A8,Sedan,Las Vegas,2019-03-08,Union Plaza,15:00,31.00,2019-03-05,
1565,Buick Regal Sportback,Sedan,Las Vegas,2019-03-08,McCarran International Airport,15:00,29.00,2019-03-05,
1566,Dodge Charger,Sedan,Las Vegas,2019-03-08,McCarran International Airport,15:00,35.00,2019-03-05,
1567,Fiat Panda,Hatchback,Las Vegas,2019-03-08,McCarran International Airport,15:00,29.00,2019-03-05,
1568,GMC Terrain,SUV,Las Vegas,2019-03-08,Union Plaza,15:00,39.00,2019-03-05,
1569,Lexus GS,Sedan,Las Vegas,2019-03-08,Union Plaza,15:00,32.00,2019-03-05,
1570,Mazda CX-5,SUV,Las Vegas,2019-03-08,McCarran International Airport,15:00,41.00,2019-03-05,
1571,Nissan Qashqai,Hatchback,Las Vegas,2019-03-08,Union Plaza,15:00,26.00,2019-03-05,
1572,Peugeot 208,Hatchback,Las Vegas,2019-03-08,McCarran International Airport,15:00,26.00,2019-03-05,
1573,Renault Clio,Hatchback,Las Vegas,2019-03-08,McCarran International Airport,15:00,27.00,2019-03-05,
1574,Dacia Duster,SUV,Vancouver,2019-03-13,YVR International Airport,20:00,40.00,2019-03-09,
1575,Ford Focus,Hatchback,Vancouver,2019-03-13,YVR International Airport,20:00,22.00,2019-03-09,
1576,Jaguar F-Pace,SUV,Vancouver,2019-03-13,YVR International Airport,20:00,46.00,2019-03-09,
1577,Mazda 3,Hatchback,Vancouver,2019-03-13,YVR International Airport,20:00,28.00,2019-03-09,
