,fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
860,27,Sacramento,Sacramento Valley Station,2019-03-05,11:00,Fresno,Fresno Station,0,1
861,29,Sacramento,Sacramento Valley Station,2019-03-05,13:30,Fresno,Fresno Station,0,1
862,28,Sacramento,Sacramento Valley Station,2019-03-05,18:40,Fresno,Fresno Station,0,1
863,11,Long Beach,Downtown Station,2019-03-14,06:40,Los Angeles,Union Station,0,1
864,11,Long Beach,Downtown Station,2019-03-14,07:40,Los Angeles,Union Station,0,1
865,12,Long Beach,Downtown Station,2019-03-14,10:40,Los Angeles,Union Station,0,1
866,11,Long Beach,Downtown Station,2019-03-14,11:30,Los Angeles,Union Station,0,1
867,11,Long Beach,Downtown Station,2019-03-14,12:50,Los Angeles,Union Station,0,1
868,14,Long Beach,Downtown Station,2019-03-14,13:40,Los Angeles,Union Station,0,1
869,13,Long Beach,Downtown Station,2019-03-14,13:50,Los Angeles,Union Station,0,1
870,12,Long Beach,Downtown Station,2019-03-14,15:20,Los Angeles,Union Station,0,1
871,12,Long Beach,Downtown Station,2019-03-14,16:00,Los Angeles,Union Station,0,1
872,11,Long Beach,Downtown Station,2019-03-14,16:30,Los Angeles,Union Station,0,1
873,11,Long Beach,Downtown Station,2019-03-14,06:40,Los Angeles,Union Station,0,3
874,81,Sacramento,Sacramento Valley Station,2019-03-01,10:20,San Diego,Santa Fe Depot,1,1
875,79,Sacramento,Sacramento Valley Station,2019-03-01,10:50,San Diego,Santa Fe Depot,1,1
876,75,Sacramento,Sacramento Valley Station,2019-03-01,11:00,San Diego,Santa Fe Depot,1,1
877,73,Sacramento,Sacramento Valley Station,2019-03-01,12:50,San Diego,Santa Fe Depot,1,1
878,80,Sacramento,Sacramento Valley Station,2019-03-01,13:00,San Diego,Santa Fe Depot,1,1
879,79,Sacramento,Sacramento Valley Station,2019-03-01,13:20,San Diego,Santa Fe Depot,1,1
880,73,Sacramento,Sacramento Valley Station,2019-03-01,13:30,San Diego,Santa Fe Depot,1,1
881,74,Sacramento,Sacramento Valley Station,2019-03-01,19:50,San Diego,Santa Fe Depot,1,1
882,43,Las Vegas,Union Plaza,2019-03-07,07:20,Los Angeles,Union Station,0,2
883,36,Las Vegas,Union Plaza,2019-03-07,10:20,Los Angeles,Union Station,0,2
884,38,Las Vegas,Union Plaza,2019-03-07,11:50,Los Angeles,Union Station,0,2
885,38,Las Vegas,Union Plaza,2019-03-07,17:00,Los Angeles,Union Station,0,2
886,31,Seattle,King Street Station,2019-03-02,06:10,Portland,Portland Bus Station,0,1
887,30,Seattle,King Street Station,2019-03-02,06:30,Portland,Portland Bus Station,0,1
888,29,Seattle,King Street Station,2019-03-02,08:30,Portland,Portland Bus Station,0,1
889,32,Seattle,King Street Station,2019-03-02,09:10,Portland,Portland Bus Station,0,1
890,28,Seattle,King Street Station,2019-03-02,09:20,Portland,Portland Bus Station,0,1
891,31,Seattle,King Street Station,2019-03-02,09:50,Portland,Portland Bus Station,0,1
892,28,Seattle,King Street Station,2019-03-02,13:10,Portland,Portland Bus Station,0,1
893,34,Seattle,King Street Station,2019-03-02,16:10,Portland,Portland Bus Station,0,1
894,29,Seattle,King Street Station,2019-03-02,19:20,Portland,Portland Bus Station,0,1
895,36,Seattle,King Street Station,2019-03-02,19:30,Portland,Portland Bus Station,0,1
896,31,Seattle,King Street Station,2019-03-02,06:10,Portland,Portland Bus Station,0,3
897,50,Los Angeles,Union Station,2019-03-02,06:20,San Francisco,Salesforce Transit Center,0,1
898,50,Los Angeles,Union Station,2019-03-02,08:20,San Francisco,Salesforce Transit Center,0,1
899,44,Los Angeles,Union Station,2019-03-02,08:30,San Francisco,Salesforce Transit Center,0,1
900,49,Los Angeles,Union Station,2019-03-02,09:50,San Francisco,Salesforce Transit Center,0,1
901,51,Los Angeles,Union Station,2019-03-02,13:30,San Francisco,Salesforce Transit Center,0,1
902,46,Los Angeles,Union Station,2019-03-02,14:20,San Francisco,Salesforce Transit Center,0,1
903,54,Los Angeles,Union Station,2019-03-02,14:40,San Francisco,Salesforce Transit Center,0,1
904,42,Los Angeles,Union Station,2019-03-02,16:10,San Francisco,Salesforce Transit Center,0,1
905,51,Los Angeles,Union Station,2019-03-02,19:00,San Francisco,Salesforce Transit Center,0,1
906,51,Los Angeles,Union Station,2019-03-02,19:40,San Francisco,Salesforce Transit Center,0,1
907,11,Los Angeles,Union Station,2019-03-13,06:30,Long Beach,Downtown Station,0,1
908,10,Los Angeles,Union Station,2019-03-13,06:40,Long Beach,Downtown Station,0,1
909,12,Los Angeles,Union Station,2019-03-13,07:00,Long Beach,Downtown Station,0,1
910,11,Los Angeles,Union Station,2019-03-13,07:40,Long Beach,Downtown Station,0,1
911,10,Los Angeles,Union Station,2019-03-13,09:00,Long Beach,Downtown Station,0,1
912,11,Los Angeles,Union Station,2019-03-13,10:40,Long Beach,Downtown Station,0,1
913,11,Los Angeles,Union Station,2019-03-13,10:50,Long Beach,Downtown Station,0,1
914,12,Los Angeles,Union Station,2019-03-13,11:00,Long Beach,Downtown Station,0,1
915,13,Los Angeles,Union Station,2019-03-13,11:50,Long Beach,Downtown Station,0,1
916,10,Los Angeles,Union Station,2019-03-13,12:50,Long Beach,Downtown Station,0,1
917,11,Los Angeles,Union Station,2019-03-13,06:30,Long Beach,Downtown Station,0,4
918,10,Los Angeles,Union Station,2019-03-13,06:40,Long Beach,Downtown Station,0,4
919,12,Los Angeles,Union Station,2019-03-13,07:00,Long Beach,Downtown Station,0,4
920,11,Los Angeles,Union Station,2019-03-13,07:40,Long Beach,Downtown Station,0,4
921,10,Los Angeles,Union Station,2019-03-13,09:00,Long Beach,Downtown Station,0,4
922,11,Los Angeles,Union Station,2019-03-13,10:40,Long Beach,Downtown Station,0,4
923,11,Los Angeles,Union Station,2019-03-13,10:50,Long Beach,Downtown Station,0,4
924,12,Los Angeles,Union Station,2019-03-13,11:00,Long Beach,Downtown Station,0,4
925,13,Los Angeles,Union Station,2019-03-13,11:50,Long Beach,Downtown Station,0,4
926,12,Anaheim,Anaheim Intermodal Center,2019-03-11,06:10,Los Angeles,Union Station,0,1
927,12,Anaheim,Anaheim Intermodal Center,2019-03-11,08:40,Los Angeles,Union Station,0,1
928,11,Anaheim,Anaheim Intermodal Center,2019-03-11,09:10,Los Angeles,Union Station,0,1
929,15,Anaheim,Anaheim Intermodal Center,2019-03-11,11:20,Los Angeles,Union Station,0,1
930,13,Anaheim,Anaheim Intermodal Center,2019-03-11,12:10,Los Angeles,Union Station,0,1
931,12,Anaheim,Anaheim Intermodal Center,2019-03-11,13:30,Los Angeles,Union Station,0,1
932,14,Anaheim,Anaheim Intermodal Center,2019-03-11,13:50,Los Angeles,Union Station,0,1
933,12,Anaheim,Anaheim Intermodal Center,2019-03-11,16:10,Los Angeles,Union Station,0,1
934,10,Anaheim,Anaheim Intermodal Center,2019-03-11,17:00,Los Angeles,Union Station,0,1
935,11,Anaheim,Anaheim Intermodal Center,2019-03-11,17:20,Los Angeles,Union Station,0,1
936,12,Anaheim,Anaheim Intermodal Center,2019-03-11,06:10,Los Angeles,Union Station,0,2
937,12,Anaheim,Anaheim Intermodal Center,2019-03-11,08:40,Los Angeles,Union Station,0,2
938,11,Anaheim,Anaheim Intermodal Center,2019-03-11,09:10,Los Angeles,Union Station,0,2
939,15,Anaheim,Anaheim Intermodal Center,2019-03-11,11:20,Los Angeles,Union Station,0,2
940,13,Anaheim,Anaheim Intermodal Center,2019-03-11,12:10,Los Angeles,Union Station,0,2
941,12,Anaheim,Anaheim Intermodal Center,2019-03-11,13:30,Los Angeles,Union Station,0,2
942,14,Anaheim,Anaheim Intermodal Center,2019-03-11,13:50,Los Angeles,Union Station,0,2
943,12,Anaheim,Anaheim Intermodal Center,2019-03-11,16:10,Los Angeles,Union Station,0,2
944,10,Anaheim,Anaheim Intermodal Center,2019-03-11,17:00,Los Angeles,Union Station,0,2
945,11,Anaheim,Anaheim Intermodal Center,2019-03-11,17:20,Los Angeles,Union Station,0,2
946,45,Los Angeles,Union Station,2019-03-01,06:20,San Francisco,Salesforce Transit Center,0,3
947,52,Los Angeles,Union Station,2019-03-01,08:20,San Francisco,Salesforce Transit Center,0,3
948,48,Los Angeles,Union Station,2019-03-01,08:30,San Francisco,Salesforce Transit Center,0,3
949,53,Los Angeles,Union Station,2019-03-01,09:50,San Francisco,Salesforce Transit Center,0,3
950,46,Los Angeles,Union Station,2019-03-01,13:30,San Francisco,Salesforce Transit Center,0,3
951,44,Los Angeles,Union Station,2019-03-01,14:20,San Francisco,Salesforce Transit Center,0,3
952,46,Los Angeles,Union Station,2019-03-01,14:40,San Francisco,Salesforce Transit Center,0,3
953,51,Los Angeles,Union Station,2019-03-01,16:10,San Francisco,Salesforce Transit Center,0,3
954,50,Los Angeles,Union Station,2019-03-01,19:00,San Francisco,Salesforce Transit Center,0,3
955,45,Los Angeles,Union Station,2019-03-01,19:40,San Francisco,Salesforce Transit Center,0,3
956,45,Long Beach,Downtown Station,2019-03-09,06:50,San Francisco,Salesforce Transit Center,0,1
957,51,Long Beach,Downtown Station,2019-03-09,07:00,San Francisco,Salesforce Transit Center,0,1
958,49,Long Beach,Downtown Station,2019-03-09,08:30,San Francisco,Salesforce Transit Center,0,1
959,40,Long Beach,Downtown Station,2019-03-09,10:20,San Francisco,Salesforce Transit Center,0,1
960,44,Long Beach,Downtown Station,2019-03-09,10:30,San Francisco,Salesforce Transit Center,0,1
961,45,Long Beach,Downtown Station,2019-03-09,19:00,San Francisco,Salesforce Transit Center,0,1
962,44,Long Beach,Downtown Station,2019-03-09,19:30,San Francisco,Salesforce Transit Center,0,1
963,42,Portland,Portland Bus Station,2019-03-13,06:50,Vancouver,Pacific Central Station,0,1
964,36,Portland,Portland Bus Station,2019-03-13,08:10,Vancouver,Pacific Central Station,0,1
965,42,Portland,Portland Bus Station,2019-03-13,10:20,Vancouver,Pacific Central Station,0,1
966,39,Portland,Portland Bus Station,2019-03-13,10:50,Vancouver,Pacific Central Station,0,1
967,38,Portland,Portland Bus Station,2019-03-13,16:30,Vancouver,Pacific Central Station,0,1
968,39,Portland,Portland Bus Station,2019-03-13,18:00,Vancouver,Pacific Central Station,0,1
969,42,Portland,Portland Bus Station,2019-03-13,18:20,Vancouver,Pacific Central Station,0,1
970,42,Portland,Portland Bus Station,2019-03-13,19:20,Vancouver,Pacific Central Station,0,1
971,42,Portland,Portland Bus Station,2019-03-13,10:20,Vancouver,Pacific Central Station,0,3
972,44,Fresno,Fresno Station,2019-03-07,06:00,San Diego,Santa Fe Depot,0,1
973,45,Fresno,Fresno Station,2019-03-07,06:50,San Diego,Santa Fe Depot,0,1
974,43,Fresno,Fresno Station,2019-03-07,12:00,San Diego,Santa Fe Depot,0,1
975,44,Fresno,Fresno Station,2019-03-07,13:10,San Diego,Santa Fe Depot,0,1
976,52,Fresno,Fresno Station,2019-03-07,13:50,San Diego,Santa Fe Depot,0,1
977,44,Fresno,Fresno Station,2019-03-07,18:30,San Diego,Santa Fe Depot,0,1
978,34,Fresno,Fresno Station,2019-03-07,08:00,Sacramento,Sacramento Valley Station,0,1
979,33,Fresno,Fresno Station,2019-03-07,08:20,Sacramento,Sacramento Valley Station,0,1
980,29,Fresno,Fresno Station,2019-03-07,09:40,Sacramento,Sacramento Valley Station,0,1
981,27,Fresno,Fresno Station,2019-03-07,10:10,Sacramento,Sacramento Valley Station,0,1
982,31,Fresno,Fresno Station,2019-03-07,11:20,Sacramento,Sacramento Valley Station,0,1
983,26,Fresno,Fresno Station,2019-03-07,12:20,Sacramento,Sacramento Valley Station,0,1
984,40,Portland,Portland Bus Station,2019-03-14,06:50,Vancouver,Pacific Central Station,0,2
985,39,Portland,Portland Bus Station,2019-03-14,08:10,Vancouver,Pacific Central Station,0,2
986,37,Portland,Portland Bus Station,2019-03-14,10:20,Vancouver,Pacific Central Station,0,2
987,43,Portland,Portland Bus Station,2019-03-14,10:50,Vancouver,Pacific Central Station,0,2
988,44,Portland,Portland Bus Station,2019-03-14,16:30,Vancouver,Pacific Central Station,0,2
989,44,Portland,Portland Bus Station,2019-03-14,18:00,Vancouver,Pacific Central Station,0,2
990,40,Portland,Portland Bus Station,2019-03-14,18:20,Vancouver,Pacific Central Station,0,2
991,43,Portland,Portland Bus Station,2019-03-14,19:20,Vancouver,Pacific Central Station,0,2
992,53,Las Vegas,Union Plaza,2019-03-09,10:50,San Francisco,Salesforce Transit Center,0,1
993,47,Las Vegas,Union Plaza,2019-03-09,12:50,San Francisco,Salesforce Transit Center,0,1
994,52,Las Vegas,Union Plaza,2019-03-09,14:40,San Francisco,Salesforce Transit Center,0,1
995,59,Las Vegas,Union Plaza,2019-03-09,14:50,San Francisco,Salesforce Transit Center,0,1
996,54,Las Vegas,Union Plaza,2019-03-09,15:50,San Francisco,Salesforce Transit Center,0,1
997,51,Las Vegas,Union Plaza,2019-03-09,19:40,San Francisco,Salesforce Transit Center,0,1
998,53,Las Vegas,Union Plaza,2019-03-09,10:50,San Francisco,Salesforce Transit Center,0,4
999,38,Anaheim,Anaheim Intermodal Center,2019-03-13,06:40,Fresno,Fresno Station,0,1
1000,41,Anaheim,Anaheim Intermodal Center,2019-03-13,08:20,Fresno,Fresno Station,0,1
1001,39,Anaheim,Anaheim Intermodal Center,2019-03-13,14:20,Fresno,Fresno Station,0,1
1002,37,Anaheim,Anaheim Intermodal Center,2019-03-13,15:10,Fresno,Fresno Station,0,1
1003,76,San Diego,Santa Fe Depot,2019-03-09,07:40,Sacramento,Sacramento Valley Station,1,1
1004,65,San Diego,Santa Fe Depot,2019-03-09,08:30,Sacramento,Sacramento Valley Station,1,1
1005,69,San Diego,Santa Fe Depot,2019-03-09,09:50,Sacramento,Sacramento Valley Station,1,1
1006,73,San Diego,Santa Fe Depot,2019-03-09,10:00,Sacramento,Sacramento Valley Station,1,1
1007,63,San Diego,Santa Fe Depot,2019-03-09,11:40,Sacramento,Sacramento Valley Station,1,1
1008,73,San Diego,Santa Fe Depot,2019-03-09,14:00,Sacramento,Sacramento Valley Station,1,1
1009,62,Long Beach,Downtown Station,2019-03-09,06:50,Sacramento,Sacramento Valley Station,1,1
1010,68,Long Beach,Downtown Station,2019-03-09,07:00,Sacramento,Sacramento Valley Station,1,1
1011,68,Long Beach,Downtown Station,2019-03-09,08:30,Sacramento,Sacramento Valley Station,1,1
1012,58,Long Beach,Downtown Station,2019-03-09,10:20,Sacramento,Sacramento Valley Station,1,1
1013,63,Long Beach,Downtown Station,2019-03-09,10:30,Sacramento,Sacramento Valley Station,1,1
1014,55,Long Beach,Downtown Station,2019-03-09,10:40,Sacramento,Sacramento Valley Station,1,1
1015,55,Long Beach,Downtown Station,2019-03-09,13:40,Sacramento,Sacramento Valley Station,1,1
1016,56,Long Beach,Downtown Station,2019-03-09,13:50,Sacramento,Sacramento Valley Station,1,1
1017,54,Long Beach,Downtown Station,2019-03-09,15:20,Sacramento,Sacramento Valley Station,1,1
1018,68,Long Beach,Downtown Station,2019-03-09,07:00,Sacramento,Sacramento Valley Station,1,3
1019,26,Vancouver,Pacific Central Station,2019-03-03,06:40,Seattle,King Street Station,0,1
1020,28,Vancouver,Pacific Central Station,2019-03-03,08:10,Seattle,King Street Station,0,1
1021,23,Vancouver,Pacific Central Station,2019-03-03,08:30,Seattle,King Street Station,0,1
1022,31,Vancouver,Pacific Central Station,2019-03-03,08:50,Seattle,King Street Station,0,1
1023,29,Vancouver,Pacific Central Station,2019-03-03,10:00,Seattle,King Street Station,0,1
1024,28,Vancouver,Pacific Central Station,2019-03-03,12:30,Seattle,King Street Station,0,1
1025,29,Vancouver,Pacific Central Station,2019-03-03,17:50,Seattle,King Street Station,0,1
1026,25,Vancouver,Pacific Central Station,2019-03-03,18:30,Seattle,King Street Station,0,1
1027,28,Vancouver,Pacific Central Station,2019-03-03,18:40,Seattle,King Street Station,0,1
1028,29,Vancouver,Pacific Central Station,2019-03-03,19:10,Seattle,King Street Station,0,1
1029,26,Vancouver,Pacific Central Station,2019-03-03,06:40,Seattle,King Street Station,0,4
1030,24,San Diego,Santa Fe Depot,2019-03-09,06:10,Los Angeles,Union Station,0,1
1031,24,San Diego,Santa Fe Depot,2019-03-09,06:50,Los Angeles,Union Station,0,1
1032,24,San Diego,Santa Fe Depot,2019-03-09,08:30,Los Angeles,Union Station,0,1
1033,28,San Diego,Santa Fe Depot,2019-03-09,09:50,Los Angeles,Union Station,0,1
1034,27,San Diego,Santa Fe Depot,2019-03-09,10:00,Los Angeles,Union Station,0,1
1035,26,San Diego,Santa Fe Depot,2019-03-09,12:40,Los Angeles,Union Station,0,1
1036,29,San Diego,Santa Fe Depot,2019-03-09,12:50,Los Angeles,Union Station,0,1
1037,25,San Diego,Santa Fe Depot,2019-03-09,13:30,Los Angeles,Union Station,0,1
1038,25,San Diego,Santa Fe Depot,2019-03-09,14:10,Los Angeles,Union Station,0,1
1039,26,San Diego,Santa Fe Depot,2019-03-09,16:30,Los Angeles,Union Station,0,1
1040,24,San Diego,Santa Fe Depot,2019-03-09,06:10,Los Angeles,Union Station,0,2
1041,65,Anaheim,Anaheim Intermodal Center,2019-03-13,06:40,Sacramento,Sacramento Valley Station,1,1
1042,69,Anaheim,Anaheim Intermodal Center,2019-03-13,08:00,Sacramento,Sacramento Valley Station,1,1
1043,59,Anaheim,Anaheim Intermodal Center,2019-03-13,08:40,Sacramento,Sacramento Valley Station,1,1
1044,74,Anaheim,Anaheim Intermodal Center,2019-03-13,10:10,Sacramento,Sacramento Valley Station,1,1
1045,71,Anaheim,Anaheim Intermodal Center,2019-03-13,11:40,Sacramento,Sacramento Valley Station,1,1
1046,61,Anaheim,Anaheim Intermodal Center,2019-03-13,11:50,Sacramento,Sacramento Valley Station,1,1
1047,54,Anaheim,Anaheim Intermodal Center,2019-03-13,12:10,Sacramento,Sacramento Valley Station,1,1
1048,57,Anaheim,Anaheim Intermodal Center,2019-03-13,13:30,Sacramento,Sacramento Valley Station,1,1
1049,56,Anaheim,Anaheim Intermodal Center,2019-03-13,13:50,Sacramento,Sacramento Valley Station,1,1
1050,75,Anaheim,Anaheim Intermodal Center,2019-03-13,14:00,Sacramento,Sacramento Valley Station,1,1
1051,65,Anaheim,Anaheim Intermodal Center,2019-03-13,06:40,Sacramento,Sacramento Valley Station,1,3
1052,69,Anaheim,Anaheim Intermodal Center,2019-03-13,08:00,Sacramento,Sacramento Valley Station,1,3
1053,59,Anaheim,Anaheim Intermodal Center,2019-03-13,08:40,Sacramento,Sacramento Valley Station,1,3
1054,74,Anaheim,Anaheim Intermodal Center,2019-03-13,10:10,Sacramento,Sacramento Valley Station,1,3
1055,71,Anaheim,Anaheim Intermodal Center,2019-03-13,11:40,Sacramento,Sacramento Valley Station,1,3
1056,61,Anaheim,Anaheim Intermodal Center,2019-03-13,11:50,Sacramento,Sacramento Valley Station,1,3
1057,54,Anaheim,Anaheim Intermodal Center,2019-03-13,12:10,Sacramento,Sacramento Valley Station,1,3
1058,57,Anaheim,Anaheim Intermodal Center,2019-03-13,13:30,Sacramento,Sacramento Valley Station,1,3
1059,56,Anaheim,Anaheim Intermodal Center,2019-03-13,13:50,Sacramento,Sacramento Valley Station,1,3
1060,75,Anaheim,Anaheim Intermodal Center,2019-03-13,14:00,Sacramento,Sacramento Valley Station,1,3
1061,39,Los Angeles,Union Station,2019-03-09,07:30,Fresno,Fresno Station,0,2
1062,35,Los Angeles,Union Station,2019-03-09,10:40,Fresno,Fresno Station,0,2
1063,33,Los Angeles,Union Station,2019-03-09,12:40,Fresno,Fresno Station,0,2
1064,33,Los Angeles,Union Station,2019-03-09,13:10,Fresno,Fresno Station,0,2
1065,31,Los Angeles,Union Station,2019-03-09,15:30,Fresno,Fresno Station,0,2
1066,35,Los Angeles,Union Station,2019-03-09,17:30,Fresno,Fresno Station,0,2
1067,38,Los Angeles,Union Station,2019-03-09,17:40,Fresno,Fresno Station,0,2
1068,36,Los Angeles,Union Station,2019-03-09,18:10,Fresno,Fresno Station,0,2
1069,33,Los Angeles,Union Station,2019-03-09,19:20,Fresno,Fresno Station,0,2
1070,38,Los Angeles,Union Station,2019-03-01,07:30,Fresno,Fresno Station,0,3
1071,39,Los Angeles,Union Station,2019-03-01,10:40,Fresno,Fresno Station,0,3
1072,34,Los Angeles,Union Station,2019-03-01,12:40,Fresno,Fresno Station,0,3
1073,35,Los Angeles,Union Station,2019-03-01,13:10,Fresno,Fresno Station,0,3
1074,37,Los Angeles,Union Station,2019-03-01,15:30,Fresno,Fresno Station,0,3
1075,35,Los Angeles,Union Station,2019-03-01,17:30,Fresno,Fresno Station,0,3
1076,39,Los Angeles,Union Station,2019-03-01,17:40,Fresno,Fresno Station,0,3
1077,34,Los Angeles,Union Station,2019-03-01,18:10,Fresno,Fresno Station,0,3
1078,12,Anaheim,Anaheim Intermodal Center,2019-03-13,06:10,Los Angeles,Union Station,0,3
1079,12,Anaheim,Anaheim Intermodal Center,2019-03-13,08:40,Los Angeles,Union Station,0,3
1080,13,Anaheim,Anaheim Intermodal Center,2019-03-13,09:10,Los Angeles,Union Station,0,3
1081,14,Anaheim,Anaheim Intermodal Center,2019-03-13,11:20,Los Angeles,Union Station,0,3
1082,12,Anaheim,Anaheim Intermodal Center,2019-03-13,12:10,Los Angeles,Union Station,0,3
1083,14,Anaheim,Anaheim Intermodal Center,2019-03-13,13:30,Los Angeles,Union Station,0,3
1084,14,Anaheim,Anaheim Intermodal Center,2019-03-13,13:50,Los Angeles,Union Station,0,3
