,airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
543,American Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,129,False,0,New York,JFK International Airport,13:42,11:20,1,Economy,08:47,06:25,2019-03-06
544,Delta Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,133,False,0,New York,JFK International Airport,13:47,11:25,1,Economy,18:02,15:40,2019-03-06
545,Southwest Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,171,True,1,New York,JFK International Airport,01:11,21:50,1,Economy,11:42,09:20,2019-03-06
546,United Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,143,False,0,New York,JFK International Airport,10:42,08:20,1,Economy,15:12,12:50,2019-03-06
547,American Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,130,False,0,New York,JFK International Airport,13:42,11:20,2,Economy,,,
548,American Airlines,2019-03-05,New York,JFK International Airport,213,True,0,San Francisco,SFO International Airport,05:56,20:30,3,Economy,20:11,16:45,2019-03-07
549,Southwest Airlines,2019-03-05,New York,JFK International Airport,242,True,0,San Francisco,SFO International Airport,06:46,21:20,3,Economy,21:21,17:55,2019-03-07
550,United Airlines,2019-03-05,New York,JFK International Airport,203,False,0,San Francisco,SFO International Airport,15:16,05:50,3,Economy,09:31,06:05,2019-03-07
551,Southwest Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,125,True,0,San Francisco,SFO International Airport,22:56,20:45,3,Economy,00:01,21:50,2019-03-07
552,Southwest Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,111,False,0,San Francisco,SFO International Airport,22:56,20:45,3,Economy,,,
553,United Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,193,False,1,Phoenix,Sky Harbor International Airport,23:43,18:10,4,Economy,10:35,05:30,2019-03-13
554,United Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,158,False,1,Phoenix,Sky Harbor International Airport,23:43,18:10,4,Economy,,,
555,United Airlines,2019-03-08,Philadelphia,PHL International Airport,68,False,0,New York,JFK International Airport,10:56,10:05,4,Economy,05:36,04:45,2019-03-10
556,United Airlines,2019-03-08,Philadelphia,PHL International Airport,71,False,0,New York,JFK International Airport,10:56,10:05,4,Economy,,,
557,Alaska Airlines,2019-03-02,Seattle,Seattle-Tacoma International Airport,168,False,0,Los Angeles,LAX International Airport,21:57,19:10,1,Economy,18:32,15:45,2019-03-11
558,Alaska Airlines,2019-03-02,Seattle,Seattle-Tacoma International Airport,155,False,0,Los Angeles,LAX International Airport,21:57,19:10,3,Economy,,,
559,United Airlines,2019-03-06,New York,JFK International Airport,308,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,10:48,05:10,2019-03-10
560,United Airlines,2019-03-06,New York,JFK International Airport,326,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,,,
561,American Airlines,2019-03-03,New York,JFK International Airport,304,True,1,Seattle,Seattle-Tacoma International Airport,02:14,16:00,1,Economy,20:45,15:40,2019-03-11
562,Delta Airlines,2019-03-03,New York,JFK International Airport,313,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,1,Economy,19:35,14:00,2019-03-11
563,Southwest Airlines,2019-03-03,New York,JFK International Airport,363,False,1,Seattle,Seattle-Tacoma International Airport,18:40,05:25,1,Economy,14:47,08:40,2019-03-11
564,United Airlines,2019-03-03,New York,JFK International Airport,344,True,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,00:07,19:05,2019-03-11
565,Delta Airlines,2019-03-03,New York,JFK International Airport,242,True,0,Paris,Charles de Gaulle International Airport,12:47,10:00,1,Economy,13:37,22:50,2019-03-11
566,Delta Airlines,2019-03-03,New York,JFK International Airport,224,False,0,Paris,Charles de Gaulle International Airport,12:47,10:00,3,Economy,,,
567,United Airlines,2019-03-06,San Francisco,SFO International Airport,181,True,0,Chicago,O'Hare International Airport,21:12,18:25,1,Economy,04:57,22:10,2019-03-14
568,United Airlines,2019-03-06,San Francisco,SFO International Airport,177,False,0,Chicago,O'Hare International Airport,21:12,18:25,3,Economy,,,
569,Alaska Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,153,False,0,Los Angeles,LAX International Airport,21:57,19:10,1,Economy,18:32,15:45,2019-03-12
570,American Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,132,True,0,Los Angeles,LAX International Airport,02:32,23:45,1,Economy,11:02,08:15,2019-03-12
571,Delta Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,147,False,0,Los Angeles,LAX International Airport,09:37,06:50,1,Economy,10:27,07:40,2019-03-12
572,Southwest Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,157,False,0,Los Angeles,LAX International Airport,14:47,12:00,1,Economy,08:12,05:25,2019-03-12
573,United Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,136,True,0,Los Angeles,LAX International Airport,02:32,23:45,1,Economy,15:17,12:30,2019-03-12
574,Alaska Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,164,False,0,Los Angeles,LAX International Airport,21:57,19:10,1,Economy,,,
575,United Airlines,2019-03-12,Atlanta,Hartsfield-Jackson International Airport,185,False,1,Philadelphia,PHL International Airport,09:42,04:45,4,Economy,10:56,07:10,2019-03-14
576,United Airlines,2019-03-12,Atlanta,Hartsfield-Jackson International Airport,171,False,1,Philadelphia,PHL International Airport,09:42,04:45,4,Economy,,,
577,Delta Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,470,False,1,Chicago,O'Hare International Airport,13:17,08:30,1,Premium Economy,22:07,11:55,2019-03-03
578,Delta Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,434,False,1,Chicago,O'Hare International Airport,13:17,08:30,3,Premium Economy,,,
579,American Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,115,False,0,Washington,Dulles International Airport,18:01,16:10,1,Economy,13:31,11:40,2019-03-11
580,Southwest Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,213,False,1,Washington,Dulles International Airport,21:27,17:45,1,Economy,17:48,13:35,2019-03-11
581,United Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,110,False,0,Washington,Dulles International Airport,19:06,17:15,1,Economy,20:21,18:30,2019-03-11
582,American Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,246,True,1,Phoenix,Sky Harbor International Airport,06:37,23:25,1,Economy,16:22,11:40,2019-03-11
583,Southwest Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,181,True,0,Phoenix,Sky Harbor International Airport,06:07,22:55,1,Economy,13:17,12:05,2019-03-11
584,Southwest Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,177,True,0,Phoenix,Sky Harbor International Airport,06:07,22:55,1,Economy,,,
585,American Airlines,2019-03-11,San Francisco,SFO International Airport,171,False,0,Mexico City,Benito Juarez International Airport,16:38,14:55,3,Economy,19:03,13:20,2019-03-13
586,American Airlines,2019-03-11,San Francisco,SFO International Airport,143,False,0,Mexico City,Benito Juarez International Airport,16:38,14:55,3,Economy,,,
587,United Airlines,2019-03-10,San Francisco,SFO International Airport,292,False,1,Washington,Dulles International Airport,14:11,08:00,1,Economy,18:25,05:50,2019-03-12
588,United Airlines,2019-03-10,San Francisco,SFO International Airport,274,False,1,Washington,Dulles International Airport,14:11,08:00,3,Economy,,,
589,American Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,203,True,0,Seattle,Seattle-Tacoma International Airport,06:17,21:45,1,Economy,00:07,21:35,2019-03-06
590,Delta Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,200,True,0,Seattle,Seattle-Tacoma International Airport,08:22,23:50,1,Economy,18:52,16:20,2019-03-06
591,Southwest Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,299,False,0,Seattle,Seattle-Tacoma International Airport,14:12,05:40,1,Premium Economy,21:52,19:20,2019-03-06
592,United Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,191,True,0,Seattle,Seattle-Tacoma International Airport,01:27,16:55,1,Economy,13:27,10:55,2019-03-06
593,United Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,177,True,0,Seattle,Seattle-Tacoma International Airport,01:27,16:55,1,Economy,,,
594,American Airlines,2019-03-06,New York,JFK International Airport,293,True,1,Los Angeles,LAX International Airport,03:30,18:20,1,Economy,00:32,19:45,2019-03-11
595,American Airlines,2019-03-06,New York,JFK International Airport,246,True,0,Los Angeles,LAX International Airport,03:30,18:20,1,Economy,,,
596,Alaska Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,132,False,0,San Francisco,SFO International Airport,08:31,06:20,1,Economy,14:11,12:00,2019-03-12
597,American Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,134,True,0,San Francisco,SFO International Airport,16:26,14:15,1,Economy,00:36,22:25,2019-03-12
598,Delta Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,129,False,0,San Francisco,SFO International Airport,10:11,08:00,1,Economy,08:21,06:10,2019-03-12
599,Southwest Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,133,False,0,San Francisco,SFO International Airport,10:36,08:25,1,Economy,15:16,13:05,2019-03-12
600,United Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,133,False,0,San Francisco,SFO International Airport,17:16,15:05,1,Economy,22:41,20:30,2019-03-12
601,Alaska Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,173,False,0,San Francisco,SFO International Airport,17:06,14:55,1,Premium Economy,,,
602,American Airlines,2019-03-03,Mexico City,Benito Juarez International Airport,312,False,1,Chicago,O'Hare International Airport,19:31,12:30,4,Economy,20:12,08:05,2019-03-07
603,Delta Airlines,2019-03-03,Mexico City,Benito Juarez International Airport,292,False,1,Chicago,O'Hare International Airport,19:31,09:15,4,Economy,23:14,15:00,2019-03-07
604,United Airlines,2019-03-03,Mexico City,Benito Juarez International Airport,308,True,1,Chicago,O'Hare International Airport,02:05,12:45,4,Economy,16:59,08:25,2019-03-07
605,United Airlines,2019-03-03,Mexico City,Benito Juarez International Airport,287,True,1,Chicago,O'Hare International Airport,02:05,12:45,4,Economy,,,
606,American Airlines,2019-03-07,San Francisco,SFO International Airport,166,False,0,Chicago,O'Hare International Airport,09:52,07:05,1,Economy,22:07,15:20,2019-03-11
607,Delta Airlines,2019-03-07,San Francisco,SFO International Airport,193,True,0,Chicago,O'Hare International Airport,13:27,10:40,1,Economy,04:52,22:05,2019-03-11
608,Southwest Airlines,2019-03-07,San Francisco,SFO International Airport,178,True,0,Chicago,O'Hare International Airport,07:22,04:35,1,Economy,00:37,17:50,2019-03-11
609,United Airlines,2019-03-07,San Francisco,SFO International Airport,208,True,0,Chicago,O'Hare International Airport,06:47,04:00,1,Economy,04:57,22:10,2019-03-11
610,American Airlines,2019-03-07,San Francisco,SFO International Airport,153,False,0,Chicago,O'Hare International Airport,09:52,07:05,2,Economy,,,
611,American Airlines,2019-03-01,Los Angeles,LAX International Airport,284,True,1,Washington,Dulles International Airport,19:57,14:50,4,Economy,00:50,14:10,2019-03-06
612,Delta Airlines,2019-03-01,Los Angeles,LAX International Airport,203,True,0,Washington,Dulles International Airport,12:45,10:00,4,Economy,02:55,18:10,2019-03-06
613,Southwest Airlines,2019-03-01,Los Angeles,LAX International Airport,255,False,1,Washington,Dulles International Airport,17:35,14:50,4,Economy,17:48,07:20,2019-03-06
614,Southwest Airlines,2019-03-01,Los Angeles,LAX International Airport,193,False,0,Washington,Dulles International Airport,17:35,14:50,4,Economy,,,
615,Delta Airlines,2019-03-06,Las Vegas,McCarran International Airport,230,True,1,Portland,PDX International Airport,22:09,16:40,2,Economy,00:04,19:50,2019-03-12
616,Southwest Airlines,2019-03-06,Las Vegas,McCarran International Airport,223,False,1,Portland,PDX International Airport,21:35,16:55,2,Economy,19:00,14:35,2019-03-12
617,Delta Airlines,2019-03-06,Las Vegas,McCarran International Airport,206,False,1,Portland,PDX International Airport,22:09,16:40,2,Economy,,,
618,American Airlines,2019-03-03,Washington,Dulles International Airport,319,False,1,Seattle,Seattle-Tacoma International Airport,17:05,04:55,1,Economy,21:52,16:10,2019-03-12
619,Delta Airlines,2019-03-03,Washington,Dulles International Airport,195,True,0,Seattle,Seattle-Tacoma International Airport,03:13,18:25,1,Economy,22:33,19:45,2019-03-12
620,Southwest Airlines,2019-03-03,Washington,Dulles International Airport,303,False,1,Seattle,Seattle-Tacoma International Airport,15:18,04:25,1,Economy,20:07,14:35,2019-03-12
621,United Airlines,2019-03-03,Washington,Dulles International Airport,244,True,1,Seattle,Seattle-Tacoma International Airport,05:53,21:05,1,Economy,21:52,17:15,2019-03-12
622,American Airlines,2019-03-03,Washington,Dulles International Airport,319,False,1,Seattle,Seattle-Tacoma International Airport,17:05,04:55,2,Economy,21:52,16:10,2019-03-12
623,Delta Airlines,2019-03-03,Washington,Dulles International Airport,195,True,0,Seattle,Seattle-Tacoma International Airport,03:13,18:25,2,Economy,22:33,19:45,2019-03-12
624,Southwest Airlines,2019-03-03,Washington,Dulles International Airport,303,False,1,Seattle,Seattle-Tacoma International Airport,15:18,04:25,2,Economy,20:07,14:35,2019-03-12
625,United Airlines,2019-03-03,Washington,Dulles International Airport,244,True,1,Seattle,Seattle-Tacoma International Airport,05:53,21:05,2,Economy,21:52,17:15,2019-03-12
626,Southwest Airlines,2019-03-03,Washington,Dulles International Airport,323,False,0,Seattle,Seattle-Tacoma International Airport,14:33,05:45,2,Premium Economy,,,
627,Alaska Airlines,2019-03-07,San Francisco,SFO International Airport,137,False,0,Seattle,Seattle-Tacoma International Airport,14:11,12:00,1,Economy,17:06,14:55,2019-03-13
628,Delta Airlines,2019-03-07,San Francisco,SFO International Airport,134,False,0,Seattle,Seattle-Tacoma International Airport,08:21,06:10,1,Economy,10:11,08:00,2019-03-13
629,Southwest Airlines,2019-03-07,San Francisco,SFO International Airport,131,True,0,Seattle,Seattle-Tacoma International Airport,00:01,21:50,1,Economy,10:36,08:25,2019-03-13
630,United Airlines,2019-03-07,San Francisco,SFO International Airport,136,False,0,Seattle,Seattle-Tacoma International Airport,22:41,20:30,1,Economy,17:16,15:05,2019-03-13
631,United Airlines,2019-03-07,San Francisco,SFO International Airport,123,False,0,Seattle,Seattle-Tacoma International Airport,22:41,20:30,1,Economy,,,
632,Alaska Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,132,False,0,San Francisco,SFO International Airport,17:06,14:55,1,Economy,14:11,12:00,2019-03-13
633,American Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,154,False,1,San Francisco,SFO International Airport,23:43,19:40,1,Economy,23:56,21:45,2019-03-13
634,Delta Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,127,False,0,San Francisco,SFO International Airport,10:11,08:00,1,Economy,08:21,06:10,2019-03-13
635,Southwest Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,139,True,0,San Francisco,SFO International Airport,22:56,20:45,1,Economy,00:01,21:50,2019-03-13
636,United Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,128,False,0,San Francisco,SFO International Airport,17:16,15:05,1,Economy,22:41,20:30,2019-03-13
637,Alaska Airlines,2019-03-07,Seattle,Seattle-Tacoma International Airport,117,False,0,San Francisco,SFO International Airport,17:06,14:55,4,Economy,,,
638,American Airlines,2019-03-01,Paris,Charles de Gaulle International Airport,297,True,1,New York,JFK International Airport,11:36,15:40,1,Economy,06:52,04:05,2019-03-06
639,Delta Airlines,2019-03-01,Paris,Charles de Gaulle International Airport,322,True,1,New York,JFK International Airport,06:17,15:30,1,Economy,01:19,17:35,2019-03-06
640,Delta Airlines,2019-03-01,Paris,Charles de Gaulle International Airport,360,True,0,New York,JFK International Airport,13:37,22:50,1,Premium Economy,,,
