,check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
890,,Chicago,True,Best Western Grant Park Hotel,,2,+1 312-922-2900,156,1,1100 South Michigan Avenue
891,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,3,+1 773-244-3434,162,1,3434 N Broadway Ave
892,,Chicago,True,Best Western River North Hotel,,2,+1 312-467-0800,210,1,125 West Ohio Street
893,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,2,+1 312-787-6000,160,1,166 East Superior Street
894,2019-03-01,Chicago,True,Ace Hotel Chicago,4,2,+1 312-764-1919,216,1,311 North Morgan Street
895,,Kuala Lumpur,False,Alila Bangsar,,1,+60 3-2268 3888,180,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
896,,Kuala Lumpur,False,Aloft Kuala Lumpur Sentral,,1,+60 3-2723 1188,240,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
897,,Kuala Lumpur,False,Ancasa Hotel & Spa Kuala Lumpur,,1,+60 3-2026 6060,114,3,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
898,,Kuala Lumpur,False,Arenaa Star Hotel,,1,+60 3-2078 0988,156,3,"49-51, Jalan Hang Lekiu, 50100"
899,,Kuala Lumpur,False,Banyan Tree Kuala Lumpur,,1,+60 3-2113 1888,555,5,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan"
900,,Kuala Lumpur,False,Citin Hotel Masjid Jamek,,1,+60 3-2693 2999,63,3,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
901,,Kuala Lumpur,False,Cititel Mid Valley,,1,+60 3-2296 1188,162,3,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
902,,Kuala Lumpur,False,Concorde Hotel Kuala Lumpur,,1,+60 3-2144 2200,124,4,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
903,,Kuala Lumpur,False,Container Hotel,,1,+60 12-702 2851,104,2,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
904,,Kuala Lumpur,False,Corus Hotel Kuala Lumpur,,1,+60 3-2161 8888,288,4,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan"
905,2019-03-04,Kuala Lumpur,False,Aloft Kuala Lumpur Sentral,2,1,+60 3-2723 1188,156,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
906,2019-03-10,New York,True,1 Hotel Brooklyn Bridge,1,1,+1 833-625-6111,112,4,"60 Furman Street, Brooklyn"
907,,Anaheim,True,Anaheim Desert Inn And Suites,,2,+1 714-772-5050,128,1,1600 South Harbor Boulevard
908,,Anaheim,True,Anaheim Majestic Garden Hotel,,1,+1 714-778-1700,96,1,900 South Disneyland Drive
909,,Anaheim,True,Anaheim Portofino Inn & Suites,,1,+1 800-341-6301,96,1,1831 South Harbor Boulevard
910,,Anaheim,False,Anaheim Rv Park,,1,+1 714-774-3860,50,1,200 West Midway Drive
911,,Anaheim,True,Ayres Hotel Anaheim,,3,+1 714-634-2106,342,1,2550 East Katella Avenue
912,,Anaheim,True,Best Western Plus Anaheim Inn,,2,+1 714-774-1050,138,1,1630 South Harbor Boulevard
913,,Anaheim,True,Best Western Plus Park Place Inn - Mini Suites,,3,+1 714-776-4800,333,1,1544 South Harbor Boulevard
914,,Anaheim,True,Best Western Plus Raffles Inn & Suites,,1,+1 714-750-6100,64,1,2040 South Harbor Boulevard
915,,Anaheim,True,Best Western Plus Stovall'S Inn,,1,+1 714-778-1880,66,1,1110 West Katella Avenue
916,2019-03-01,Anaheim,True,Anaheim Desert Inn And Suites,4,1,+1 714-772-5050,54,1,1600 South Harbor Boulevard
917,,Sacramento,True,Homewood Suites By Hilton Sacramento Airport-Natomas,,2,+1 916-263-9510,216,3,3001 Advantage Way
918,,Sacramento,True,Hyatt Regency Sacramento,,2,+1 916-443-1234,160,3,1209 L Street
919,2019-03-03,Sacramento,True,Courtyard By Marriott Sacramento Midtown,1,1,+1 916-455-6800,297,3,4422 Y Street
920,,Washington D.C.,True,Arc The.Hotel,,3,+1 202-337-6620,333,1,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
921,,Washington D.C.,True,"Cambria Hotel Washington, D.C. Convention Center",,3,+1 202-299-1188,261,1,"899 O Street Northwest, Washington, District of Columbia 20001, United States"
922,,Washington D.C.,True,Capitol Hill Hotel,,3,+1 202-543-6000,342,1,"200 C Street Southeast, Washington, DC 20003, USA"
923,,Washington D.C.,True,"Club Quarters Hotel In Washington, D.C.",,3,+1 202-463-6400,342,1,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
924,,Washington D.C.,True,Comfort Inn Downtown Dc/Convention Center,,3,+1 202-682-5300,204,1,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States"
925,,Washington D.C.,True,Courtyard By Marriott Washington Capitol Hill/Navy Yard,,3,+1 202-479-0027,324,1,"140 L Street Southeast, Washington, DC 20003, USA"
926,,Washington D.C.,True,Courtyard By Marriott Washington Downtown/Convention Center,,3,+1 202-589-1800,252,1,"901 L Street Northwest, Washington, DC 20001, USA"
927,,Washington D.C.,True,"Courtyard By Marriott Washington, Dc/Dupont Circle",,3,+1 202-332-9300,225,1,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
928,,Washington D.C.,True,"Courtyard By Marriott Washington, Dc/Foggy Bottom",,3,+1 202-296-5700,216,1,"515 20th Street Northwest, Washington, DC 20006, USA"
929,2019-03-02,Washington D.C.,True,Capitol Hill Hotel,1,3,+1 202-543-6000,306,1,"200 C Street Southeast, Washington, DC 20003, USA"
930,,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,,2,+1 323-852-7000,156,2,6399 Wilshire Boulevard
931,,Los Angeles,True,Airtel Plaza Hotel,,1,+1 800-224-7835,75,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
932,,Los Angeles,True,Banana Bungalow - Hollywood Hostel,,2,+1 323-469-2500,40,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
933,,Los Angeles,True,Best Western Burbank Airport Inn,,3,+1 818-765-2900,261,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
934,,Los Angeles,True,Best Western Hollywood Plaza Inn,,3,+1 323-851-1800,168,2,"2011 North Highland Avenue, Hollywood, California 90068, United States"
935,,Los Angeles,True,Best Western Los Angeles Worldport Hotel,,1,+1 310-834-3400,76,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
936,,Los Angeles,True,Best Western Plus Dragon Gate Inn,,1,+1 213-617-3077,54,2,818 North Hill Street
937,,Los Angeles,True,Best Western Plus Hollywood Hills Hotel,,3,+1 323-464-5181,156,2,"6141 Franklin Avenue, Hollywood, California 90028, United States"
938,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,2,+1 310-514-1414,198,3,"111 South Gaffey Street, San Pedro, California 90731, United States"
939,,Los Angeles,True,Beverly Hills Marriott,,3,+1 310-553-6561,384,4,1150 South Beverly Drive
940,2019-03-05,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,3,1,+1 323-852-7000,234,2,6399 Wilshire Boulevard
941,,Toronto,False,Delta Hotels By Marriott Toronto East,,1,+1 416-299-1500,96,4,"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada"
942,,Toronto,False,Doubletree By Hilton Hotel Toronto Downtown,,1,+1 416-977-5000,276,4,108 Chestnut Street
943,,Toronto,False,Executive Hotel Cosmopolitan Toronto,,1,+1 855-958-3488,360,4,8 Colborne Street
944,,Toronto,False,Intercontinental Toronto Yorkville,,1,+1 416-960-5200,276,4,220 Bloor Street West
945,,Toronto,False,Le Germain Hotel Toronto Maple Leaf Square,,1,+1 888-940-7575,120,4,75 Bremner Boulevard
946,,Toronto,False,Le Germain Hotel Toronto Mercer,,1,+1 866-345-9501,132,4,30 Mercer Street
947,,Toronto,False,Marriott Downtown At Cf Toronto Eaton Centre,,1,+1 416-597-9200,92,4,525 Bay Street
948,,Toronto,False,Radisson Admiral Hotel Toronto-Harbourfront,,1,+1 416-203-3333,372,4,249 Queens Quay West
949,2019-03-03,Toronto,False,Cambridge Suites Toronto,1,1,+1 800-463-1990,252,4,15 Richmond Street East
950,2019-03-07,Sacramento,True,Best Western Plus Sutter House,1,1,+1 916-441-1314,44,1,1100 H Street
951,,Los Angeles,True,Beverly Hills Marriott,,1,+1 310-553-6561,384,4,1150 South Beverly Drive
952,,Los Angeles,True,Crowne Plaza Los Angeles Airport,,1,+1 310-642-7500,104,4,5985 West Century Boulevard
953,,Los Angeles,True,Four Seasons Hotel Los Angeles At Beverly Hills,,1,+1 310-273-2222,390,4,300 Doheny Drive
954,,Los Angeles,True,Hilton Checkers Los Angeles,,1,+1 213-624-0000,336,4,535 South Grand Avenue
955,,Los Angeles,True,Hilton Los Angeles Airport,,1,+1 310-410-4000,100,4,5711 West Century Boulevard
956,,Los Angeles,True,Hilton Woodland Hills/Los Angeles,,1,+1 818-595-1000,88,4,"6360 Canoga Avenue, Woodland Hills, California 91367, United States"
957,,Los Angeles,True,Intercontinental Los Angeles Century City,,1,+1 310-284-6500,248,4,2151 Avenue of the Stars
958,,Los Angeles,True,Intercontinental Los Angeles Downtown,,1,+1 213-688-7777,456,4,900 Wilshire Boulevard
959,,Los Angeles,True,Kimpton Everly Hotel,,1,+1 213-279-3532,288,4,1800 Argyle Avenue
960,,Los Angeles,True,Kimpton Hotel Palomar Los Angeles Beverly Hills,,1,+1 310-475-8711,372,4,10740 Wilshire Boulevard
961,2019-03-01,Los Angeles,True,Crowne Plaza Los Angeles Airport,2,1,+1 310-642-7500,192,4,5985 West Century Boulevard
962,,Fresno,True,Doubletree By Hilton Hotel Fresno Convention Center,,2,+1 559-268-1000,222,3,2233 Ventura Street
963,,Fresno,True,La Quinta Inn By Wyndham Fresno Yosemite,,2,+1 559-442-1110,104,2,2926 Tulare Street
964,,Fresno,True,Piccadilly Inn Airport,,3,+1 559-375-7760,297,3,5115 East McKinley Avenue
965,,Fresno,True,Radisson Hotel Fresno Conference Center,,2,+1 559-233-6650,120,3,1055 Van Ness Avenue
966,,Fresno,True,Springhill Suites By Marriott Fresno,,3,+1 888-287-9400,207,3,6844 North Fresno Street
967,2019-03-06,Fresno,True,Doubletree By Hilton Hotel Fresno Convention Center,1,3,+1 559-268-1000,252,3,2233 Ventura Street
968,2019-03-01,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,3,1,+33 1 84 82 49 09,432,4,"6 Rue Gustave Charpentier, 75017"
969,,London,False,45 Park Lane,,1,+44 20 7493 4545,230,2,45 Park Lane
970,,London,False,Abc Hyde Park Hotel,,1,+44 20 7706 4660,186,2,121 Sussex Gardens
971,,London,False,Accommodation London Bridge,,1,+44 20 7403 4299,207,2,58 Great Dover Street
972,,London,False,Ace Hotel London,,1,+44 20 7613 9800,264,2,100 Shoreditch High Street
973,,London,False,Airways Hotel London Victoria,,1,+44 20 7834 0205,297,2,29-31 Saint George's Drive
974,,London,False,Amba Hotel Charing Cross,,1,+44 871 376 9012,276,2,Strand
975,,London,False,Amba Hotel Marble Arch,,1,+44 800 330 8523,288,2,Bryanston Street
976,,London,False,Ambassadors Bloomsbury Hotel,,1,+44 20 7388 9930,396,2,12 Upper Woburn Place
977,,London,False,Ambassadors Hotel,,1,+44 20 7373 1075,69,2,16 Collingham Road
978,,London,False,Antoinette Hotel Wimbledon,,1,+44 20 8543 4222,192,2,"The Broadway SW19 1SD, United Kingdom"
979,2019-03-09,London,False,45 Park Lane,2,1,+44 20 7493 4545,290,2,45 Park Lane
980,,Las Vegas,True,Best Western Plus Las Vegas West,,2,+1 702-256-3766,174,2,8669 West Sahara Avenue
981,,Las Vegas,True,Hampton Inn Las Vegas/Summerlin,,2,+1 702-360-5700,192,2,7100 Cascade Valley Court
982,,Las Vegas,True,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,,3,+1 702-360-1200,138,2,7101 Cascade Valley Court
983,,Las Vegas,True,Oasis At Gold Spike,,1,+1 702-768-9823,108,2,217 Las Vegas Boulevard North
984,,Las Vegas,True,Thunderbird Boutique Hotel,,1,+1 702-489-7500,68,2,1215 South Las Vegas Boulevard
985,2019-03-01,Las Vegas,True,Best Western Plus Las Vegas West,3,1,+1 702-256-3766,306,2,8669 West Sahara Avenue
986,,Chicago,True,Acme Hotel Company Chicago,,2,+1 312-894-0800,207,3,15 East Ohio Street
987,,Chicago,True,Aloft Chicago Downtown River North,,2,+1 312-661-1000,186,3,515 North Clark Street
988,,Chicago,True,Aloft Chicago Mag Mile,,2,+1 312-429-6600,180,3,243 East Ontario Street
989,,Chicago,True,Ambassador Chicago,,2,+1 888-506-3471,372,4,1301 North State Parkway
990,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,2,+1 773-244-3434,162,2,3434 N Broadway Ave
991,,Chicago,True,Chicago Athletic Association,,2,+1 312-940-3552,372,4,12 South Michigan Avenue
992,,Chicago,True,Chicago Marriott Downtown Magnificent Mile,,2,+1 312-836-0100,272,4,540 North Michigan Avenue
993,,Chicago,True,Crowne Plaza Chicago West Loop,,2,+1 312-829-5000,276,4,25 South Halsted Street
994,,Chicago,True,Hilton Chicago O'Hare Airport,,2,+1 773-686-8000,240,4,10000 West O'Hare Avenue
995,,Chicago,True,Hilton Chicago/Magnificent Mile Suites,,2,+1 312-664-1100,408,4,198 East Delaware Place
996,,Chicago,True,"Hotel Emc2, Autograph Collection",,2,+1 312-915-0000,264,4,228 East Ontario Street
997,,Chicago,True,Hotel Felix,,2,+1 877-848-4040,324,4,111 West Huron Street
998,2019-03-05,Chicago,True,Ambassador Chicago,1,2,+1 888-506-3471,348,4,1301 North State Parkway
999,,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,,2,+1 323-852-7000,156,1,6399 Wilshire Boulevard
1000,,Los Angeles,True,Airtel Plaza Hotel,,1,+1 800-224-7835,75,1,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1001,,Los Angeles,True,Best Western Burbank Airport Inn,,3,+1 818-765-2900,261,1,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
1002,,Los Angeles,True,Best Western Hollywood Plaza Inn,,3,+1 323-851-1800,168,1,"2011 North Highland Avenue, Hollywood, California 90068, United States"
1003,,Los Angeles,True,Best Western Los Angeles Worldport Hotel,,1,+1 310-834-3400,76,1,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
1004,,Los Angeles,True,Best Western Plus Dragon Gate Inn,,1,+1 213-617-3077,54,1,818 North Hill Street
1005,,Los Angeles,True,Best Western Plus Hollywood Hills Hotel,,3,+1 323-464-5181,156,1,"6141 Franklin Avenue, Hollywood, California 90028, United States"
1006,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,2,+1 310-514-1414,198,1,"111 South Gaffey Street, San Pedro, California 90731, United States"
1007,,Los Angeles,True,Beverly Hills Marriott,,3,+1 310-553-6561,384,1,1150 South Beverly Drive
1008,2019-03-03,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,1,+1 323-852-7000,156,1,6399 Wilshire Boulevard
1009,,Nairobi,False,Azure Hotel Nairobi Westlands,,1,+254 709 716000,135,1,Lantana Road
1010,,Nairobi,False,Crowne Plaza Nairobi,,1,+254 719 096000,116,1,"Kenya Road, Upper Hill"
1011,,Nairobi,False,Crowne Plaza Nairobi Airport,,1,+254 709 222444,396,1,First Freight Lane Jomo Kenyatta International Airport
1012,,Nairobi,False,Doubletree By Hilton Nairobi Hurlingham,,1,+254 709 090000,300,1,Ngong Lane Ngong Road
1013,,Nairobi,False,Dusitd2 Nairobi,,1,+254 787 657000,300,1,14 Riverside Westlands
1014,,Nairobi,False,Eka Hotel Nairobi,,1,+254 719 045000,240,1,"Eka Hotel, Along Mombasa Road"
1015,,Nairobi,False,Four Points By Sheraton Nairobi Airport,,1,+254 709 760000,112,1,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
1016,,Nairobi,False,Hemingways Nairobi,,1,+254 711 032000,200,1,Mbagathi Ridge
1017,,Nairobi,False,Hilton Garden Inn Nairobi Airport,,1,+254 20 4075000,124,1,Jomo Kenyatta International Airport Mombasa Road
1018,,Nairobi,False,Ibis Styles Hotel Westlands Nairobi,,1,+254 20 7757000,189,1,"Ibis Styles Hotel Westlands, Kenya"
1019,,Nairobi,False,Azure Hotel Nairobi Westlands,,1,+254 709 716000,135,4,Lantana Road
1020,,Nairobi,False,Dusitd2 Nairobi,,1,+254 787 657000,300,4,14 Riverside Westlands
1021,,Nairobi,False,Hemingways Nairobi,,1,+254 711 032000,200,4,Mbagathi Ridge
1022,2019-03-01,Nairobi,False,Crowne Plaza Nairobi Airport,1,1,+254 709 222444,468,4,First Freight Lane Jomo Kenyatta International Airport
1023,,Toronto,False,Bisha Hotel Toronto,,2,+1 416-551-2800,232,4,80 Blue Jays Way
1024,,Toronto,False,Comfort Inn Toronto North,,2,+1 416-736-4700,136,2,"66 Norfinch Drive, North York, Ontario M3N 1X1, Canada"
1025,2019-03-03,Toronto,False,Best Western Plus Toronto North York Hotel & Suites,1,2,+1 416-663-9500,198,3,50 Norfinch Drive
1026,2019-03-01,Delhi,False,Aloft New Delhi Aerocity,4,3,+91 11 4565 0000,444,4,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
1027,2019-03-02,New York,True,1 Hotel Brooklyn Bridge,3,3,+1 833-625-6111,252,4,"60 Furman Street, Brooklyn"
1028,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,2,+33 1 84 82 49 09,432,2,"6 Rue Gustave Charpentier, 75017"
1029,,Paris,False,Amastan Paris,,2,+33 1 49 52 99 70,232,2,"34 Rue Jean Mermoz, 75008"
1030,,Paris,False,Aparthotel Adagio Access Paris La Villette,,2,+33 1 44 72 42 00,315,2,"28bis Avenue Corentin Cariou, 75019"
1031,,Paris,False,Aparthotel Adagio Paris Montmartre,,2,+33 1 42 57 14 55,156,2,"10 Place Charles Dullin, 75018"
1032,,Paris,False,Austin'S Saint Lazare HoTel,,2,+33 1 48 74 48 71,297,2,"26 Rue d'Amsterdam, 75009"
1033,,Paris,False,Avalon Hotel Paris Gare Du Nord,,2,+33 1 42 85 50 00,216,2,"131 Boulevard de Magenta, 75010"
1034,,Paris,False,Best Western Bretagne Montparnasse,,2,+33 1 45 38 52 59,360,2,"33 Rue Raymond Losserand, 75014"
1035,,Paris,False,Bob Hotel By Elegancia,,2,+33 1 40 43 02 33,264,2,"30 Rue Pernety, 75014"
1036,,Paris,False,Brach Paris,,2,+33 1 44 30 10 00,465,2,"1-7 Rue Jean Richepin, 75016"
1037,,Paris,False,Buddha-Bar Hotel Paris,,2,+33 1 83 96 88 88,220,2,"4 Rue d'Anjou, 75008"
1038,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,2,+33 1 84 82 49 09,432,3,"6 Rue Gustave Charpentier, 75017"
1039,,Paris,False,Amastan Paris,,2,+33 1 49 52 99 70,232,3,"34 Rue Jean Mermoz, 75008"
1040,,Paris,False,Aparthotel Adagio Access Paris La Villette,,2,+33 1 44 72 42 00,315,3,"28bis Avenue Corentin Cariou, 75019"
1041,,Paris,False,Aparthotel Adagio Paris Montmartre,,2,+33 1 42 57 14 55,156,3,"10 Place Charles Dullin, 75018"
1042,,Paris,False,Austin'S Saint Lazare HoTel,,2,+33 1 48 74 48 71,297,3,"26 Rue d'Amsterdam, 75009"
1043,,Paris,False,Best Western Bretagne Montparnasse,,2,+33 1 45 38 52 59,360,3,"33 Rue Raymond Losserand, 75014"
1044,,Paris,False,Bob Hotel By Elegancia,,2,+33 1 40 43 02 33,264,3,"30 Rue Pernety, 75014"
1045,,Paris,False,Brach Paris,,2,+33 1 44 30 10 00,465,3,"1-7 Rue Jean Richepin, 75016"
1046,2019-03-11,Paris,False,Amastan Paris,3,2,+33 1 49 52 99 70,408,3,"34 Rue Jean Mermoz, 75008"
1047,,San Francisco,True,Argonaut Hotel,,2,+1 415-563-0800,264,4,495 Jefferson Street
1048,,San Francisco,True,Beck'S Motor Lodge,,1,+1 415-621-8212,52,2,2222 Market Street
1049,,San Francisco,True,Bei Hotel San Francisco,,2,+1 415-626-6103,156,3,50 8th Street
1050,,San Francisco,True,Beresford Arms Hotel,,1,+1 415-673-2600,78,3,701 Post Street
1051,,San Francisco,True,Casa Loma Hotel,,3,+1 415-552-7100,132,2,610 Fillmore Street
1052,,San Francisco,True,Chancellor Hotel On Union Square,,3,+1 415-362-2004,315,3,433 Powell Street
1053,,San Francisco,True,Chelsea,,2,+1 415-563-5600,132,2,2095 Lombard Street
1054,,San Francisco,True,Comfort Inn By The Bay,,1,+1 415-928-5000,58,2,2775 Van Ness Avenue
1055,,San Francisco,True,Cornell Hotel De France,,3,+1 415-421-3154,324,3,715 Bush Street
1056,2019-03-04,San Francisco,True,Beck'S Motor Lodge,3,1,+1 415-621-8212,70,2,2222 Market Street
1057,,Atlanta,True,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,3,+1 470-231-3030,420,4,3600 Wieuca Road Northeast
1058,,Atlanta,True,Canopy By Hilton Atlanta Midtown,,3,+1 404-685-1677,408,4,1414 West Peachtree Street Northwest
1059,,Atlanta,True,Hotel Clermont,,3,+1 470-485-0485,444,4,789 Ponce De Leon Avenue Northeast
1060,,Atlanta,True,Hyatt Centric Midtown Atlanta,,3,+1 404-443-1234,240,4,125 10th Street Northeast
1061,,Atlanta,True,Loews Atlanta Hotel,,3,+1 404-745-5000,456,4,1065 Peachtree Street Northeast
1062,,Atlanta,True,Renaissance Atlanta Midtown Hotel,,3,+1 678-412-2400,360,4,866 W. Peachtree Street NW
1063,,Atlanta,True,Sheraton Atlanta Hotel,,3,+1 404-659-6500,264,4,165 Courtland Street Northeast
1064,,Atlanta,True,The St. Regis Atlanta,,3,+1 404-563-7900,330,4,"Eighty, Eight, West Paces Ferry Road Northwest"
1065,,Atlanta,True,The Westin Buckhead Atlanta,,3,+1 404-365-0065,372,4,"3391 Peachtree Road, N.E"
1066,,Atlanta,True,"The Whitley, A Luxury Collection Hotel, Atlanta Buckhead",,3,+1 404-237-2700,450,4,3434 Peachtree Road Northeast
1067,2019-03-02,Atlanta,True,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,1,3,+1 470-231-3030,468,4,3600 Wieuca Road Northeast
