,average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
667,3.80,2019-03-02,2019-03-09,Best Western Mission Bay,San Diego,1,True,+1 619-275-5700,420,2575 Clairemont Drive
668,3.20,,,Abc Hyde Park Hotel,London,1,False,+44 20 7706 4660,1008,121 Sussex Gardens
669,3.50,,,Abercorn House,London,1,False,+44 20 8563 8692,1674,28-30 Bute Gardens
670,4.10,,,Accommodation London Bridge,London,1,False,+44 20 7403 4299,464,58 Great Dover Street
671,4.50,,,Amba Hotel Charing Cross,London,1,False,+44 871 376 9012,1624,Strand
672,3.50,2019-03-01,2019-03-08,Abercorn House,London,1,False,+44 20 8563 8692,1176,28-30 Bute Gardens
673,4.30,,,Ac Hotel By Marriott Chicago Downtown,Chicago,3,True,+1 312-981-6600,528,630 North Rush Street
674,4.60,,,Ace Hotel Chicago,Chicago,3,True,+1 312-764-1919,1584,311 North Morgan Street
675,4.50,,,Acme Hotel Company Chicago,Chicago,3,False,+1 312-894-0800,1296,15 East Ohio Street
676,4.50,,,Aloft Chicago Downtown River North,Chicago,1,True,+1 312-661-1000,672,515 North Clark Street
677,3.90,,,Aloft Chicago Mag Mile,Chicago,1,True,+1 312-429-6600,66,243 East Ontario Street
678,4.20,,,Ambassador Chicago,Chicago,2,False,+1 888-506-3471,1216,1301 North State Parkway
679,3.90,,,Best Western Grant Park Hotel,Chicago,3,False,+1 312-922-2900,945,1100 South Michigan Avenue
680,4.30,,,Best Western Plus Hawthorne Terrace Hotel,Chicago,3,True,+1 773-244-3434,3276,3434 N Broadway Ave
681,4.10,,,Best Western River North Hotel,Chicago,3,False,+1 312-467-0800,768,125 West Ohio Street
682,4.20,,,Cambria Hotel Chicago Magnificent Mile,Chicago,3,False,+1 312-787-6000,1680,166 East Superior Street
683,4.30,,,Ac Hotel By Marriott Chicago Downtown,Chicago,1,True,+1 312-981-6600,528,630 North Rush Street
684,4.60,,,Ace Hotel Chicago,Chicago,1,True,+1 312-764-1919,1584,311 North Morgan Street
685,4.50,,,Acme Hotel Company Chicago,Chicago,1,False,+1 312-894-0800,1296,15 East Ohio Street
686,4.20,,,Ambassador Chicago,Chicago,1,False,+1 888-506-3471,1216,1301 North State Parkway
687,3.90,,,Best Western Grant Park Hotel,Chicago,1,False,+1 312-922-2900,945,1100 South Michigan Avenue
688,4.30,,,Best Western Plus Hawthorne Terrace Hotel,Chicago,1,True,+1 773-244-3434,3276,3434 N Broadway Ave
689,4.10,,,Best Western River North Hotel,Chicago,1,False,+1 312-467-0800,768,125 West Ohio Street
690,4.20,,,Cambria Hotel Chicago Magnificent Mile,Chicago,1,False,+1 312-787-6000,1680,166 East Superior Street
691,4.50,2019-03-02,2019-03-06,Acme Hotel Company Chicago,Chicago,1,False,+1 312-894-0800,864,15 East Ohio Street
692,4.50,2019-03-03,2019-03-09,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,1200,2423 1st Avenue
693,4.30,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,1824,"6 Rue Gustave Charpentier, 75017"
694,3.40,,,Aparthotel Adagio Access Paris La Villette,Paris,1,True,+33 1 44 72 42 00,864,"28bis Avenue Corentin Cariou, 75019"
695,4.10,,,Aparthotel Adagio Paris Montmartre,Paris,1,True,+33 1 42 57 14 55,800,"10 Place Charles Dullin, 75018"
696,3.70,,,Avalon Hotel Paris Gare Du Nord,Paris,1,True,+33 1 42 85 50 00,315,"131 Boulevard de Magenta, 75010"
697,3.60,,,Best Western Bretagne Montparnasse,Paris,1,False,+33 1 45 38 52 59,690,"33 Rue Raymond Losserand, 75014"
698,4.10,,,Brach Paris,Paris,1,False,+33 1 44 30 10 00,1728,"1-7 Rue Jean Richepin, 75016"
699,4.50,,,Buddha-Bar Hotel Paris,Paris,1,True,+33 1 83 96 88 88,2520,"4 Rue d'Anjou, 75008"
700,4.60,2019-03-11,2019-03-14,Amastan Paris,Paris,1,False,+33 1 49 52 99 70,384,"34 Rue Jean Mermoz, 75008"
701,4.60,,,Aka University City,Philadelphia,1,False,+1 215-372-9000,264,"Cira Centre South, 2929 Walnut Street"
702,3.90,,,Best Western Plus Philadelphia Convention Center Hotel,Philadelphia,1,False,+1 215-398-3080,138,1225 Vine Street
703,4.00,,,"Club Quarters Hotel, Philadelphia",Philadelphia,3,False,+1 215-282-5000,312,1628 Chestnut Street
704,4.30,,,Courtyard By Marriott Philadelphia City Avenue,Philadelphia,2,False,+1 215-477-0200,880,4100 Presidential Boulevard
705,4.50,,,Courtyard By Marriott Philadelphia South At The Navy Yard,Philadelphia,3,False,+1 215-644-9200,1536,1001 Intrepid Avenue
706,3.90,,,Doubletree By Hilton Hotel Philadelphia Airport,Philadelphia,2,False,+1 215-365-4150,468,4509 Island Avenue
707,4.00,,,Embassy Suites By Hilton Philadelphia Airport,Philadelphia,1,False,+1 215-365-4500,504,9000 Bartram Avenue
708,4.10,,,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,Philadelphia,3,False,+1 800-228-2800,720,261 South 13th Street
709,4.00,2019-03-05,2019-03-08,Aloft Philadelphia Airport,Philadelphia,1,True,+1 267-298-1700,816,4301 Island Avenue
710,4.50,,,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,360,"60 Furman Street, Brooklyn"
711,4.50,,,1 Hotel Central Park,New York,1,True,+1 212-703-2001,1680,1414 6th Avenue
712,4.00,,,6 Columbus Hotel,New York,1,True,+1 212-204-3000,1440,308 West 58th Street
713,4.50,,,Ac Hotel New York Times Square,New York,1,False,+1 212-398-2700,280,260 West 40th Street
714,3.90,,,Adria Hotel & Conference Center,New York,1,False,+1 718-631-5900,648,"221-17 Northern Boulevard, Bayside"
715,4.40,,,Aka Central Park,New York,1,False,+1 646-744-3100,1536,42 West 58th Street
716,4.40,,,Aka Times Square,New York,1,True,+1 212-764-5700,1440,123 West 44th Street
717,4.60,,,Aka Wall Street,New York,1,False,+1 212-252-9090,832,84 William Street
718,4.50,2019-03-08,2019-03-13,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,840,"60 Furman Street, Brooklyn"
719,3.20,2019-03-07,2019-03-11,Abc Hyde Park Hotel,London,1,False,+44 20 7706 4660,288,121 Sussex Gardens
720,3.90,2019-03-06,2019-03-12,Airtel Plaza Hotel,Los Angeles,1,True,+1 800-224-7835,1224,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
721,4.40,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,2,False,+1 323-852-7000,736,6399 Wilshire Boulevard
722,4.10,,,Banana Bungalow - Hollywood Hostel,Los Angeles,2,False,+1 323-469-2500,200,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
723,4.20,,,Best Western Burbank Airport Inn,Los Angeles,2,False,+1 818-765-2900,1680,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
724,4.20,,,Best Western Plus Hollywood Hills Hotel,Los Angeles,2,False,+1 323-464-5181,1736,"6141 Franklin Avenue, Hollywood, California 90028, United States"
725,4.20,,,Beverly Hills Marriott,Los Angeles,3,False,+1 310-553-6561,2268,1150 South Beverly Drive
726,4.10,2019-03-02,2019-03-03,Banana Bungalow - Hollywood Hostel,Los Angeles,1,False,+1 323-469-2500,200,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
727,4.50,2019-03-06,2019-03-13,1 Hotel Central Park,New York,1,True,+1 212-703-2001,980,1414 6th Avenue
728,4.20,,,Aliz Hotel Times Square,New York,3,True,+1 646-609-5122,300,310 West 40th Street
729,4.20,,,Aloft Harlem,New York,3,True,+1 212-749-4000,384,2296 Frederick Douglass Boulevard
730,4.20,,,Aloft Long Island City-Manhattan View,New York,3,True,+1 718-433-9305,1080,"27-45 Jackson Avenue, Long Island City"
731,4.10,,,Aloft Manhattan Downtown - Financial District,New York,3,True,+1 212-513-0003,408,49-53 Ann Street
732,4.00,,,Aloft New York Brooklyn,New York,1,True,+1 718-256-3833,540,"216 Duffield Street, Brooklyn"
733,4.50,2019-03-09,2019-03-14,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,920,"60 Furman Street, Brooklyn"
734,4.40,,,Aloft New Delhi Aerocity,Delhi,1,False,+91 11 4565 0000,200,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
735,4.60,,,Andaz Delhi - A Concept By Hyatt,Delhi,1,True,+91 11 4903 1234,432,"Asset, Street Number 1, New Delhi"
736,4.10,,,Bloomrooms @ New Delhi Railway Station,Delhi,1,False,+91 11 4122 5666,620,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
737,4.20,,,Calista Resort,Delhi,1,False,+91 11 4103 4591,912,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
738,4.30,,,Crowne Plaza New Delhi Mayur Vihar Noida,Delhi,1,False,+91 11 4110 2222,176,"13 B, District Centre, Mayur Vihar, New Delhi"
739,4.30,,,Crowne Plaza New Delhi Okhla,Delhi,1,False,+91 11 4646 2000,1260,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
740,3.90,,,Deemarks Hotel & Resorts Conference Venues Corporate Event In Mahipalpur Near Airport In South Delhi,Delhi,1,False,+91 11 2506 0721,648,"Shiv Murti, Nh-8, Delhi - Jaipur Expressway, Rangpuri, New Delhi"
741,4.10,,,Fortune Select Global - Hotel In Gurgaon,Delhi,1,False,+91 124 419 6666,1860,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
742,4.30,,,"Four Points By Sheraton New Delhi, Airport Highway",Delhi,1,False,+91 11 6604 0000,184,"Plot no 9, National Highway - 8, Samalka, New Delhi"
743,4.20,,,Haveli Dharampura,Delhi,1,False,+91 11 2326 1000,296,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
744,4.40,2019-03-05,2019-03-11,Aloft New Delhi Aerocity,Delhi,1,False,+91 11 4565 0000,1584,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
745,3.70,,,Atrium Inn Vancouver,Vancouver,1,True,+1 604-254-1000,576,2889 East Hastings Street
746,4.10,,,Auberge Vancouver Hotel,Vancouver,3,False,+1 604-678-8899,2160,837 West Hastings Street
747,4.10,,,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,1,True,+1 604-669-7070,400,1100 Granville Street
748,4.00,,,Best Western Plus Sands,Vancouver,3,True,+1 604-682-1831,408,1755 Davie Street
749,4.30,,,Blue Horizon Hotel,Vancouver,1,False,+1 604-688-1411,440,1225 Robson Street
750,4.30,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,2,True,+1 604-697-0202,1248,1180 West Hastings Street
751,3.50,,,Coast Vancouver Airport Hotel,Vancouver,3,False,+1 604-263-1555,279,1041 Southwest Marine Drive
752,3.20,,,Days Inn By Wyndham Vancouver Downtown,Vancouver,3,False,+1 604-681-4335,1053,921 West Pender Street
753,4.50,,,Delta Hotels By Marriott Vancouver Downtown Suites,Vancouver,2,True,+1 844-254-5048,1200,550 West Hastings Street
754,4.40,,,Exchange Hotel Vancouver,Vancouver,3,False,+1 604-563-4693,1260,475 Howe Street
755,3.70,2019-03-08,2019-03-10,Atrium Inn Vancouver,Vancouver,1,True,+1 604-254-1000,156,2889 East Hastings Street
756,4.30,2019-03-06,2019-03-12,11 Howard,New York,2,False,+1 212-235-1111,1944,11 Howard Street
757,4.00,,,Best Western Hollywood Plaza Inn,Los Angeles,2,False,+1 323-851-1800,1332,"2011 North Highland Avenue, Hollywood, California 90068, United States"
758,3.80,,,Best Western Los Angeles Worldport Hotel,Los Angeles,2,False,+1 310-834-3400,420,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
759,4.20,,,Best Western Plus San Pedro Hotel & Suites,Los Angeles,2,False,+1 310-514-1414,1728,"111 South Gaffey Street, San Pedro, California 90731, United States"
760,4.20,,,Beverly Hills Marriott,Los Angeles,2,False,+1 310-553-6561,2268,1150 South Beverly Drive
761,4.40,2019-03-07,2019-03-09,Ac Hotel By Marriott Beverly Hills,Los Angeles,2,False,+1 323-852-7000,544,6399 Wilshire Boulevard
762,4.50,2019-03-12,2019-03-13,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,360,"60 Furman Street, Brooklyn"
763,4.20,,,Aliz Hotel Times Square,New York,1,True,+1 646-609-5122,300,310 West 40th Street
764,4.20,,,Aloft Harlem,New York,1,True,+1 212-749-4000,384,2296 Frederick Douglass Boulevard
765,4.20,,,Aloft Long Island City-Manhattan View,New York,1,True,+1 718-433-9305,1080,"27-45 Jackson Avenue, Long Island City"
766,4.10,,,Aloft Manhattan Downtown - Financial District,New York,1,True,+1 212-513-0003,408,49-53 Ann Street
767,3.70,,,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,2,True,+1 559-442-1110,306,2926 Tulare Street
768,3.70,2019-03-01,2019-03-05,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,2,True,+1 559-442-1110,912,2926 Tulare Street
769,4.20,,,28 Hotel Sydney,Sydney,2,False,+61 2 9102 2828,1512,"28 Regent Street, Chippendale New South Wales 2008, Australia"
770,4.00,,,57 Hotel,Sydney,2,False,+61 2 9011 5756,264,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
771,4.30,,,Adina Apartment Hotel Bondi Beach Sydney,Sydney,2,False,+61 2 9300 4800,880,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
772,4.00,,,Adina Apartment Hotel Coogee Sydney,Sydney,2,False,+61 2 9578 6000,1800,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
773,4.30,,,Adina Apartment Hotel Sydney Airport,Sydney,2,False,+61 2 9381 2000,504,"17 Bourke Road, Mascot New South Wales 2020, Australia"
774,4.20,,,Adina Apartment Hotel Sydney Central,Sydney,2,False,+61 2 8396 9800,1280,"2 Lee Street, Haymarket New South Wales 2000, Australia"
775,4.10,,,Adina Apartment Hotel Sydney Darling Harbour,Sydney,2,False,+61 2 9249 7000,1216,55 Shelley Street
776,4.20,,,Adina Apartment Hotel Sydney Surry Hills,Sydney,2,False,+61 2 8302 1000,1728,"359 Crown Street, Surry Hills New South Wales 2010, Australia"
777,4.00,,,Adina Apartment Hotel Sydney Town Hall,Sydney,2,False,+61 2 9274 0000,1728,511 Kent Street
778,3.60,,,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),Sydney,2,False,+61 1300 633 462,1620,1 Hosking Place
779,4.00,2019-03-02,2019-03-06,57 Hotel,Sydney,2,False,+61 2 9011 5756,1216,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
780,4.30,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,3,True,+33 1 84 82 49 09,864,"6 Rue Gustave Charpentier, 75017"
781,4.60,,,Amastan Paris,Paris,3,False,+33 1 49 52 99 70,2520,"34 Rue Jean Mermoz, 75008"
782,4.10,,,Aparthotel Adagio Paris Montmartre,Paris,3,True,+33 1 42 57 14 55,2016,"10 Place Charles Dullin, 75018"
783,3.70,,,Austin'S Saint Lazare HoTel,Paris,3,False,+33 1 48 74 48 71,1053,"26 Rue d'Amsterdam, 75009"
784,3.60,,,Best Western Bretagne Montparnasse,Paris,3,False,+33 1 45 38 52 59,270,"33 Rue Raymond Losserand, 75014"
785,4.40,,,Bob Hotel By Elegancia,Paris,3,False,+33 1 40 43 02 33,1584,"30 Rue Pernety, 75014"
786,3.40,2019-03-01,2019-03-06,Aparthotel Adagio Access Paris La Villette,Paris,3,True,+33 1 44 72 42 00,1755,"28bis Avenue Corentin Cariou, 75019"
787,3.20,,,Campanile Paris 15 - Tour Eiffel,Paris,2,True,+33 1 45 78 61 33,1260,"30 Rue Saint-Charles, 75015"
788,4.10,,,Citadines Bastille Gare De Lyon (Apart Hotel Paris),Paris,1,True,+33 1 40 04 43 50,816,"18 Rue de Chaligny, 75012"
789,3.70,,,Citadines Didot Montparnasse Paris (Apart Hotel Paris),Paris,1,True,+33 1 41 05 79 05,264,"94 Rue Didot, 75014"
790,4.20,,,Citadines OpeRa Paris (Apart Hotel Paris),Paris,2,True,+33 1 40 15 14 00,960,"18 Rue Favart, 75002"
791,3.90,,,Citadines Place D'Italie Paris (Apart Hotel Paris),Paris,2,True,+33 1 43 13 85 00,1152,"18 Place d'Italie, 75013"
792,4.30,2019-03-04,2019-03-07,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,552,"6 Rue Gustave Charpentier, 75017"
793,4.50,2019-03-07,2019-03-13,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,936,"60 Furman Street, Brooklyn"
794,4.70,2019-03-06,2019-03-09,45 Park Lane,London,1,True,+44 20 7493 4545,720,45 Park Lane
795,4.50,,,Alila Bangsar,Kuala Lumpur,3,False,+60 3-2268 3888,936,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
796,4.40,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,2,False,+60 3-2723 1188,320,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
797,3.90,,,Ancasa Hotel & Spa Kuala Lumpur,Kuala Lumpur,2,False,+60 3-2026 6060,972,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
798,3.50,,,Arenaa Star Hotel,Kuala Lumpur,2,False,+60 3-2078 0988,234,"49-51, Jalan Hang Lekiu, 50100"
799,4.80,,,Banyan Tree Kuala Lumpur,Kuala Lumpur,1,False,+60 3-2113 1888,728,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan"
800,3.70,,,Citin Hotel Masjid Jamek,Kuala Lumpur,2,False,+60 3-2693 2999,768,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
801,4.00,,,Cititel Mid Valley,Kuala Lumpur,2,False,+60 3-2296 1188,1080,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
802,4.20,,,Concorde Hotel Kuala Lumpur,Kuala Lumpur,2,False,+60 3-2144 2200,912,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
803,4.00,,,Container Hotel,Kuala Lumpur,3,False,+60 12-702 2851,1584,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
804,4.00,,,Corus Hotel Kuala Lumpur,Kuala Lumpur,1,False,+60 3-2161 8888,464,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan"
805,4.50,,,Alila Bangsar,Kuala Lumpur,1,False,+60 3-2268 3888,936,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
806,4.40,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,1,False,+60 3-2723 1188,320,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
807,3.90,,,Ancasa Hotel & Spa Kuala Lumpur,Kuala Lumpur,1,False,+60 3-2026 6060,972,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
808,3.50,,,Arenaa Star Hotel,Kuala Lumpur,1,False,+60 3-2078 0988,234,"49-51, Jalan Hang Lekiu, 50100"
809,3.70,,,Citin Hotel Masjid Jamek,Kuala Lumpur,1,False,+60 3-2693 2999,768,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
810,4.00,,,Cititel Mid Valley,Kuala Lumpur,1,False,+60 3-2296 1188,1080,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
811,4.20,,,Concorde Hotel Kuala Lumpur,Kuala Lumpur,1,False,+60 3-2144 2200,912,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
812,4.00,,,Container Hotel,Kuala Lumpur,1,False,+60 12-702 2851,1584,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
813,4.40,2019-03-03,2019-03-08,Aloft Kuala Lumpur Sentral,Kuala Lumpur,1,False,+60 3-2723 1188,740,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
814,4.40,2019-03-05,2019-03-12,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,700,6399 Wilshire Boulevard
815,4.20,,,Aloft Phoenix-Airport,Phoenix,1,True,+1 602-275-6300,1200,4450 East Washington Street
816,4.30,,,Arizona Grand Resort & Spa,Phoenix,1,False,+1 602-426-2638,1080,8000 Arizona Grand Parkway
817,4.40,,,Cambria Hotel North Scottsdale Desert Ridge,Phoenix,1,False,+1 480-585-6644,624,4425 E Irma Ln&nbsp
818,3.80,,,Comfort Suites Phoenix North,Phoenix,1,True,+1 602-861-3900,612,10210 North 26th Drive
819,4.50,,,Courtyard By Marriott Phoenix Downtown,Phoenix,1,False,+1 602-603-2001,696,132 South Central Avenue
820,4.10,,,Crowne Plaza Phoenix Airport,Phoenix,1,True,+1 602-273-7778,888,4300 East Washington Street
821,3.10,,,Days Inn By Wyndham Airport - Phoenix,Phoenix,1,False,+1 800-615-3107,1575,2900 East Van Buren Street
822,4.10,,,Doubletree Suites By Hilton Hotel Phoenix,Phoenix,1,True,+1 602-225-0500,700,320 North 44th Street
823,4.50,,,Drury Inn & Suites Phoenix Airport,Phoenix,1,True,+1 602-437-8400,252,3333 East University Drive
824,4.50,,,Drury Inn & Suites Phoenix Happy Valley,Phoenix,1,True,+1 623-879-8800,1560,2335 West Pinnacle Peak Road
825,4.30,2019-03-10,2019-03-11,Arizona Grand Resort & Spa,Phoenix,1,False,+1 602-426-2638,232,8000 Arizona Grand Parkway
826,4.50,2019-03-11,2019-03-14,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,1116,"60 Furman Street, Brooklyn"
827,4.30,2019-03-06,2019-03-13,Ac Hotel By Marriott Chicago Downtown,Chicago,1,True,+1 312-981-6600,3108,630 North Rush Street
828,4.50,2019-03-07,2019-03-13,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,768,2423 1st Avenue
829,3.70,,,Atrium Inn Vancouver,Vancouver,3,True,+1 604-254-1000,720,2889 East Hastings Street
830,4.30,,,Blue Horizon Hotel,Vancouver,3,False,+1 604-688-1411,2160,1225 Robson Street
831,4.30,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,3,True,+1 604-697-0202,744,1180 West Hastings Street
832,4.50,,,Delta Hotels By Marriott Vancouver Downtown Suites,Vancouver,3,True,+1 844-254-5048,1332,550 West Hastings Street
833,3.70,2019-03-03,2019-03-08,Atrium Inn Vancouver,Vancouver,3,True,+1 604-254-1000,1260,2889 East Hastings Street
834,4.20,,,Citadines Barbican London (Apart Hotel London),London,1,True,+44 20 7566 8000,312,7-21 Goswell Road
835,4.10,,,Citadines Holborn-Covent Garden London (Apart Hotel London),London,2,True,+44 20 7395 8800,312,94-99 High Holborn
836,4.20,,,Citadines Trafalgar Square London (Apart Hotel London),London,2,True,+44 20 7766 3700,400,18-21 Northumberland Avenue
